standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.71202,0.236273,-2.30888,0.0175075,-2.06837,0.0402475,-1.77162,0.1626,All
-1.43854,0.10501,-1.8988,0.105045,-1.53322,0.214653,-1.46254,0.185828,All
-1.16506,0.551304,-1.48872,0.122553,-0.998069,0.295148,-1.15346,0.232285,All
-0.891585,0.157515,-1.07864,0.192583,-0.462918,0.308564,-0.844379,0.232285,All
-0.618107,0.472546,-0.668564,0.490211,0.0722323,0.32198,-0.535298,0.511028,All
-0.34463,0.288778,-0.258484,0.437688,0.607383,0.509801,-0.226217,0.534256,All
-0.0711521,0.0787577,0.151596,0.332643,1.14253,0.214653,0.0828633,0.348428,All
0.202325,0.367536,0.561676,0.262613,1.67768,0.0939108,0.391944,0.232285,All
0.475803,0.262526,0.971756,0.385165,2.21284,0,0.701025,0.139371,All
0.74928,0.341283,1.38184,0.14006,2.74799,0,1.01011,0.301971,All
1.02276,0.393789,1.79192,0.0175075,3.28314,0,1.31919,0.348428,All
1.29624,0.420041,2.202,0.035015,3.81829,0,1.62827,0.209057,All
1.56971,0.262526,2.61208,0.0875376,4.35344,0.0134158,1.93735,0.0464571,All
