Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
4.00194,0,12.5499,0,0.707099,0.00666667,0.972737,0.00666667,All
8.13339,0.00666667,18.864,0.00666667,0.721235,0.0133333,1.17476,0.0133333,All
8.32991,0.0133333,19.08,0.0133333,0.749918,0.02,1.25819,0.02,All
8.52787,0.02,19.3333,0.02,0.943967,0.0266667,1.56882,0.0266667,All
8.53592,0.0266667,19.3337,0.0266667,1.26822,0.0333333,2.27677,0.0333333,All
8.62289,0.0333333,19.8289,0.0333333,1.4366,0.04,2.27983,0.04,All
8.6791,0.04,20.3721,0.04,1.44833,0.0466667,2.37788,0.0466667,All
8.80124,0.0466667,20.3995,0.0466667,1.4902,0.0533333,3.0233,0.0533333,All
8.9202,0.0533333,20.4546,0.0533333,1.76867,0.06,3.11502,0.06,All
9.11252,0.06,20.5962,0.06,1.88375,0.0666667,3.17467,0.0666667,All
9.64201,0.0666667,20.6983,0.0666667,2.16682,0.0733333,3.30686,0.0733333,All
9.91523,0.0733333,20.7221,0.0733333,2.20595,0.08,3.3098,0.08,All
9.95189,0.08,20.8867,0.08,2.27045,0.0866667,3.47494,0.0866667,All
9.96473,0.0866667,20.9124,0.0866667,2.29285,0.0933333,3.67848,0.0933333,All
9.97534,0.0933333,21.1247,0.0933333,2.30654,0.1,3.70218,0.1,All
10.0662,0.1,21.1825,0.1,2.41087,0.106667,3.82761,0.106667,All
10.1068,0.106667,21.184,0.106667,2.57923,0.113333,3.90909,0.113333,All
10.1287,0.113333,21.2048,0.113333,2.65209,0.12,4.14709,0.12,All
10.1949,0.12,21.2817,0.12,2.76726,0.126667,4.18315,0.126667,All
10.3056,0.126667,21.306,0.126667,3.18609,0.133333,4.25653,0.133333,All
10.3549,0.133333,21.4319,0.133333,3.40052,0.14,4.41759,0.14,All
10.3698,0.14,21.6158,0.14,3.54621,0.146667,5.06368,0.146667,All
10.3977,0.146667,21.686,0.146667,3.5877,0.153333,5.10131,0.153333,All
10.4139,0.153333,21.7633,0.153333,3.90661,0.16,5.50974,0.16,All
10.4268,0.16,21.9258,0.16,3.98033,0.166667,6.16331,0.166667,All
10.43,0.166667,22.0435,0.166667,4.65704,0.173333,6.26181,0.173333,All
10.4977,0.173333,22.1278,0.173333,4.66263,0.18,6.29628,0.18,All
10.5166,0.18,22.1476,0.18,4.67671,0.186667,6.2994,0.186667,All
10.5251,0.186667,22.2389,0.186667,4.75365,0.193333,6.49667,0.193333,All
10.5863,0.193333,22.4979,0.193333,4.86012,0.2,6.5009,0.2,All
10.6622,0.2,22.6061,0.2,5.00463,0.206667,6.68119,0.206667,All
10.7146,0.206667,22.608,0.206667,5.05327,0.213333,7.32593,0.213333,All
10.7472,0.213333,22.6695,0.213333,5.60137,0.22,7.57757,0.22,All
10.8239,0.22,22.8047,0.22,5.98968,0.226667,7.68093,0.226667,All
10.8296,0.226667,22.8865,0.226667,6.66471,0.233333,7.68986,0.233333,All
10.8401,0.233333,22.9111,0.233333,6.85488,0.24,7.75879,0.24,All
10.8433,0.24,22.9203,0.24,6.90817,0.246667,7.78628,0.246667,All
10.8491,0.246667,23.0838,0.246667,7.05836,0.253333,7.80914,0.253333,All
10.9027,0.253333,23.151,0.253333,7.25512,0.26,7.87106,0.26,All
11.0448,0.26,23.1967,0.26,7.5078,0.266667,7.95489,0.266667,All
11.0528,0.266667,23.2015,0.266667,7.65579,0.273333,7.99217,0.273333,All
11.0544,0.273333,23.382,0.273333,7.70014,0.28,8.03448,0.28,All
11.1556,0.28,23.4571,0.28,7.86937,0.286667,8.12515,0.286667,All
11.2122,0.286667,23.4709,0.286667,8.0694,0.293333,8.25463,0.293333,All
11.284,0.293333,23.5407,0.293333,8.27207,0.3,8.46331,0.3,All
11.2897,0.3,23.5612,0.3,8.58904,0.306667,8.96516,0.306667,All
11.3019,0.306667,23.8224,0.306667,8.72857,0.313333,9.16358,0.313333,All
11.3364,0.313333,23.8474,0.313333,8.82064,0.32,9.51069,0.32,All
11.3921,0.32,23.9097,0.32,8.84427,0.326667,9.95509,0.326667,All
11.449,0.326667,24.0033,0.326667,8.89622,0.333333,10.0477,0.333333,All
11.5497,0.333333,24.0419,0.333333,9.357,0.34,10.0789,0.34,All
11.6358,0.34,24.0471,0.34,9.71468,0.346667,10.0807,0.346667,All
11.6476,0.346667,24.1198,0.346667,10.5224,0.353333,10.0825,0.353333,All
11.6778,0.353333,24.1238,0.353333,10.6302,0.36,10.3421,0.36,All
11.7085,0.36,24.147,0.36,10.6755,0.366667,10.4781,0.366667,All
11.7179,0.366667,24.1535,0.366667,10.7319,0.373333,10.6874,0.373333,All
11.7218,0.373333,24.233,0.373333,11.5411,0.38,10.7052,0.38,All
11.7293,0.38,24.2589,0.38,11.6807,0.386667,10.8144,0.386667,All
11.9295,0.386667,24.3742,0.386667,11.7816,0.393333,10.8417,0.393333,All
11.9386,0.393333,24.4552,0.393333,11.8854,0.4,10.9225,0.4,All
11.9614,0.4,24.4604,0.4,11.92,0.406667,11.0507,0.406667,All
12.0625,0.406667,24.4927,0.406667,11.9611,0.413333,11.0756,0.413333,All
12.5108,0.413333,24.5703,0.413333,12.0099,0.42,11.1275,0.42,All
12.5294,0.42,24.6931,0.42,12.0137,0.426667,11.1413,0.426667,All
12.5906,0.426667,24.7104,0.426667,12.5746,0.433333,11.2594,0.433333,All
12.724,0.433333,24.7263,0.433333,12.6178,0.44,11.3232,0.44,All
12.8404,0.44,24.8506,0.44,13.4042,0.446667,11.6628,0.446667,All
12.8438,0.446667,24.8692,0.446667,13.625,0.453333,11.9083,0.453333,All
13.0072,0.453333,24.9117,0.453333,14.0916,0.46,11.9948,0.46,All
13.0196,0.46,24.9718,0.46,14.8957,0.466667,12.245,0.466667,All
13.1002,0.466667,24.996,0.466667,15.287,0.473333,12.4887,0.473333,All
