Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.60845,0.0604512,19.5357,0.0267231,814.881,0.00065695,7.85205,0.0386145,All
9.55857,0.0453384,20.879,0.0801693,2443.23,0,21.6107,0.0156545,All
10.5087,0.181354,22.2223,0.0748247,4071.58,0,35.3693,0.00939271,All
11.4588,0.151128,23.5656,0.117582,5699.93,0,49.1279,0.00573999,All
12.4089,0.0680076,24.9089,0.128271,7328.27,0,62.8865,0.00260909,All
13.3591,0.075564,26.2522,0.112237,8956.62,0,76.6452,0.00208727,All
14.3092,0.0831204,27.5956,0.0855139,10585,0,90.4038,0.00156545,All
15.2593,0.0831204,28.9389,0.0694801,12213.3,0,104.162,0,All
16.2094,0.0453384,30.2822,0.0481016,13841.7,0,117.921,0.00156545,All
17.1595,0.0906768,31.6255,0.0320677,15470,0,131.68,0.000521817,All
18.1097,0.143572,32.9688,0.0160339,17098.4,0,145.438,0,All
19.0598,0.0604512,34.3121,0,18726.7,0,159.197,0,All
20.0099,0.0453384,35.6554,0.0106892,20355.1,4.40906e-06,172.956,0.000521817,All
