parameter,value,mean
V1_pop,26.0027860536695,31.812234103946434
V1_pop,28.4275190268684,31.812234103946434
V1_pop,30.4159999852593,31.812234103946434
V1_pop,27.7737260014918,31.812234103946434
V1_pop,32.7342958922709,31.812234103946434
V1_pop,32.5701772319581,31.812234103946434
V1_pop,24.8924682130181,31.812234103946434
V1_pop,32.8387999472627,31.812234103946434
V1_pop,34.2106444606239,31.812234103946434
V1_pop,31.3290708810922,31.812234103946434
V1_pop,35.6891631679637,31.812234103946434
V1_pop,29.0863372997964,31.812234103946434
V1_pop,30.7043252050738,31.812234103946434
V1_pop,22.8653189756906,31.812234103946434
V1_pop,38.5355073893745,31.812234103946434
V1_pop,32.0221980428366,31.812234103946434
V1_pop,34.6289421641073,31.812234103946434
V1_pop,24.146368249521,31.812234103946434
V1_pop,29.1189308160341,31.812234103946434
V1_pop,29.6758993647834,31.812234103946434
V1_pop,39.1903222048501,31.812234103946434
V1_pop,26.3163529136634,31.812234103946434
V1_pop,29.8789178929712,31.812234103946434
V1_pop,33.3665964768558,31.812234103946434
V1_pop,24.4683387756677,31.812234103946434
V1_pop,36.2531936588584,31.812234103946434
V1_pop,35.9364518796234,31.812234103946434
V1_pop,37.6199797147902,31.812234103946434
V1_pop,41.9181243015022,31.812234103946434
V1_pop,36.5858830232484,31.812234103946434
V1_pop,32.20018899105,31.812234103946434
V1_pop,34.605694064171,31.812234103946434
V1_pop,31.4686137063087,31.812234103946434
V1_pop,26.4707805080028,31.812234103946434
V1_pop,31.4081834757793,31.812234103946434
V1_pop,25.0810854536124,31.812234103946434
V1_pop,36.0104614715053,31.812234103946434
V1_pop,37.6582238949943,31.812234103946434
V1_pop,30.8215851336469,31.812234103946434
V1_pop,29.1843906820834,31.812234103946434
V1_pop,31.2259055385728,31.812234103946434
V1_pop,35.4151365214922,31.812234103946434
V1_pop,30.7139245067997,31.812234103946434
V1_pop,30.3085272588219,31.812234103946434
V1_pop,34.2137138169596,31.812234103946434
V1_pop,37.9085309259563,31.812234103946434
V1_pop,26.9454210787877,31.812234103946434
V1_pop,32.1736874931674,31.812234103946434
V1_pop,32.3876562213039,31.812234103946434
V1_pop,38.6723114242914,31.812234103946434
V1_pop,28.6058058249491,31.812234103946434
V1_pop,30.7801413537892,31.812234103946434
V1_pop,35.3820489799741,31.812234103946434
V1_pop,37.8186177055954,31.812234103946434
V1_pop,21.6872214527956,31.812234103946434
V1_pop,36.3496283426302,31.812234103946434
V1_pop,20.8137849606026,31.812234103946434
V1_pop,44.3382034770729,31.812234103946434
V1_pop,42.4174622994231,31.812234103946434
V1_pop,26.8883281070952,31.812234103946434
V1_pop,24.4838704277017,31.812234103946434
V1_pop,28.8767357473897,31.812234103946434
V1_pop,33.957359372571,31.812234103946434
V1_pop,33.3577523120589,31.812234103946434
V1_pop,28.1136947597584,31.812234103946434
V1_pop,31.3971649984256,31.812234103946434
V1_pop,48.9916010579211,31.812234103946434
V1_pop,27.7457202535487,31.812234103946434
V1_pop,31.4030341132228,31.812234103946434
V1_pop,32.5350282827757,31.812234103946434
V1_pop,28.1079459303129,31.812234103946434
V1_pop,30.478833901361,31.812234103946434
V1_pop,31.7518629979226,31.812234103946434
V1_pop,26.9792192793366,31.812234103946434
V1_pop,26.9463156766135,31.812234103946434
V1_pop,35.5371158423092,31.812234103946434
V1_pop,33.480956092799,31.812234103946434
V1_pop,26.0020541703862,31.812234103946434
V1_pop,31.4624839259666,31.812234103946434
V1_pop,30.6720038271647,31.812234103946434
V1_pop,30.5982788432991,31.812234103946434
V1_pop,43.6918518979313,31.812234103946434
V1_pop,44.9869152833767,31.812234103946434
V1_pop,49.1930376560677,31.812234103946434
V1_pop,33.1028190476909,31.812234103946434
V1_pop,28.2529583588532,31.812234103946434
V1_pop,27.6836666775601,31.812234103946434
V1_pop,29.1030754491796,31.812234103946434
V1_pop,32.6165902126324,31.812234103946434
V1_pop,36.301564314776,31.812234103946434
V1_pop,36.3949557712694,31.812234103946434
V1_pop,27.740846587563,31.812234103946434
V1_pop,38.8706222306694,31.812234103946434
V1_pop,31.6292950131417,31.812234103946434
V1_pop,34.4700145442297,31.812234103946434
V1_pop,34.2797303988691,31.812234103946434
V1_pop,30.6420148046474,31.812234103946434
V1_pop,24.3042835752989,31.812234103946434
V1_pop,28.0083792203545,31.812234103946434
V1_pop,25.4226359125454,31.812234103946434
V1_pop,39.1417462512701,31.812234103946434
V1_pop,32.6538082373948,31.812234103946434
V1_pop,35.6224672861766,31.812234103946434
V1_pop,35.5372191055448,31.812234103946434
V1_pop,23.3777253710868,31.812234103946434
V1_pop,29.495434153899,31.812234103946434
V1_pop,29.3147530476981,31.812234103946434
V1_pop,38.2869796012965,31.812234103946434
V1_pop,23.4729642203737,31.812234103946434
V1_pop,29.583268158258,31.812234103946434
V1_pop,25.4872202877328,31.812234103946434
V1_pop,28.463629043079,31.812234103946434
V1_pop,31.1964626666387,31.812234103946434
V1_pop,27.1009350563806,31.812234103946434
V1_pop,29.9616998116122,31.812234103946434
V1_pop,45.3465572005029,31.812234103946434
V1_pop,30.5750835377162,31.812234103946434
V1_pop,35.8192096634644,31.812234103946434
V1_pop,35.018641644975,31.812234103946434
V1_pop,26.8066263348506,31.812234103946434
V1_pop,28.9062169803075,31.812234103946434
V1_pop,29.6605773510793,31.812234103946434
V1_pop,26.7232870606386,31.812234103946434
V1_pop,29.0182506710857,31.812234103946434
V1_pop,43.8052569163094,31.812234103946434
V1_pop,52.6450475064368,31.812234103946434
V1_pop,39.2256316411806,31.812234103946434
V1_pop,38.9424888540135,31.812234103946434
V1_pop,24.1938022662662,31.812234103946434
V1_pop,28.0259598319209,31.812234103946434
V1_pop,25.3577308162022,31.812234103946434
V1_pop,31.9164090109561,31.812234103946434
V1_pop,34.0644442991569,31.812234103946434
V1_pop,33.2935980507044,31.812234103946434
V1_pop,39.5689159587502,31.812234103946434
V1_pop,32.5050433882281,31.812234103946434
V1_pop,33.5840746281413,31.812234103946434
V1_pop,35.1816578370488,31.812234103946434
V1_pop,38.468530924574,31.812234103946434
V1_pop,29.2418419402281,31.812234103946434
V1_pop,24.6427878641514,31.812234103946434
V1_pop,28.6445210504721,31.812234103946434
V1_pop,30.8932345518661,31.812234103946434
V1_pop,29.9720025657078,31.812234103946434
V1_pop,26.938960129776,31.812234103946434
V1_pop,29.55789340251,31.812234103946434
V1_pop,37.0277305333803,31.812234103946434
V1_pop,27.1510613225662,31.812234103946434
V1_pop,28.1087091105193,31.812234103946434
V1_pop,32.8703237817867,31.812234103946434
V1_pop,28.227620838677,31.812234103946434
V1_pop,28.9807495502576,31.812234103946434
V1_pop,29.9940393082336,31.812234103946434
V1_pop,24.7349857080058,31.812234103946434
V1_pop,30.1388288320855,31.812234103946434
V1_pop,41.8369411306922,31.812234103946434
V1_pop,19.9276776998632,31.812234103946434
V1_pop,40.0476276721376,31.812234103946434
V1_pop,23.5040783224696,31.812234103946434
V1_pop,37.8432239047574,31.812234103946434
V1_pop,29.3620868042274,31.812234103946434
V1_pop,33.4121509097486,31.812234103946434
V1_pop,31.6108330025447,31.812234103946434
V1_pop,31.1662079042793,31.812234103946434
V1_pop,24.7231715913673,31.812234103946434
V1_pop,29.1532401067044,31.812234103946434
V1_pop,27.9110109477168,31.812234103946434
V1_pop,27.84234398155,31.812234103946434
V1_pop,29.5883877955349,31.812234103946434
V1_pop,43.7934134431005,31.812234103946434
V1_pop,33.2107517207025,31.812234103946434
V1_pop,29.200000515344,31.812234103946434
V1_pop,27.9202894076292,31.812234103946434
V1_pop,36.6587111386313,31.812234103946434
V1_pop,33.924989591435,31.812234103946434
V1_pop,25.6678970921831,31.812234103946434
V1_pop,32.4263373907301,31.812234103946434
V1_pop,19.6217558287845,31.812234103946434
V1_pop,26.2246180119336,31.812234103946434
V1_pop,26.4278890997219,31.812234103946434
V1_pop,29.7965594356063,31.812234103946434
V1_pop,39.5603057294405,31.812234103946434
V1_pop,32.0305726142485,31.812234103946434
V1_pop,23.3434521004725,31.812234103946434
V1_pop,35.1770826120053,31.812234103946434
V1_pop,26.9926318294005,31.812234103946434
V1_pop,25.9346251417389,31.812234103946434
V1_pop,35.5656324938682,31.812234103946434
V1_pop,41.0760157599666,31.812234103946434
V1_pop,32.4035712289009,31.812234103946434
V1_pop,30.7898150164934,31.812234103946434
V1_pop,28.3116279016976,31.812234103946434
V1_pop,33.5387204193489,31.812234103946434
V1_pop,42.5631616271837,31.812234103946434
V1_pop,42.6418125640279,31.812234103946434
V1_pop,28.2423720150748,31.812234103946434
V1_pop,30.7085288349492,31.812234103946434
V1_pop,27.7229048715112,31.812234103946434
V1_pop,34.6830708580695,31.812234103946434
V1_pop,31.8280628086938,31.812234103946434
V1_pop,26.9642874789911,31.812234103946434
V1_pop,23.9376711547643,31.812234103946434
V1_pop,29.9955212397162,31.812234103946434
V1_pop,37.9618971536563,31.812234103946434
V1_pop,41.9749455718883,31.812234103946434
V1_pop,22.3089027497518,31.812234103946434
V1_pop,28.1833491274911,31.812234103946434
V1_pop,33.2240565707295,31.812234103946434
V1_pop,25.2340328544491,31.812234103946434
V1_pop,22.4899107424962,31.812234103946434
V1_pop,29.9273557957454,31.812234103946434
V1_pop,39.1907975198333,31.812234103946434
V1_pop,22.8561398398945,31.812234103946434
V1_pop,34.6841181765337,31.812234103946434
V1_pop,26.6973855764835,31.812234103946434
V1_pop,31.7408872455813,31.812234103946434
V1_pop,41.5589234056708,31.812234103946434
V1_pop,28.7489400154223,31.812234103946434
V1_pop,36.5192626974235,31.812234103946434
V1_pop,32.3903136356938,31.812234103946434
V1_pop,26.2079827605307,31.812234103946434
V1_pop,22.8140942830175,31.812234103946434
V1_pop,38.7396143420428,31.812234103946434
V1_pop,26.4635791593577,31.812234103946434
V1_pop,30.8323801777829,31.812234103946434
V1_pop,37.4940680915872,31.812234103946434
V1_pop,30.9594988642392,31.812234103946434
V1_pop,32.1583091348663,31.812234103946434
V1_pop,28.9486282539178,31.812234103946434
V1_pop,36.2765432153883,31.812234103946434
V1_pop,25.8807223805927,31.812234103946434
V1_pop,25.5708157951231,31.812234103946434
V1_pop,33.7570346530431,31.812234103946434
V1_pop,31.6585789328968,31.812234103946434
V1_pop,28.5935068522033,31.812234103946434
V1_pop,29.4022147834791,31.812234103946434
V1_pop,29.8750685719173,31.812234103946434
V1_pop,40.3515971119514,31.812234103946434
V1_pop,35.5425021500857,31.812234103946434
V1_pop,32.8692904546238,31.812234103946434
V1_pop,35.2454423467412,31.812234103946434
V1_pop,41.3567866250789,31.812234103946434
V1_pop,37.3651692450887,31.812234103946434
V1_pop,32.4349335540875,31.812234103946434
V1_pop,26.6737738776241,31.812234103946434
V1_pop,31.4654980389377,31.812234103946434
V1_pop,30.3823830214659,31.812234103946434
V1_pop,32.8931289388509,31.812234103946434
V1_pop,24.5682826816162,31.812234103946434
V1_pop,31.2714897930451,31.812234103946434
V1_pop,26.5694135487903,31.812234103946434
V1_pop,24.4428279327264,31.812234103946434
V1_pop,40.5686652746085,31.812234103946434
V1_pop,28.1911935838654,31.812234103946434
V1_pop,34.1017805841454,31.812234103946434
V1_pop,23.7951356150361,31.812234103946434
V1_pop,33.2951405909404,31.812234103946434
V1_pop,31.0575078060134,31.812234103946434
V1_pop,25.744490368017,31.812234103946434
V1_pop,31.058865141014,31.812234103946434
V1_pop,26.6503034730697,31.812234103946434
V1_pop,32.0375580054631,31.812234103946434
V1_pop,30.8352576888842,31.812234103946434
V1_pop,32.6295262870086,31.812234103946434
V1_pop,26.5187929349617,31.812234103946434
V1_pop,40.2829331884363,31.812234103946434
V1_pop,29.2801353909808,31.812234103946434
V1_pop,30.2019426580867,31.812234103946434
V1_pop,26.5577693560673,31.812234103946434
V1_pop,28.4858233568995,31.812234103946434
V1_pop,30.8633324490595,31.812234103946434
V1_pop,34.6089416439373,31.812234103946434
V1_pop,27.6172493812894,31.812234103946434
V1_pop,46.2881726276949,31.812234103946434
V1_pop,34.3640781050453,31.812234103946434
V1_pop,29.171707869057,31.812234103946434
V1_pop,40.3213559101412,31.812234103946434
V1_pop,37.7183168961096,31.812234103946434
V1_pop,30.2369663843674,31.812234103946434
V1_pop,23.9626049105837,31.812234103946434
V1_pop,26.940456935323,31.812234103946434
V1_pop,31.8117084154417,31.812234103946434
V1_pop,32.5111625543707,31.812234103946434
V1_pop,37.8461485733851,31.812234103946434
V1_pop,35.5432620989153,31.812234103946434
V1_pop,32.3345904162383,31.812234103946434
V1_pop,28.6583891224369,31.812234103946434
V1_pop,37.5674445756916,31.812234103946434
V1_pop,28.3600639589107,31.812234103946434
V1_pop,27.2002567036271,31.812234103946434
V1_pop,37.4180125058479,31.812234103946434
V1_pop,36.8897443616502,31.812234103946434
V1_pop,50.5269227337392,31.812234103946434
V1_pop,30.3559978953121,31.812234103946434
V1_pop,40.0079495127679,31.812234103946434
V1_pop,24.4292622701167,31.812234103946434
V1_pop,28.2450680625836,31.812234103946434
V1_pop,26.6241242113466,31.812234103946434
V1_pop,26.0966858747338,31.812234103946434
V1_pop,33.9273860992401,31.812234103946434
V1_pop,26.0827920011777,31.812234103946434
V1_pop,26.2179727202197,31.812234103946434
V1_pop,32.6347970965939,31.812234103946434
V1_pop,30.7595594930718,31.812234103946434
V1_pop,26.5067287742824,31.812234103946434
V1_pop,29.5939634165638,31.812234103946434
V1_pop,38.9559419003091,31.812234103946434
V1_pop,27.1313331920119,31.812234103946434
V1_pop,30.113850862901,31.812234103946434
V1_pop,47.5887182824348,31.812234103946434
V1_pop,22.9796165451152,31.812234103946434
V1_pop,37.5260190355743,31.812234103946434
V1_pop,38.2247702199345,31.812234103946434
V1_pop,29.6927466349005,31.812234103946434
V1_pop,29.0881296947491,31.812234103946434
V1_pop,32.8643866799915,31.812234103946434
V1_pop,20.7335888953333,31.812234103946434
V1_pop,38.1983228871341,31.812234103946434
V1_pop,39.5617483976867,31.812234103946434
V1_pop,28.9803424602118,31.812234103946434
V1_pop,25.7805609444995,31.812234103946434
V1_pop,33.8623559161398,31.812234103946434
V1_pop,26.4758156008908,31.812234103946434
V1_pop,35.8645690340978,31.812234103946434
V1_pop,31.1560129855372,31.812234103946434
V1_pop,33.1325394673227,31.812234103946434
V1_pop,28.9370601688657,31.812234103946434
V1_pop,30.4409450396461,31.812234103946434
V1_pop,25.0323833422766,31.812234103946434
V1_pop,24.8585923234203,31.812234103946434
V1_pop,30.1977042630594,31.812234103946434
V1_pop,41.0649611379802,31.812234103946434
V1_pop,27.6756005386278,31.812234103946434
V1_pop,39.4887922184488,31.812234103946434
V1_pop,27.7869796446892,31.812234103946434
V1_pop,25.1658273316846,31.812234103946434
V1_pop,30.8552010714232,31.812234103946434
V1_pop,44.5463398504942,31.812234103946434
V1_pop,30.5053543124352,31.812234103946434
V1_pop,33.8931204126331,31.812234103946434
V1_pop,29.9756784143095,31.812234103946434
V1_pop,39.7550736833605,31.812234103946434
V1_pop,36.9338521408967,31.812234103946434
V1_pop,34.5860304141778,31.812234103946434
V1_pop,32.2710352328559,31.812234103946434
V1_pop,26.1221110665738,31.812234103946434
V1_pop,25.0932575927088,31.812234103946434
V1_pop,32.6487824747251,31.812234103946434
V1_pop,36.4801819911571,31.812234103946434
V1_pop,26.6202913929536,31.812234103946434
V1_pop,37.4320177236609,31.812234103946434
V1_pop,32.5068391578161,31.812234103946434
V1_pop,33.2832346102055,31.812234103946434
V1_pop,27.4489115403563,31.812234103946434
V1_pop,32.1917504380194,31.812234103946434
V1_pop,28.0484846106024,31.812234103946434
V1_pop,31.6490901926522,31.812234103946434
V1_pop,25.3575014716845,31.812234103946434
V1_pop,32.2634132724908,31.812234103946434
V1_pop,28.7271049586818,31.812234103946434
V1_pop,44.795480809888,31.812234103946434
V1_pop,35.6530445530917,31.812234103946434
V1_pop,28.5247156452663,31.812234103946434
V1_pop,34.982188922825,31.812234103946434
V1_pop,40.3832707644422,31.812234103946434
V1_pop,35.3118303865534,31.812234103946434
V1_pop,31.4719751419218,31.812234103946434
V1_pop,27.3090481231683,31.812234103946434
V1_pop,28.668250714716,31.812234103946434
V1_pop,28.1999438854611,31.812234103946434
V1_pop,26.5522254192277,31.812234103946434
V1_pop,40.1678493359501,31.812234103946434
V1_pop,37.0247945086083,31.812234103946434
V1_pop,29.4136774601355,31.812234103946434
V1_pop,38.6000065341968,31.812234103946434
V1_pop,36.6711206645879,31.812234103946434
V1_pop,33.4101255794631,31.812234103946434
V1_pop,31.514421479719,31.812234103946434
V1_pop,29.9623119846271,31.812234103946434
V1_pop,26.8800248357998,31.812234103946434
V1_pop,33.8158568153289,31.812234103946434
V1_pop,28.9533615404902,31.812234103946434
V1_pop,34.8809288970735,31.812234103946434
V1_pop,36.4030605573201,31.812234103946434
V1_pop,32.2564177720482,31.812234103946434
V1_pop,32.2816576422615,31.812234103946434
V1_pop,23.8631870472144,31.812234103946434
V1_pop,34.0027041742736,31.812234103946434
V1_pop,37.9516055013405,31.812234103946434
V1_pop,24.2057765679512,31.812234103946434
V1_pop,39.2598570682573,31.812234103946434
V1_pop,23.5680392870296,31.812234103946434
V1_pop,26.27128908197,31.812234103946434
V1_pop,26.7685637792054,31.812234103946434
V1_pop,34.6839144527816,31.812234103946434
V1_pop,36.3876529685867,31.812234103946434
V1_pop,29.9686162256223,31.812234103946434
V1_pop,24.7910385551546,31.812234103946434
V1_pop,32.3982706631069,31.812234103946434
V1_pop,35.7577581806688,31.812234103946434
V1_pop,36.965745881362,31.812234103946434
V1_pop,31.183941746891,31.812234103946434
V1_pop,34.1448376226649,31.812234103946434
V1_pop,37.9933517031894,31.812234103946434
V1_pop,26.8754815171184,31.812234103946434
V1_pop,32.1831463180836,31.812234103946434
V1_pop,30.9745976208672,31.812234103946434
V1_pop,29.1701220147419,31.812234103946434
V1_pop,30.1139670986293,31.812234103946434
V1_pop,37.1480397613883,31.812234103946434
V1_pop,28.4762677360672,31.812234103946434
V1_pop,31.5165118579398,31.812234103946434
V1_pop,30.724524793674,31.812234103946434
V1_pop,31.9896862357317,31.812234103946434
V1_pop,31.8915464937709,31.812234103946434
V1_pop,38.5122648207212,31.812234103946434
V1_pop,22.4061441448644,31.812234103946434
V1_pop,31.2789100531789,31.812234103946434
V1_pop,50.2028195658549,31.812234103946434
V1_pop,27.7948802918684,31.812234103946434
V1_pop,34.8768648938958,31.812234103946434
V1_pop,27.5926727379002,31.812234103946434
V1_pop,33.8203134143711,31.812234103946434
V1_pop,39.1397861613504,31.812234103946434
V1_pop,33.8110873350249,31.812234103946434
V1_pop,35.7968034027788,31.812234103946434
V1_pop,34.425436400302,31.812234103946434
V1_pop,31.0656608922444,31.812234103946434
V1_pop,26.2858488430556,31.812234103946434
V1_pop,32.2380480180837,31.812234103946434
V1_pop,30.7120550195409,31.812234103946434
V1_pop,27.2077439964194,31.812234103946434
V1_pop,27.993995011819,31.812234103946434
V1_pop,34.6282589104036,31.812234103946434
V1_pop,39.4851924383148,31.812234103946434
V1_pop,35.5433352329391,31.812234103946434
V1_pop,30.7658196281902,31.812234103946434
V1_pop,30.1282531537216,31.812234103946434
V1_pop,31.0206810961426,31.812234103946434
V1_pop,34.0557636457679,31.812234103946434
V1_pop,36.4692375811393,31.812234103946434
V1_pop,24.5610057502998,31.812234103946434
V1_pop,33.3915896639074,31.812234103946434
V1_pop,32.6193497190858,31.812234103946434
V1_pop,30.9117260196717,31.812234103946434
V1_pop,26.0006359891569,31.812234103946434
V1_pop,38.4920278730891,31.812234103946434
V1_pop,28.6239275955498,31.812234103946434
V1_pop,40.4163202585775,31.812234103946434
V1_pop,29.8836123858717,31.812234103946434
V1_pop,38.4536066728231,31.812234103946434
V1_pop,29.0362811617851,31.812234103946434
V1_pop,25.5725708918893,31.812234103946434
V1_pop,43.5583168563526,31.812234103946434
V1_pop,30.8893015190409,31.812234103946434
V1_pop,24.9703343890388,31.812234103946434
V1_pop,25.3535268103045,31.812234103946434
V1_pop,35.3326549533003,31.812234103946434
V1_pop,27.6121846147087,31.812234103946434
V1_pop,36.4446170951433,31.812234103946434
V1_pop,32.2046424593037,31.812234103946434
V1_pop,29.0232510362398,31.812234103946434
V1_pop,29.6369444382727,31.812234103946434
V1_pop,27.5979776886527,31.812234103946434
V1_pop,32.9144727352186,31.812234103946434
V1_pop,31.0929795261886,31.812234103946434
V1_pop,44.5517840293303,31.812234103946434
V1_pop,27.896136171783,31.812234103946434
V1_pop,27.9898415967956,31.812234103946434
V1_pop,33.4154552115894,31.812234103946434
V1_pop,34.5662749912392,31.812234103946434
V1_pop,27.6706305698971,31.812234103946434
V1_pop,29.1132769505594,31.812234103946434
V1_pop,31.2048393460947,31.812234103946434
V1_pop,24.0520733643613,31.812234103946434
V1_pop,31.1912638934465,31.812234103946434
V1_pop,32.3290794480783,31.812234103946434
V1_pop,23.7134801485941,31.812234103946434
V1_pop,34.76500579052,31.812234103946434
V1_pop,31.7353266784416,31.812234103946434
V1_pop,27.7241269695618,31.812234103946434
V1_pop,28.9273214511332,31.812234103946434
V1_pop,28.7287321593319,31.812234103946434
V1_pop,33.4986476467573,31.812234103946434
V1_pop,31.8012281962468,31.812234103946434
V1_pop,32.1042636402476,31.812234103946434
V1_pop,32.0622083965447,31.812234103946434
V1_pop,29.3616402865425,31.812234103946434
V1_pop,32.1577436025113,31.812234103946434
V1_pop,29.1667908402552,31.812234103946434
V1_pop,36.9135726937873,31.812234103946434
V1_pop,31.6105799250619,31.812234103946434
V1_pop,34.1238758242568,31.812234103946434
V1_pop,27.1737255197984,31.812234103946434
V1_pop,26.705201565072,31.812234103946434
V1_pop,37.7382806914569,31.812234103946434
V1_pop,26.7990032478995,31.812234103946434
V1_pop,31.5082186299575,31.812234103946434
V1_pop,32.5247719342105,31.812234103946434
V1_pop,29.9205469032832,31.812234103946434
V1_pop,30.6207365241195,31.812234103946434
V1_pop,29.3116222532738,31.812234103946434
V1_pop,40.738504450385,31.812234103946434
V1_pop,25.6690285817424,31.812234103946434
V1_pop,26.9966190989354,31.812234103946434
V1_pop,45.732982792831,31.812234103946434
V1_pop,31.6837609003032,31.812234103946434
V1_pop,20.9603600238755,31.812234103946434
V1_pop,19.2594539897707,31.812234103946434
V1_pop,33.4035676574712,31.812234103946434
V1_pop,27.8382041442247,31.812234103946434
V1_pop,24.9265525159277,31.812234103946434
V1_pop,27.4117679880247,31.812234103946434
V1_pop,27.0315678512728,31.812234103946434
V1_pop,30.4371172653035,31.812234103946434
V1_pop,29.3584205870741,31.812234103946434
V1_pop,39.2924656332123,31.812234103946434
V1_pop,36.570215330445,31.812234103946434
V1_pop,26.7933682704232,31.812234103946434
V1_pop,28.8138291257276,31.812234103946434
V1_pop,31.5578194433701,31.812234103946434
V1_pop,23.7272846551431,31.812234103946434
V1_pop,33.4662893871688,31.812234103946434
V1_pop,38.4019605331381,31.812234103946434
V1_pop,30.9932609131199,31.812234103946434
V1_pop,28.17306826679,31.812234103946434
V1_pop,32.9178072686077,31.812234103946434
V1_pop,28.8381362435251,31.812234103946434
V1_pop,36.9332218499701,31.812234103946434
V1_pop,36.5815294219384,31.812234103946434
V1_pop,41.5216077476262,31.812234103946434
V1_pop,26.5851419537523,31.812234103946434
V1_pop,29.361218949826,31.812234103946434
V1_pop,21.8021635853269,31.812234103946434
V1_pop,30.857185080244,31.812234103946434
V1_pop,24.6305255555082,31.812234103946434
V1_pop,30.8903984718611,31.812234103946434
V1_pop,26.1176898372573,31.812234103946434
V1_pop,38.6732917171893,31.812234103946434
V1_pop,32.8631586056012,31.812234103946434
V1_pop,25.492082006835,31.812234103946434
V1_pop,29.6902071608786,31.812234103946434
V1_pop,26.8394828004029,31.812234103946434
V1_pop,27.6538166267002,31.812234103946434
V1_pop,40.9153284006479,31.812234103946434
V1_pop,32.5440939561077,31.812234103946434
V1_pop,38.4283840520871,31.812234103946434
V1_pop,25.2562623195846,31.812234103946434
V1_pop,30.7524668083618,31.812234103946434
V1_pop,55.4070889962718,31.812234103946434
V1_pop,30.7220580475896,31.812234103946434
V1_pop,31.0451189122497,31.812234103946434
V1_pop,27.875531334843,31.812234103946434
V1_pop,32.4020258981354,31.812234103946434
V1_pop,41.8407964130406,31.812234103946434
V1_pop,35.0133057511149,31.812234103946434
V1_pop,25.1125299800759,31.812234103946434
V1_pop,39.0885137046001,31.812234103946434
V1_pop,26.3025846063768,31.812234103946434
V1_pop,33.5705430602283,31.812234103946434
V1_pop,28.8269363934914,31.812234103946434
V1_pop,32.5002708665863,31.812234103946434
V1_pop,31.1801779778769,31.812234103946434
V1_pop,35.7847121676215,31.812234103946434
V1_pop,26.1172952502897,31.812234103946434
V1_pop,33.7495514576795,31.812234103946434
V1_pop,26.2271539001232,31.812234103946434
V1_pop,35.0001409970745,31.812234103946434
V1_pop,65.207411733809,31.812234103946434
V1_pop,33.4510862008308,31.812234103946434
V1_pop,35.4450540145574,31.812234103946434
V1_pop,36.6506535144211,31.812234103946434
V1_pop,26.3912032383213,31.812234103946434
V1_pop,28.4822502114383,31.812234103946434
V1_pop,31.8161246841874,31.812234103946434
V1_pop,35.124684905729,31.812234103946434
V1_pop,33.2103633359279,31.812234103946434
V1_pop,40.2138075594285,31.812234103946434
V1_pop,27.1092969467113,31.812234103946434
V1_pop,26.2679173319381,31.812234103946434
V1_pop,37.5569757313326,31.812234103946434
V1_pop,32.0596763191594,31.812234103946434
V1_pop,30.2538448621947,31.812234103946434
V1_pop,39.2955033581484,31.812234103946434
V1_pop,33.9434200805064,31.812234103946434
