time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
0.289951,0.010989,0.0113636,0,0.0449438,All
1.21924,0.032967,0.0333333,0,0.0685737,All
2.14854,0.032967,0.0555556,0.0222222,0.111111,All
3.07783,0.0989011,0.0786517,0.0333333,0.133333,All
4.00712,0.131868,0.111111,0.0558677,0.166667,All
4.93642,0.175824,0.134831,0.0888889,0.2,All
5.86571,0.197802,0.166667,0.106692,0.233333,All
6.795,0.208791,0.191011,0.133333,0.258427,All
7.7243,0.21978,0.222222,0.156429,0.288889,All
8.65359,0.263736,0.244444,0.179775,0.314607,All
9.58289,0.285714,0.269663,0.2,0.335206,All
10.5122,0.285714,0.292135,0.224719,0.363636,All
11.4415,0.340659,0.311111,0.244444,0.377778,All
12.3708,0.384615,0.337079,0.269663,0.402247,All
13.3001,0.384615,0.355556,0.288889,0.420455,All
14.2294,0.395604,0.377778,0.314607,0.433333,All
15.1586,0.395604,0.397727,0.333333,0.455556,All
16.0879,0.406593,0.411111,0.348315,0.466667,All
17.0172,0.417582,0.429392,0.370787,0.477778,All
17.9465,0.43956,0.444444,0.385456,0.494382,All
18.8758,0.43956,0.455556,0.4,0.511111,All
19.8051,0.43956,0.47191,0.422222,0.525409,All
20.7344,0.483516,0.488889,0.433333,0.536708,All
21.6637,0.494505,0.5,0.446941,0.544949,All
22.593,0.505495,0.516854,0.463292,0.561798,All
23.5223,0.516484,0.52809,0.477273,0.577778,All
24.4516,0.527473,0.544444,0.488889,0.588889,All
25.3809,0.56044,0.555556,0.5,0.6,All
26.3102,0.56044,0.566667,0.511111,0.611111,All
27.2395,0.582418,0.577778,0.531034,0.622222,All
28.1688,0.582418,0.588889,0.536708,0.633333,All
29.098,0.604396,0.6,0.550562,0.644444,All
30.0273,0.604396,0.611111,0.561798,0.655556,All
30.9566,0.626374,0.622222,0.573034,0.666667,All
31.8859,0.626374,0.633333,0.58427,0.674157,All
32.8152,0.659341,0.644444,0.6,0.685393,All
33.7445,0.659341,0.655556,0.606742,0.696629,All
34.6738,0.659341,0.662921,0.617978,0.7,All
35.6031,0.681319,0.666667,0.622222,0.711111,All
36.5324,0.692308,0.677778,0.633333,0.722222,All
37.4617,0.692308,0.688889,0.644444,0.733333,All
38.391,0.692308,0.7,0.651685,0.741573,All
39.3203,0.692308,0.707865,0.659238,0.752809,All
40.2496,0.703297,0.719101,0.668561,0.766667,All
41.1789,0.725275,0.722222,0.677778,0.775281,All
42.1082,0.725275,0.733333,0.688889,0.786517,All
43.0374,0.725275,0.744444,0.698315,0.788889,All
43.9667,0.736264,0.755556,0.707865,0.802299,All
44.896,0.769231,0.766667,0.719101,0.811111,All
45.8253,0.791209,0.775281,0.724747,0.822222,All
46.7546,0.802198,0.780934,0.733333,0.833333,All
47.6839,0.802198,0.788889,0.744444,0.842697,All
48.6132,0.802198,0.8,0.754182,0.853103,All
49.5425,0.813187,0.811111,0.764045,0.855556,All
50.4718,0.813187,0.820225,0.772727,0.866667,All
51.4011,0.824176,0.822222,0.777778,0.877778,All
52.3304,0.824176,0.833333,0.786517,0.888265,All
53.2597,0.846154,0.844444,0.797753,0.898876,All
54.189,0.879121,0.853933,0.808989,0.9,All
55.1183,0.879121,0.863636,0.811111,0.910112,All
56.0476,0.89011,0.866667,0.822222,0.911111,All
56.9768,0.89011,0.876404,0.822222,0.922222,All
57.9061,0.89011,0.877778,0.833333,0.932584,All
58.8354,0.901099,0.888889,0.844444,0.933333,All
59.7647,0.912088,0.898876,0.853103,0.94382,All
60.694,0.912088,0.9,0.862069,0.944444,All
61.6233,0.912088,0.911111,0.866667,0.955056,All
62.5526,0.912088,0.915326,0.877778,0.955556,All
63.4819,0.912088,0.922222,0.886349,0.966292,All
64.4112,0.912088,0.932584,0.888889,0.966667,All
65.3405,0.934066,0.933333,0.888889,0.97197,All
66.2698,0.934066,0.94382,0.899438,0.977653,All
67.1991,0.945055,0.944444,0.9,0.977778,All
68.1284,0.956044,0.944444,0.910112,0.977778,All
69.0577,0.956044,0.955556,0.911111,0.988764,All
69.987,0.967033,0.955556,0.921785,0.988764,All
70.9163,0.978022,0.965909,0.922222,0.988889,All
71.8455,0.978022,0.966292,0.932584,0.988889,All
72.7748,0.978022,0.966667,0.933333,0.988889,All
73.7041,0.978022,0.966667,0.943182,1,All
74.6334,0.978022,0.977528,0.94382,1,All
75.5627,0.978022,0.977778,0.944444,1,All
76.492,0.978022,0.977778,0.944444,1,All
77.4213,0.978022,0.977778,0.955556,1,All
78.3506,0.978022,0.988764,0.955556,1,All
79.2799,0.978022,0.988889,0.966292,1,All
80.2092,0.978022,0.988889,0.966667,1,All
81.1385,0.978022,0.988889,0.966667,1,All
82.0678,0.989011,0.988889,0.966667,1,All
82.9971,0.989011,0.988889,0.977528,1,All
83.9264,0.989011,1,0.977528,1,All
84.8557,0.989011,1,0.977778,1,All
85.7849,0.989011,1,0.977778,1,All
86.7142,0.989011,1,0.977778,1,All
87.6435,0.989011,1,0.988764,1,All
88.5728,0.989011,1,0.988764,1,All
89.5021,0.989011,1,0.988889,1,All
90.4314,0.989011,1,0.988889,1,All
91.3607,0.989011,1,0.988889,1,All
92.29,1,1,1,1,All
