time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
2.22045e-16,3.87831e-14,1.84647e-14,2.47184e-14,2.92347e-14,3.35199e-14,3.7106e-14,4.05115e-14,4.39546e-14,4.8118e-14,5.47544e-14,7.27107e-14,All
3.08757e-16,5.32122e-14,3.27982e-14,3.93432e-14,4.37962e-14,4.7687e-14,5.13957e-14,5.50038e-14,5.92329e-14,6.49289e-14,7.47242e-14,9.81252e-14,All
4.29331e-16,7.29124e-14,4.89478e-14,5.68935e-14,6.18939e-14,6.63618e-14,7.06253e-14,7.52312e-14,8.08752e-14,8.86062e-14,1.0371e-13,1.31113e-13,All
5.96992e-16,1.01169e-13,7.22224e-14,8.1561e-14,8.77188e-14,9.30927e-14,9.85096e-14,1.0444e-13,1.11321e-13,1.23369e-13,1.44132e-13,1.79047e-13,All
8.30127e-16,1.39165e-13,1.03022e-13,1.14935e-13,1.22121e-13,1.2887e-13,1.35654e-13,1.43097e-13,1.53409e-13,1.71035e-13,2.00578e-13,2.49359e-13,All
1.15431e-15,1.92709e-13,1.45295e-13,1.60507e-13,1.7048e-13,1.79316e-13,1.8838e-13,1.98225e-13,2.11823e-13,2.38232e-13,2.79289e-13,3.44401e-13,All
1.60508e-15,2.67476e-13,2.0487e-13,2.24785e-13,2.37685e-13,2.49072e-13,2.61372e-13,2.75135e-13,2.94265e-13,3.31537e-13,3.88434e-13,4.79279e-13,All
2.23189e-15,3.72314e-13,2.85612e-13,3.12693e-13,3.30974e-13,3.46621e-13,3.63382e-13,3.8236e-13,4.08654e-13,4.59563e-13,5.39108e-13,6.63482e-13,All
3.10348e-15,5.17735e-13,3.97297e-13,4.36318e-13,4.60026e-13,4.81717e-13,5.04936e-13,5.31054e-13,5.67988e-13,6.41094e-13,7.50978e-13,9.25995e-13,All
4.31544e-15,7.19055e-13,5.53039e-13,6.07068e-13,6.3984e-13,6.70935e-13,7.00926e-13,7.3984e-13,7.90368e-13,8.90583e-13,1.04447e-12,1.28447e-12,All
6.00069e-15,9.99132e-13,7.68522e-13,8.43381e-13,8.89298e-13,9.32924e-13,9.7545e-13,1.02645e-12,1.09694e-12,1.23722e-12,1.45002e-12,1.78456e-12,All
8.34406e-15,1.38842e-12,1.07032e-12,1.17529e-12,1.23725e-12,1.29659e-12,1.35629e-12,1.42747e-12,1.5253e-12,1.72287e-12,2.01902e-12,2.48063e-12,All
1.16025e-14,1.93202e-12,1.48619e-12,1.63231e-12,1.72156e-12,1.80411e-12,1.8856e-12,1.98484e-12,2.11925e-12,2.39365e-12,2.80446e-12,3.44987e-12,All
1.61335e-14,2.68643e-12,2.06809e-12,2.27105e-12,2.39298e-12,2.508e-12,2.62467e-12,2.75785e-12,2.94878e-12,3.33153e-12,3.90527e-12,4.80219e-12,All
2.24339e-14,3.73363e-12,2.87347e-12,3.15902e-12,3.32716e-12,3.48711e-12,3.6471e-12,3.83485e-12,4.10147e-12,4.62686e-12,5.4299e-12,6.66843e-12,All
3.11948e-14,5.19191e-12,3.9952e-12,4.39589e-12,4.62673e-12,4.84661e-12,5.07306e-12,5.33633e-12,5.70141e-12,6.44009e-12,7.55083e-12,9.27875e-12,All
4.33768e-14,7.21947e-12,5.56027e-12,6.10964e-12,6.4295e-12,6.74235e-12,7.05298e-12,7.4142e-12,7.92391e-12,8.94796e-12,1.04947e-11,1.29157e-11,All
6.03162e-14,1.0039e-11,7.73009e-12,8.49758e-12,8.94216e-12,9.37408e-12,9.80369e-12,1.03122e-11,1.10215e-11,1.24479e-11,1.45934e-11,1.79513e-11,All
8.38706e-14,1.39573e-11,1.07476e-11,1.18156e-11,1.24377e-11,1.30343e-11,1.36338e-11,1.43398e-11,1.53283e-11,1.73049e-11,2.02942e-11,2.49324e-11,All
1.16623e-13,1.94095e-11,1.49413e-11,1.64202e-11,1.72911e-11,1.81301e-11,1.89594e-11,1.99395e-11,2.13185e-11,2.40557e-11,2.82119e-11,3.46843e-11,All
1.62167e-13,2.69884e-11,2.07775e-11,2.28382e-11,2.40456e-11,2.52087e-11,2.63607e-11,2.77311e-11,2.96427e-11,3.34607e-11,3.92167e-11,4.82136e-11,All
2.25496e-13,3.75301e-11,2.88893e-11,3.17646e-11,3.34367e-11,3.50539e-11,3.66563e-11,3.85515e-11,4.12105e-11,4.65235e-11,5.45387e-11,6.70926e-11,All
3.13555e-13,5.21882e-11,4.01803e-11,4.41613e-11,4.64915e-11,4.87409e-11,5.09654e-11,5.36118e-11,5.73037e-11,6.46927e-11,7.58318e-11,9.32948e-11,All
4.36004e-13,7.25561e-11,5.58751e-11,6.14072e-11,6.46458e-11,6.77778e-11,7.08667e-11,7.45396e-11,7.9673e-11,8.99474e-11,1.05452e-10,1.29706e-10,All
6.06271e-13,1.00901e-10,7.76851e-11,8.53911e-11,8.99045e-11,9.42507e-11,9.85462e-11,1.03643e-10,1.10812e-10,1.25082e-10,1.4663e-10,1.80324e-10,All
8.43029e-13,1.40305e-10,1.08028e-10,1.18736e-10,1.25024e-10,1.3105e-10,1.37031e-10,1.44122e-10,1.54067e-10,1.73915e-10,2.03894e-10,2.50751e-10,All
1.17225e-12,1.95066e-10,1.50209e-10,1.65118e-10,1.73836e-10,1.82229e-10,1.9055e-10,2.00401e-10,2.14228e-10,2.41853e-10,2.83518e-10,3.48631e-10,All
1.63003e-12,2.71272e-10,2.08867e-10,2.29575e-10,2.41707e-10,2.53389e-10,2.64965e-10,2.78659e-10,2.97898e-10,3.36294e-10,3.94228e-10,4.84839e-10,All
2.26658e-12,3.77197e-10,2.90434e-10,3.19237e-10,3.36103e-10,3.52339e-10,3.6842e-10,3.87498e-10,4.14238e-10,4.67613e-10,5.48181e-10,6.74113e-10,All
3.15172e-12,5.24516e-10,4.0387e-10,4.439e-10,4.67375e-10,4.89938e-10,5.12285e-10,5.38806e-10,5.76e-10,6.50237e-10,7.62244e-10,9.37412e-10,All
4.38251e-12,7.29328e-10,5.61572e-10,6.17239e-10,6.49878e-10,6.81256e-10,7.1236e-10,7.49241e-10,8.0093e-10,9.04164e-10,1.05992e-09,1.30351e-09,All
6.09395e-12,1.01413e-09,7.80883e-10,8.58302e-10,9.03688e-10,9.47303e-10,9.90534e-10,1.04183e-09,1.11372e-09,1.25727e-09,1.47384e-09,1.81247e-09,All
8.47374e-12,1.41018e-09,1.08585e-09,1.19347e-09,1.25659e-09,1.31725e-09,1.37736e-09,1.44866e-09,1.54863e-09,1.74825e-09,2.04939e-09,2.52032e-09,All
1.17829e-11,1.96089e-09,1.5099e-09,1.65956e-09,1.7473e-09,1.83164e-09,1.91523e-09,2.01438e-09,2.1534e-09,2.43097e-09,2.84972e-09,3.50451e-09,All
1.63843e-11,2.72663e-09,2.09951e-09,2.30763e-09,2.42965e-09,2.54693e-09,2.66317e-09,2.80105e-09,2.99433e-09,3.38029e-09,3.96258e-09,4.8731e-09,All
2.27826e-11,3.79146e-09,2.91941e-09,3.2088e-09,3.37847e-09,3.54155e-09,3.70319e-09,3.89489e-09,4.16367e-09,4.70035e-09,5.51002e-09,6.77619e-09,All
3.16796e-11,5.27205e-09,4.05948e-09,4.46189e-09,4.69781e-09,4.92458e-09,5.14936e-09,5.41593e-09,5.78966e-09,6.5359e-09,7.66178e-09,9.4223e-09,All
4.4051e-11,7.3309e-09,5.64479e-09,6.20432e-09,6.53239e-09,6.84773e-09,7.16027e-09,7.53094e-09,8.0506e-09,9.08829e-09,1.06538e-08,1.31019e-08,All
6.12536e-11,1.01937e-08,7.84918e-09,8.6272e-09,9.08339e-09,9.52188e-09,9.95645e-09,1.04719e-08,1.11945e-08,1.26374e-08,1.48143e-08,1.82185e-08,All
8.51742e-11,1.41746e-08,1.09144e-08,1.19963e-08,1.26306e-08,1.32403e-08,1.38446e-08,1.45613e-08,1.55661e-08,1.75725e-08,2.05996e-08,2.5333e-08,All
1.18436e-10,1.971e-08,1.51767e-08,1.6681e-08,1.75631e-08,1.84109e-08,1.92512e-08,2.02478e-08,2.1645e-08,2.44349e-08,2.86441e-08,3.5226e-08,All
1.64687e-10,2.7407e-08,2.11034e-08,2.31952e-08,2.44217e-08,2.56006e-08,2.67691e-08,2.81549e-08,3.00977e-08,3.39771e-08,3.983e-08,4.89824e-08,All
2.29e-10,3.81099e-08,2.93446e-08,3.22533e-08,3.39588e-08,3.55981e-08,3.72229e-08,3.91498e-08,4.18513e-08,4.72458e-08,5.53843e-08,6.81107e-08,All
3.18429e-10,5.29924e-08,4.08042e-08,4.48488e-08,4.72203e-08,4.94997e-08,5.1759e-08,5.44384e-08,5.81949e-08,6.5696e-08,7.70128e-08,9.47091e-08,All
4.4278e-10,7.36868e-08,5.67389e-08,6.23629e-08,6.56606e-08,6.88302e-08,7.19717e-08,7.56975e-08,8.0921e-08,9.13513e-08,1.07087e-07,1.31695e-07,All
6.15694e-10,1.02463e-07,7.88963e-08,8.67167e-08,9.13021e-08,9.57095e-08,1.00078e-07,1.05259e-07,1.12522e-07,1.27026e-07,1.48907e-07,1.83123e-07,All
8.56132e-10,1.42476e-07,1.09707e-07,1.20581e-07,1.26957e-07,1.33086e-07,1.3916e-07,1.46364e-07,1.56464e-07,1.76631e-07,2.07057e-07,2.54636e-07,All
1.19047e-09,1.98115e-07,1.52549e-07,1.6767e-07,1.76536e-07,1.85058e-07,1.93504e-07,2.03521e-07,2.17565e-07,2.45608e-07,2.87917e-07,3.54076e-07,All
1.65536e-09,2.75483e-07,2.12122e-07,2.33148e-07,2.45476e-07,2.57326e-07,2.69071e-07,2.83e-07,3.02528e-07,3.41523e-07,4.00353e-07,4.92348e-07,All
2.30181e-09,3.83063e-07,2.94959e-07,3.24196e-07,3.41339e-07,3.57816e-07,3.74147e-07,3.93516e-07,4.2067e-07,4.74893e-07,5.56697e-07,6.84618e-07,All
3.2007e-09,5.32656e-07,4.10145e-07,4.50799e-07,4.74637e-07,4.97549e-07,5.20258e-07,5.4719e-07,5.84949e-07,6.60346e-07,7.74097e-07,9.51972e-07,All
4.45063e-09,7.40666e-07,5.70313e-07,6.26844e-07,6.5999e-07,6.9185e-07,7.23427e-07,7.60877e-07,8.13381e-07,9.18222e-07,1.07639e-06,1.32373e-06,All
6.18867e-09,1.02991e-06,7.9303e-07,8.71636e-07,9.17727e-07,9.62028e-07,1.00594e-06,1.05801e-06,1.13102e-06,1.2768e-06,1.49674e-06,1.84067e-06,All
8.60545e-09,1.4321e-06,1.10272e-06,1.21202e-06,1.27611e-06,1.33772e-06,1.39877e-06,1.47118e-06,1.5727e-06,1.77541e-06,2.08125e-06,2.55949e-06,All
1.1966e-08,1.99136e-06,1.53335e-06,1.68534e-06,1.77446e-06,1.86012e-06,1.94501e-06,2.0457e-06,2.18687e-06,2.46874e-06,2.89401e-06,3.55901e-06,All
1.66389e-08,2.76903e-06,2.13215e-06,2.34349e-06,2.46741e-06,2.58652e-06,2.70457e-06,2.84458e-06,3.04087e-06,3.43283e-06,4.02416e-06,4.94886e-06,All
2.31367e-08,3.85037e-06,2.96479e-06,3.25867e-06,3.43098e-06,3.5966e-06,3.76075e-06,3.95544e-06,4.22838e-06,4.7734e-06,5.59567e-06,6.88147e-06,All
3.2172e-08,5.35401e-06,4.12259e-06,4.53123e-06,4.77083e-06,5.00113e-06,5.22939e-06,5.5001e-06,5.87964e-06,6.63749e-06,7.78087e-06,9.56879e-06,All
4.47357e-08,7.44484e-06,5.73253e-06,6.30075e-06,6.63392e-06,6.95416e-06,7.27155e-06,7.64798e-06,8.17573e-06,9.22955e-06,1.08194e-05,1.33056e-05,All
6.22057e-08,1.03522e-05,7.97117e-06,8.76129e-06,9.22457e-06,9.66987e-06,1.01112e-05,1.06346e-05,1.13685e-05,1.28338e-05,1.50446e-05,1.85016e-05,All
8.6498e-08,1.43949e-05,1.1084e-05,1.21827e-05,1.28269e-05,1.34461e-05,1.40598e-05,1.47876e-05,1.58081e-05,1.78457e-05,2.09197e-05,2.57268e-05,All
