Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.4168,0.0678253,13.1131,0.0211189,14.2579,0.021301,5.06281,0.0573187,All
9.47533,0.115303,16.5127,0.019007,39.5366,0.0139166,10.4488,0.0506537,All
10.5339,0.108521,19.9123,0.0823635,64.8154,0.00369217,15.8348,0.0266599,All
11.5924,0.108521,23.3118,0.073916,90.0941,0.00113605,21.2208,0.0173289,All
12.6509,0.0813904,26.7114,0.0506852,115.373,0.000852038,26.6068,0.0119969,All
13.7094,0.00678253,30.1109,0.0274545,140.652,0,31.9928,0.00399898,All
14.768,0.135651,33.5105,0.0211189,165.93,0.000568026,37.3788,0.0119969,All
15.8265,0.0542603,36.9101,0.00422377,191.209,0.000284013,42.7648,0.00266599,All
16.885,0.0881729,40.3096,0,216.488,0.000284013,48.1507,0.00666496,All
17.9435,0.155998,43.7092,0,241.767,0,53.5367,0.00533197,All
19.0021,0.0406952,47.1088,0.00211189,267.045,0.000284013,58.9227,0.00266599,All
20.0606,0.0339127,50.5083,0.00633566,292.324,0,64.3087,0,All
21.1191,0.0203476,53.9079,0.00844754,317.603,0.000284013,69.6947,0.00266599,All
