Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
3.72714,0,8.14955,0,1.6185,0.00666667,2.31853,0,All
7.88754,0.00666667,11.4133,0.00666667,1.78972,0.0133333,2.36982,0.00666667,All
8.12841,0.0133333,12.3336,0.0133333,2.55184,0.02,2.77841,0.0133333,All
8.4683,0.02,12.849,0.02,2.776,0.0266667,2.83092,0.02,All
8.47848,0.0266667,13.3734,0.0266667,4.13315,0.0333333,2.92775,0.0266667,All
8.51496,0.0333333,14.1017,0.0333333,4.13991,0.04,3.01365,0.0333333,All
8.58359,0.04,14.2026,0.04,4.36569,0.0466667,3.18326,0.04,All
8.6982,0.0466667,14.3336,0.0466667,4.67101,0.0533333,3.26428,0.0466667,All
8.84536,0.0533333,14.3913,0.0533333,5.47346,0.06,3.47609,0.0533333,All
8.8548,0.06,14.4401,0.06,5.63262,0.0666667,3.47754,0.06,All
8.87141,0.0666667,14.7298,0.0666667,5.69563,0.0733333,3.55905,0.0666667,All
9.20695,0.0733333,14.853,0.0733333,5.70434,0.08,4.26958,0.0733333,All
9.45951,0.08,15.3285,0.08,5.73688,0.0866667,4.48695,0.08,All
9.52271,0.0866667,15.8316,0.0866667,5.96198,0.0933333,4.52894,0.0866667,All
9.53728,0.0933333,16.0925,0.0933333,6.10289,0.1,4.53184,0.0933333,All
9.62684,0.1,16.6107,0.1,6.11401,0.106667,4.62936,0.1,All
9.67243,0.106667,17.1046,0.106667,6.17444,0.113333,4.66321,0.106667,All
9.67624,0.113333,17.2107,0.113333,6.83865,0.12,4.79379,0.113333,All
9.68339,0.12,17.3323,0.12,6.92283,0.126667,5.08817,0.12,All
9.74628,0.126667,17.7138,0.126667,7.06952,0.133333,5.26671,0.126667,All
9.75583,0.133333,18.2158,0.133333,7.23362,0.14,5.5472,0.133333,All
9.79973,0.14,18.394,0.14,7.31749,0.146667,5.55824,0.14,All
