Cl_pop,1,0.016631,-0.0052987,-0.030901,0.0016975,-0.0061956,-0.0061646,0.0133,0.014806,0.0014651
V1_pop,0.016631,1,-0.5969,-0.23859,0.014155,0.1861,-0.27477,0.23763,-0.072796,-0.037734
Q_pop,-0.0052987,-0.5969,1,0.16485,-0.01154,-0.22732,0.30267,-0.17954,0.067331,0.1128
V2_pop,-0.030901,-0.23859,0.16485,1,-0.018965,-0.086292,0.27477,-0.14798,-0.10706,0.03118
omega_Cl,0.0016975,0.014155,-0.01154,-0.018965,1,-0.0064649,-0.0032688,-0.0016125,0.0063023,-0.017758
omega_V1,-0.0061956,0.1861,-0.22732,-0.086292,-0.0064649,1,-0.30827,-0.12672,0.06334,-0.1762
omega_Q,-0.0061646,-0.27477,0.30267,0.27477,-0.0032688,-0.30827,1,-0.020213,-0.1676,0.19192
omega_V2,0.0133,0.23763,-0.17954,-0.14798,-0.0016125,-0.12672,-0.020213,1,-0.15404,0.17104
a,0.014806,-0.072796,0.067331,-0.10706,0.0063023,0.06334,-0.1676,-0.15404,1,-0.54232
b,0.0014651,-0.037734,0.1128,0.03118,-0.017758,-0.1762,0.19192,0.17104,-0.54232,1
