parameter,value,se_sa,rse_sa
Cl_pop,13.511676224377,0.918183015282179,6.79547822220343
V1_pop,23.9254659010837,2.70239658436296,11.2950635759221
Q_pop,25.7859070437611,12.1438735748744,47.0950025308984
V2_pop,12.9608859951262,3.87660345155266,29.9100189061953
omega_Cl,0.25921063633654,0.0489024668831243,18.8659183026861
omega_V1,0.277828208678704,0.092732012687928,33.3774648474117
omega_Q,0.951183943675147,0.352573779810841,37.0668346701249
omega_V2,0.866557058667651,0.24518016279849,28.2935970973983
a,1.57135454321418,0.395247028712864,25.1532685872657
b,0.00131579253547761,0.0116730144107951,887.147030862129
c,1.70505744447404,2.17505529355365,127.564927539704
