standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.69911,0.265295,-1.85679,0.0370978,-2.30638,0.0920704,-2.76982,0.0194566,All
-1.40142,0.434119,-1.46974,0.259684,-1.91649,0.0736563,-2.40082,0.0389131,All
-1.10374,0.241177,-1.08268,0.204038,-1.5266,0.184141,-2.03182,0.0389131,All
-0.806055,0.0241177,-0.695622,0.537918,-1.13671,0.147313,-1.66282,0.233479,All
-0.50837,0.0723532,-0.308565,0.445173,-0.74682,0.202555,-1.29382,0.155652,All
-0.210685,0.361766,0.078493,0.445173,-0.356929,0.386696,-0.924818,0.272392,All
0.0870001,0.53059,0.465551,0.33388,0.0329618,0.460352,-0.555817,0.369675,All
0.384685,0.434119,0.852608,0.204038,0.422853,0.49718,-0.186816,0.408588,All
0.68237,0.554708,1.23967,0.129842,0.812744,0.313039,0.182185,0.447501,All
0.980055,0.168824,1.62672,0.0370978,1.20264,0.239383,0.551186,0.136196,All
1.27774,0.241177,2.01378,0.0185489,1.59253,0.0736563,0.920187,0.330761,All
1.57542,0.21706,2.40084,0.111293,1.98242,0.0552423,1.28919,0.252935,All
1.87311,0.0723532,2.7879,0.0185489,2.37231,0.0368282,1.65819,0.214022,All
