Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.73635,0.0791684,21.7629,22190.8,143.012,0.00357096,6.05871,0.0392272,All
9.7339,0.115154,21.7629,0,428.506,0.000125738,10.8173,0.0588408,All
10.7315,0.129548,21.7629,44381.6,713.999,0,15.5759,0.0422446,All
11.729,0.122351,21.7629,66572.4,999.493,2.51476e-05,20.3345,0.0105612,All
12.7265,0.0431827,21.7629,155336,1284.99,0,25.0931,0.00603495,All
13.7241,0.0647741,21.7629,332862,1570.48,0,29.8517,0.0150874,All
14.7216,0.0791684,21.7629,244099,1855.98,0,34.6103,0.0120699,All
15.7192,0.0935626,21.7629,687915,2141.47,0,39.369,0.0165961,All
16.7167,0.115154,21.7629,576961,2426.96,2.51476e-05,44.1276,0.00603495,All
17.7143,0.0503799,21.7629,554770,2712.46,0,48.8862,0.00301747,All
18.7118,0.115154,21.7629,155336,2997.95,0,53.6448,0.00452621,All
19.7094,0.0287885,21.7629,288480,3283.44,0,58.4034,0.00603495,All
20.7069,0.0431827,21.7629,199717,3568.94,2.51476e-05,63.162,0.00603495,All
