rep,id,eta_V_logit,eta_Vm_logit,eta_Km_logit
1,1,0.167983082861183,0.157509681553685,-0.147247557209066
2,1,0.30019990649401,0.412560168566821,-0.0181770787566182
3,1,0.102884062295924,0.132006938693421,-0.0585237650097326
4,1,0.142416312052813,0.526111409832222,0.159129922172425
1,2,-0.295210730449452,0.0942018686524353,0.000336148634228373
2,2,0.0697591045645245,0.53571636696947,0.0926778609405803
3,2,-0.12411347026607,0.482816442753537,0.110155961098649
4,2,0.00550025575659507,0.544153929240248,0.083808384814092
1,3,0.0931380037873462,0.29232958762325,0.0846436892956066
2,3,0.159368833319958,0.415423972893603,0.0291901619313135
3,3,0.0484169343075482,0.194620746303851,-0.0297824745596276
4,3,0.0480171783444359,0.199926152066855,-0.198579809866063
1,4,0.0933893694057559,-0.0882572486159116,0.0614159083180641
2,4,0.0302424609244989,-0.18111704162089,-0.234412262341927
3,4,-0.0422756889733114,0.01897235909727,0.089013953571043
4,4,-0.171353261840396,-0.0374179215818833,-0.0118037012442311
1,5,-0.0591325230636661,-0.376812606376844,0.0188446179626327
2,5,0.082029563241842,-0.0349356499180586,0.130723678541564
3,5,0.126198600916572,-0.0403188752750563,0.078126040504686
4,5,0.0579758124475047,-0.216736332835891,0.00213017183315767
1,6,0.0771634515575395,-0.0485375292757093,0.0103246851994303
2,6,-0.0168817745550802,-0.0128015592097133,0.0910475024261679
3,6,0.101710314573273,0.0146828965022429,0.00779739945167846
4,6,0.0139323311003494,-0.00218778380818607,0.101835122175306
1,7,0.272241953238872,-0.401005490094229,0.0585858170157523
2,7,0.134517361341088,-0.273900444750568,0.124412678117995
3,7,0.141255707713825,-0.364513112931138,0.169051710731215
4,7,0.481722330210713,-0.271641974906842,0.107515616648364
1,8,-0.378747891618446,-0.344245928416487,0.154390138046955
2,8,-0.316647941134199,-0.136438122137137,0.23832851846636
3,8,-0.0778540488129602,-0.0129453221172691,0.181862406730355
4,8,0.140560558870327,-0.246414434523232,0.00588534091679405
1,9,-0.10133456781213,0.511557973745173,0.0139408413186284
2,9,-0.0688468921462535,0.235776626673816,-0.0627671227321298
3,9,-0.0729788364309591,0.469216463232861,0.0424398736551148
4,9,-0.0318286864053183,0.313389894244237,-0.158327454236461
1,10,0.189938194957264,0.379631538605843,-0.0752861493554615
2,10,0.379737221977806,0.164781847280265,-0.286548478041703
3,10,-0.0103651651516055,0.147054869676137,-0.125931886913374
4,10,-0.0339389047769849,0.0587578014025674,-0.150861249002442
1,11,0.212966930556968,0.145762247343418,-0.073284835240679
2,11,0.248456333651494,0.149269374648312,0.0106171797181767
3,11,-0.096348414109876,-0.311096350949979,-0.147757958612684
4,11,0.0783424447450045,-0.0494311652584952,-0.0186683662504725
1,12,-0.0454597452808816,0.108754069126381,0.0412292308796403
2,12,-0.132979625590842,-0.015378367471657,-0.023193040222528
3,12,0.0727109904851,0.246397122426746,-0.0644604876488359
4,12,0.0415106889627861,-0.102567062316841,-0.109636988980624
1,13,0.180170794289044,-0.299955870499148,0.0521847060863081
2,13,0.145020748084379,-0.354041779683703,0.0112265202077193
3,13,0.12594926575308,-0.346182212709808,-0.0523510129807918
4,13,0.467314046394329,0.041883296663061,0.125980810214678
1,14,-0.0284868963523204,0.0388541545635274,0.244820582633895
2,14,-0.0462963529824201,-0.151047262499425,0.146537486884451
3,14,-0.0729616178842294,-0.211063236410104,0.0481451325763631
4,14,-0.30493897325943,-0.352579086634504,0.0703477217337225
1,15,-0.165104655799945,-0.161081583757392,-0.0275688808445729
2,15,-0.204419025135616,-0.376948120006478,-0.197877939707438
3,15,-0.329921992240772,-0.405479120155886,-0.0551586971662266
4,15,-0.273598889942492,-0.216586485223611,-0.080184435008702
