Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-2.70674,0.037591,0.0678477,-0.660001,-0.145424,-0.00541524,-2.01463,-0.0490942,-0.0342389,-0.440963,1.07059,0.324439,-0.660001,0.143657,0.0437801,-2.01463,-0.378857,-0.134829,-0.440963,-0.100235,-0.012894,-2.70674,0.0928812,-0.0257618,-2.01463,-0.0136301,-0.039439,-0.440963,0.765124,-0.184586,-2.70674,-0.222381,-0.332409,-0.660001,-0.324216,-0.170775
-2.64283,-0.00082898,0.0662839,-0.646332,-0.145643,-0.00531855,-1.97247,-0.062098,-0.03352,-0.431923,1.0006,0.319812,-0.646332,0.136867,0.0449408,-1.97247,-0.325969,-0.129798,-0.431923,-0.0566,-0.0127946,-2.64283,0.0635241,-0.0253584,-1.97247,-0.00860549,-0.0387641,-0.431923,0.758713,-0.181904,-2.64283,-0.337455,-0.326068,-0.646332,-0.331906,-0.168327
-2.57891,-0.0162855,0.0647201,-0.632663,-0.145862,-0.00522185,-1.93031,-0.0646134,-0.032801,-0.422884,0.930621,0.315185,-0.632663,0.130077,0.0461016,-1.93031,-0.27673,-0.124767,-0.422884,-0.0129654,-0.0126952,-2.57891,0.046174,-0.024955,-1.93031,-0.00661128,-0.0380893,-0.422884,0.752302,-0.179223,-2.57891,-0.375418,-0.319727,-0.632663,-0.339596,-0.16588
-2.515,-0.0299345,0.0631564,-0.618994,-0.146081,-0.00512516,-1.88816,-0.0671289,-0.0320821,-0.413844,0.860638,0.310558,-0.618994,0.123286,0.0472624,-1.88816,-0.227491,-0.119736,-0.413844,0.0306691,-0.0125957,-2.515,0.0297691,-0.0245517,-1.88816,-0.00461707,-0.0374144,-0.413844,0.745891,-0.176542,-2.515,-0.407312,-0.313386,-0.618994,-0.347286,-0.163432
-2.45109,-0.0435835,0.0615926,-0.605324,-0.146301,-0.00502846,-1.846,-0.0696443,-0.0313632,-0.404804,0.790654,0.305931,-0.605324,0.116496,0.0484231,-1.846,-0.178251,-0.114706,-0.404804,0.0743037,-0.0124963,-2.45109,0.0133642,-0.0241483,-1.846,-0.00262286,-0.0367396,-0.404804,0.73948,-0.173861,-2.45109,-0.439206,-0.307045,-0.605324,-0.354977,-0.160984
-2.38717,-0.0572325,0.0600288,-0.591655,-0.14652,-0.00493177,-1.80385,-0.0721597,-0.0306443,-0.395765,0.743142,0.301304,-0.591655,0.109706,0.0495839,-1.80385,-0.129012,-0.109675,-0.395765,0.0817411,-0.0123969,-2.38717,-0.00304077,-0.0237449,-1.80385,-0.000628652,-0.0360647,-0.395765,0.659314,-0.17118,-2.38717,-0.4711,-0.300704,-0.591655,-0.362667,-0.158537
-2.32326,-0.0708815,0.058465,-0.577986,-0.144567,-0.00483507,-1.76169,-0.0746751,-0.0299254,-0.386725,0.701024,0.296677,-0.577986,0.109594,0.0507447,-1.76169,-0.0797728,-0.104644,-0.386725,0.0803844,-0.0122975,-2.32326,-0.0194457,-0.0233415,-1.76169,0.00136556,-0.0353898,-0.386725,0.562282,-0.168498,-2.32326,-0.502994,-0.294363,-0.577986,-0.366014,-0.156089
-2.25934,-0.0845306,0.0569012,-0.564316,-0.135424,-0.00473838,-1.71953,-0.0764059,-0.0292065,-0.377685,0.658906,0.29205,-0.564316,0.131591,0.0519055,-1.71953,-0.0312668,-0.0996134,-0.377685,0.0790277,-0.012198,-2.25934,-0.0358506,-0.0229381,-1.71953,0.00310687,-0.034715,-0.377685,0.46525,-0.165817,-2.25934,-0.534888,-0.288022,-0.564316,-0.354985,-0.153641
-2.19543,-0.0981796,0.0553375,-0.550647,-0.124843,-0.00464168,-1.67738,-0.0689212,-0.0284875,-0.368646,0.618266,0.287423,-0.550647,0.157584,0.0530662,-1.67738,0.0084571,-0.0945826,-0.368646,0.0751686,-0.0120986,-2.19543,-0.0522556,-0.0225347,-1.67738,0.00186829,-0.0340401,-0.368646,0.364333,-0.163136,-2.19543,-0.566782,-0.281681,-0.550647,-0.340697,-0.151194
-2.13152,-0.0952168,0.0537737,-0.536978,-0.111977,-0.00454499,-1.63522,-0.0599075,-0.0277686,-0.359606,0.585731,0.282796,-0.536978,0.189339,0.054227,-1.63522,0.0441143,-0.0895518,-0.359606,0.057506,-0.0119992,-2.13152,-0.059041,-0.0221313,-1.63522,-1.32387e-05,-0.0333653,-0.359606,0.242749,-0.160455,-2.13152,-0.544103,-0.27534,-0.536978,-0.3207,-0.148746
-2.0676,-0.0854941,0.0522099,-0.523308,-0.0985809,-0.00444829,-1.59306,-0.0499225,-0.0270497,-0.350566,0.555249,0.278169,-0.523308,0.222356,0.0553878,-1.59306,0.0753779,-0.0845211,-0.350566,0.0360494,-0.0118997,-2.0676,-0.0607819,-0.0217279,-1.59306,-0.00240619,-0.0326904,-0.350566,0.118271,-0.157774,-2.0676,-0.50068,-0.268999,-0.523308,-0.299306,-0.146298
-2.00369,-0.0732276,0.0506461,-0.509639,-0.0848643,-0.00435159,-1.55091,-0.0394464,-0.0263308,-0.341527,0.526353,0.273542,-0.509639,0.255925,0.0565485,-1.55091,0.100696,-0.0794903,-0.341527,0.0111589,-0.0118003,-2.00369,-0.0604412,-0.0213245,-1.55091,-0.00526966,-0.0320156,-0.341527,-0.00442019,-0.155093,-2.00369,-0.449689,-0.262658,-0.509639,-0.27688,-0.14385
-1.93977,-0.060961,0.0490824,-0.49597,-0.0700563,-0.0042549,-1.50875,-0.0289786,-0.0256119,-0.332487,0.49765,0.268915,-0.49597,0.289885,0.0577093,-1.50875,0.123122,-0.0744595,-0.332487,-0.0144561,-0.0117009,-1.93977,-0.0601005,-0.0209212,-1.50875,-0.00829548,-0.0313407,-0.332487,-0.124486,-0.152411,-1.93977,-0.398697,-0.256317,-0.49597,-0.249588,-0.141403
-1.87586,-0.0486945,0.0475186,-0.482301,-0.055128,-0.0041582,-1.4666,-0.0191493,-0.0248929,-0.323447,0.468497,0.264289,-0.482301,0.322715,0.0588701,-1.4666,0.136462,-0.0694287,-0.323447,-0.0404105,-0.0116015,-1.87586,-0.0597599,-0.0205178,-1.4666,-0.0116666,-0.0306658,-0.323447,-0.234628,-0.14973,-1.87586,-0.347705,-0.249976,-0.482301,-0.220699,-0.138955
-1.81194,-0.0364279,0.0459548,-0.468631,-0.0401997,-0.00406151,-1.42444,-0.00944213,-0.024174,-0.314408,0.437893,0.259662,-0.468631,0.355546,0.0600309,-1.42444,0.149098,-0.064398,-0.314408,-0.0649833,-0.011502,-1.81194,-0.0594192,-0.0201144,-1.42444,-0.0150448,-0.029991,-0.314408,-0.332426,-0.147049,-1.81194,-0.296713,-0.243635,-0.468631,-0.19181,-0.136507
-1.74803,-0.0239988,0.044391,-0.454962,-0.0252835,-0.00396481,-1.38228,-0.00162449,-0.0234551,-0.305368,0.405015,0.255035,-0.454962,0.388276,0.0611916,-1.38228,0.151622,-0.0593672,-0.305368,-0.0869431,-0.0114026,-1.74803,-0.0588235,-0.019711,-1.38228,-0.01849,-0.0293161,-0.305368,-0.414433,-0.144368,-1.74803,-0.245395,-0.237294,-0.454962,-0.162887,-0.13406
-1.68412,-0.00931017,0.0428273,-0.441293,-0.0114518,-0.00386812,-1.34013,0.00224785,-0.0227362,-0.296328,0.368522,0.250408,-0.441293,0.413244,0.0623524,-1.34013,0.140247,-0.0543364,-0.296328,-0.104025,-0.0113032,-1.68412,-0.0542209,-0.0193076,-1.34013,-0.0216644,-0.0286413,-0.296328,-0.4722,-0.141687,-1.68412,-0.190149,-0.230953,-0.441293,-0.132126,-0.131612
-1.6202,0.00436545,0.0412635,-0.427623,0.0017173,-0.00377142,-1.29797,0.0061202,-0.0220173,-0.287289,0.329833,0.245781,-0.427623,0.434683,0.0635132,-1.29797,0.128873,-0.0493056,-0.287289,-0.117637,-0.0112038,-1.6202,-0.0486363,-0.0189042,-1.29797,-0.0248387,-0.0279664,-0.287289,-0.513485,-0.139006,-1.6202,-0.140261,-0.224612,-0.427623,-0.101338,-0.129164
-1.55629,0.0180411,0.0396997,-0.413954,0.0134732,-0.00367473,-1.25582,0.0098513,-0.0212983,-0.278249,0.290483,0.241154,-0.413954,0.449115,0.0646739,-1.25582,0.117089,-0.0442749,-0.278249,-0.12984,-0.0111043,-1.55629,-0.0430516,-0.0185008,-1.25582,-0.0279984,-0.0272915,-0.278249,-0.548359,-0.136324,-1.55629,-0.090374,-0.218271,-0.413954,-0.0709678,-0.126717
