parameter,value
Cl_pop,13.493780974108
V1_pop,25.8012760025576
beta_V1_ANTU_1,-0.276411592697552
beta_V1_logtCLCRMLMIN,-3.24988164994699
beta_V1_logtPROGDL,-1.98637908515315
Q_pop,23.4
beta_Q_LMP_1,0.95645139218579
beta_Q_logtAGEA,1.42988067836173
beta_Q_logtALBGDL,18.0252719715104
beta_Q_logtPROGDL,-17.7197243275811
V2_pop,2.21426975511274
beta_V2_SEXF_1,5.16585811145247
beta_V2_logtAGEA,-0.199282573413312
beta_V2_logtHCM,42.4160501252273
beta_V2_logtRAL,0.25041382628728
omega_Cl,0.258244891414114
omega_V1,0.335294318629154
omega_Q,1.87497556507507e-8
omega_V2,1.76307134786185e-8
a,1.31171051907468
b,0.0439907021798524
