iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,822.069,1,13.5086,26.1537,23.8987,13.1157,1.5,1.5,1.2,1.5,1.5,1.5
2,799.495,1,36.5889,29.5453,51.4807,15.164,1.425,1.425,1.16962,1.46202,1.46202,1.46202
3,802.723,1,35.2208,33.4964,55.3885,19.3708,1.35375,1.35375,1.14,1.425,1.425,1.425
4,795.228,1,35.4615,29.1394,64.5105,22.6293,1.28606,1.28606,1.11113,1.41184,1.38892,1.38892
5,786.956,1,35.1521,33.26,69.3561,18.1549,1.22176,1.22176,1.083,1.44696,1.35375,1.35375
6,786.323,1,32.4068,35.1774,68.333,19.3662,1.16067,1.16067,1.05558,1.41032,1.31947,1.35181
7,779.44,1,32.5985,39.0241,72.4767,16.7929,1.10264,1.10264,1.02885,1.46957,1.28606,1.31759
8,768.907,1,34.2184,38.8143,76.3956,10.6734,1.04751,1.04751,1.0028,1.43236,1.2535,1.33101
9,761.039,1,31.6765,45.6579,72.7849,12.1716,0.995131,0.995131,0.977407,1.39609,1.22176,1.40222
10,756.089,1,30.8243,39.3039,65.6793,16.8757,0.945374,0.945374,0.952659,1.36074,1.19082,1.36671
11,756.121,1,31.2883,42.1142,67.2956,22.3397,0.898105,0.898105,0.928537,1.41076,1.16067,1.3611
12,753.209,1,29.1117,45.4984,65.4166,29.644,0.8532,0.8532,0.905026,1.37504,1.13128,1.32664
13,736.283,1,29.2539,37.959,51.5484,29.2242,0.81054,0.81054,0.88211,1.34022,1.10264,1.29305
14,726.767,1,27.9844,44.3928,50.8866,28.0852,0.770013,0.770013,0.859775,1.30629,1.07472,1.26031
15,714.59,1,27.4983,38.8915,55.0722,26.1002,0.731512,0.731512,0.838005,1.27321,1.04751,1.22839
16,714.897,1,28.0545,41.1862,50.2838,26.6802,0.694937,0.694937,0.816786,1.24097,1.02098,1.20617
17,699.71,1,27.4756,29.8585,54.4022,24.06,0.66019,0.66019,0.796105,1.20955,0.995131,1.17563
18,700.017,1,26.3439,33.9706,52.9402,23.008,0.627181,0.627181,0.775947,1.18857,0.969933,1.14586
19,694.75,1,25.8536,31.9991,50.6814,20.9485,0.595821,0.595821,0.756299,1.22489,1.01651,1.11685
20,678.969,1,25.8539,36.0208,44.5347,25.6961,0.56603,0.56603,0.737149,1.21372,0.990774,1.08857
21,671.298,1,24.8364,26.903,49.8102,24.0279,0.537729,0.537729,0.718484,1.29208,0.965687,1.06101
22,663.368,1,25.0617,24.8712,50.0145,20.378,0.510842,0.510842,0.700292,1.25936,0.941235,1.03984
23,659.783,1,24.1714,26.6738,51.5128,16.408,0.4853,0.4853,0.68256,1.27054,0.921043,1.01351
24,650.529,1,24.2703,21.1722,53.1778,20.0639,0.461035,0.461035,0.665277,1.23837,0.897722,0.987849
25,640.996,1,23.7095,27.4352,46.5732,17.7779,0.437984,0.437984,0.648432,1.20701,0.885177,0.962837
26,636.098,1,24.0145,25.1924,48.8192,18.3426,0.416084,0.416084,0.632013,1.17645,0.862764,0.938457
27,625.487,1,24.0398,27.6305,46.4447,18.7545,0.39528,0.39528,0.61601,1.14666,0.857206,0.914695
28,615.624,1,23.3701,31.5831,47.4091,18.2172,0.375516,0.375516,0.600413,1.11763,0.835501,0.891534
29,607.877,1,22.7752,31.1565,41.2001,20.4407,0.35674,0.35674,0.58521,1.08933,0.824724,0.944923
30,608.891,1,22.374,28.1629,40.6148,20.0021,0.338903,0.338903,0.570392,1.06174,0.8542,1.06186
31,593.44,1,22.4466,30.944,39.4021,23.4382,0.321958,0.321958,0.555949,1.05394,0.832571,1.03498
32,582.603,1,22.4065,32.3448,41.2307,20.7333,0.30586,0.30586,0.541873,1.02725,0.81149,1.00877
33,575.249,1,22.4788,35.2516,42.2425,21.4124,0.290567,0.290567,0.528152,1.13293,0.790942,0.983227
34,568.469,1,23.0336,39.3216,40.5994,20.8678,0.276039,0.276039,0.514779,1.10424,0.770915,0.958331
35,562.848,1,22.7472,32.8939,42.9638,20.3226,0.262237,0.262237,0.501744,1.07628,0.793862,0.934065
36,558.681,1,22.2473,33.2222,41.7464,22.7544,0.249125,0.249125,0.497004,1.04903,0.804718,0.910414
37,558.525,1,22.6583,26.8657,41.602,21.8078,0.236669,0.236669,0.492812,1.05056,0.784342,1.01542
38,548.132,1,22.3341,23.9295,42.8067,21.7306,0.224835,0.224835,0.480333,1.04424,0.791145,1.02126
39,533.413,1,22.3267,23.8859,41.3989,22.9031,0.213594,0.213594,0.475152,1.02117,0.787536,0.995401
40,537.65,1,21.8193,25.39,42.1356,18.4633,0.202914,0.202914,0.482822,1.07136,0.792948,1.01975
41,530.307,1,22.0688,22.5056,43.7031,20.1,0.192768,0.192768,0.478859,1.04423,0.77287,0.993926
42,526.495,1,21.9688,21.2676,42.4351,20.6222,0.18313,0.18313,0.474899,1.02105,0.7533,0.968759
43,516.528,1,21.4438,25.2612,39.9758,18.3954,0.173973,0.173973,0.48706,1.02997,0.789048,0.944229
44,500.292,1,21.5787,26.4259,39.875,21.8971,0.165275,0.165275,0.474727,1.00389,0.769068,0.920321
45,500.147,1,21.5882,26.3565,39.5416,20.6568,0.157011,0.157011,0.473306,0.978476,0.749595,0.897018
46,495.798,1,21.6795,25.0736,39.1657,21.8827,0.14916,0.14916,0.465128,0.984248,0.74023,0.877351
47,493.597,1,21.625,29.9199,41.5856,20.5138,0.141702,0.141702,0.477058,0.97734,0.721803,0.897334
48,492.665,1,21.4698,30.8144,39.5304,21.9303,0.134617,0.134617,0.484302,1.1442,0.767782,0.879641
49,486.572,1,21.6114,25.9865,42.0564,20.4486,0.127886,0.127886,0.484419,1.11523,0.762637,0.857368
50,483.741,1,21.3671,22.6833,39.1515,23.5177,0.121492,0.121492,0.472153,1.08699,0.763996,0.882657
51,482.309,1,21.4028,21.2393,39.4001,25.835,0.115417,0.115417,0.476656,1.05947,0.774911,0.860307
52,477.595,1,21.4412,21.1664,38.02,24.1716,0.109647,0.109647,0.475031,1.03264,0.791689,0.838524
53,478.795,1,21.4249,23.1477,37.1061,25.482,0.104164,0.104164,0.486772,1.07299,0.834162,0.817292
54,467.672,1,21.4008,21.1501,37.4281,23.2852,0.636282,0.0970086,0.492395,1.06438,0.823547,0.796598
55,465.516,1,21.4756,21.0339,37.3013,23.8419,0.604468,0.0921582,0.483387,1.16713,0.841317,0.799645
56,460.035,1,21.5163,27.9043,37.0692,21.0767,0.574245,0.0875503,0.486494,1.14408,0.825,0.817491
57,462.91,1,21.5664,26.256,37.3662,21.7761,0.545532,0.0831728,0.47717,1.11511,0.806508,0.934127
58,457.614,1,21.5205,27.4674,37.2818,24.1407,0.811234,0.0801062,0.481278,1.08688,0.797532,0.965242
59,450.962,1,21.2416,26.2889,36.306,22.7688,0.770673,0.0761009,0.491492,1.07609,0.81464,0.956267
60,450.08,1,21.1944,25.5538,35.934,21.6221,0.877908,0.0704828,0.48314,1.06696,0.794013,0.932054
61,445.877,1,21.339,25.8145,38.3159,22.6303,0.959269,0.0649929,0.484911,1.0903,0.773908,0.908454
62,445.3,1,21.5614,28.5195,38.4183,22.9387,1.04381,0.0606958,0.481139,1.12587,0.766212,0.885451
63,444.872,1,21.5562,26.4066,38.2861,23.1471,1.00897,0.0620972,0.482524,1.14902,0.770277,0.863031
64,442.028,1,21.3999,24.2465,37.2115,19.4924,1.03324,0.0577246,0.482604,1.12486,0.762901,0.967291
65,439.982,1,21.3985,27.5758,37.4621,22.3018,1.08329,0.0530094,0.481778,1.20481,0.748838,0.98714
66,433.287,1,21.5604,29.0137,36.2942,21.6157,1.02807,0.0536557,0.479784,1.17431,0.78838,0.962145
67,432.731,1,21.4686,25.6913,37.3299,23.3409,1.02808,0.0534118,0.479463,1.14457,0.768417,0.937783
68,429.985,1,21.4622,26.4372,36.7766,23.5069,0.976029,0.0549002,0.477571,1.11559,0.75992,0.914037
69,430.344,1,21.4868,26.6371,36.0545,23.0799,1.00499,0.0543777,0.478353,1.08734,0.772563,0.890894
70,437.135,1,21.3913,28.5967,34.8913,23.2293,1.04019,0.0549522,0.479309,1.08369,0.796828,0.914265
71,433.728,1,21.373,33.7877,34.4166,21.5036,1.07337,0.0518112,0.483089,1.05625,0.80238,0.9049
72,436.038,1,21.3334,36.077,34.9541,24.0992,1.13623,0.0498709,0.484821,1.02951,0.782063,0.938206
73,430.454,1,21.4743,37.6939,35.3274,24.4451,1.12139,0.0487513,0.472987,1.01982,0.762261,0.91445
74,430.29,1,21.365,38.8719,35.4231,21.9186,1.1214,0.0497131,0.480321,1.0025,0.750553,0.891296
75,437.728,1,21.3812,39.9147,34.224,21.2522,1.21859,0.0478015,0.475514,1.02627,0.788078,0.868728
76,432.444,1,21.408,41.452,35.7292,21.6374,1.23536,0.0452829,0.473473,1.00029,0.768123,0.849888
77,434.903,1,21.402,42.2062,35.4158,21.7712,1.23538,0.0464484,0.480866,0.974959,0.750986,0.927217
78,429.837,1,21.237,40.4072,35.3984,22.5902,1.1905,0.0458031,0.483204,0.950272,0.7628,0.90374
79,422.818,1,21.2164,38.0889,36.3136,22.3003,1.15965,0.0437471,0.478361,0.926211,0.743485,0.880856
80,423.455,1,21.4533,38.4145,35.3557,21.9218,1.20407,0.0408325,0.474677,0.923971,0.760751,0.872376
81,422.706,1,21.5218,36.6605,35.289,22.8602,1.13619,0.0441499,0.478159,0.988412,0.764681,0.850287
82,425.872,1,21.4943,35.2969,35.1809,22.3252,1.12017,0.0479494,0.47762,0.967924,0.767762,0.828757
83,425.784,1,21.4778,36.0744,35.1453,22.4543,1.08716,0.0484639,0.475615,1.00018,0.767132,0.807773
84,419.403,1,21.3755,32.9231,35.646,23.2294,1.16218,0.0418503,0.477411,0.974854,0.764654,0.787319
85,416.26,1,21.4823,34.9964,35.5041,24.4028,1.1621,0.0400133,0.473576,1.03338,0.745438,0.767384
86,417.769,1,21.4368,38.6096,34.9283,24.917,1.16215,0.0423087,0.478141,1.00722,0.748627,0.747953
87,422.396,1,21.3503,40.1143,35.5271,24.2353,1.14202,0.0445417,0.482302,1.0201,0.741813,0.729015
88,418.631,1,21.4114,39.4263,35.4198,24.2496,1.14199,0.0427282,0.479765,0.994267,0.768572,0.768803
89,412.63,1,21.4524,39.4616,35.2223,23.5066,1.14195,0.0412955,0.47505,0.969092,0.78445,0.749336
90,416.761,1,21.3344,36.0363,35.0735,23.5428,1.09317,0.0453309,0.477296,0.944554,0.793807,0.730362
91,415.327,1,21.3857,34.8596,34.7844,24.02,1.1322,0.0410238,0.483571,0.991348,0.775917,0.711869
92,416.18,1,21.3561,36.8525,34.9635,24.8955,1.13224,0.0431125,0.47666,0.966246,0.770593,0.709821
93,417.064,1,21.2579,38.5148,34.8779,25.8256,1.095,0.0449671,0.475174,0.94178,0.759368,0.723061
94,416.721,1,21.3294,40.2107,35.1309,26.0101,1.09503,0.0457691,0.477428,0.955414,0.748591,0.704752
95,414.411,1,21.2944,39.5676,33.8784,26.816,1.02137,0.0484834,0.47526,0.945342,0.760976,0.686907
96,416.784,1,21.2402,40.7458,33.9603,27.7206,1.10837,0.0436703,0.477529,0.95264,0.75917,0.715882
97,410.87,1,21.2879,39.9219,34.6038,28.186,1.10831,0.0417495,0.477236,0.928518,0.758849,0.697756
98,415.288,1,21.2013,41.214,33.8644,28.3273,1.03512,0.0470704,0.480509,0.973465,0.761617,0.680088
99,413.135,1,21.2961,39.171,33.8797,29.4119,1.04765,0.0439978,0.481187,1.03517,0.775184,0.701646
100,413.522,1,21.3438,39.6464,33.9005,27.1973,0.97088,0.0485033,0.478661,1.09499,0.787539,0.68388
101,419.864,1,21.459,38.9781,34.4598,27.4275,1.04358,0.0482623,0.479688,1.11832,0.774106,0.666563
102,421.304,1,21.4194,39.8489,34.9921,29.7466,1.05699,0.0469598,0.474609,1.24776,0.754505,0.685439
103,421.227,1,21.3645,37.703,34.2228,27.4057,1.07644,0.0459832,0.485553,1.21617,0.7692,0.723439
104,422.059,1,21.2839,38.1446,35.0572,25.3765,1.05945,0.047688,0.48189,1.18538,0.762588,0.763503
105,416.143,1,21.4175,33.573,35.5436,25.6509,1.11904,0.042804,0.481519,1.15536,0.743279,0.744171
