standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.69105,0.23237,-2.21441,0.0183984,-2.57585,0.0145586,-2.72564,0.0175926,All
-1.41298,0.23237,-1.82419,0.147188,-2.0827,0.0436757,-2.31754,0.0351853,All
-1.13491,0.542197,-1.43396,0.0735938,-1.58956,0.160144,-1.90945,0.0527779,All
-0.856834,0.103276,-1.04374,0.110391,-1.09641,0.232937,-1.50135,0.158334,All
-0.578764,0.387284,-0.653519,0.58875,-0.603269,0.30573,-1.09325,0.228704,All
-0.300693,0.284008,-0.263297,0.533555,-0.110124,0.436757,-0.685157,0.387038,All
-0.0226222,0.0774568,0.126926,0.404766,0.383021,0.465874,-0.277061,0.545372,All
0.255449,0.335646,0.517148,0.294375,0.876166,0.291171,0.131035,0.299075,All
0.533519,0.387284,0.907371,0.202383,1.36931,0.174703,0.539131,0.281482,All
0.81159,0.387284,1.29759,0.147188,1.86246,0.0291171,0.947227,0.211112,All
1.08966,0.516378,1.68782,0.0919922,2.3556,0.0145586,1.35532,0.246297,All
1.36773,0.335646,2.07804,0.0367969,2.84875,0,1.76342,0.140741,All
1.6458,0.0516378,2.46826,0.110391,3.34189,0.0145586,2.17152,0.0351853,All
