iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,819.373,1,13.5086,26.1537,23.8987,13.1157,1.5,1.5,1.2,1.5,1.5,1.5
2,799.847,1,34.5552,35.011,35.705,19.9932,1.425,1.425,1.16962,1.46202,1.64862,1.46202
3,797.827,1,34.2895,32.6626,38.4316,26.6504,1.35375,1.35375,1.14,1.425,1.63901,1.425
4,793.811,1,34.5513,35.7694,52.3627,28.772,1.28606,1.28606,1.11113,1.38892,1.5975,1.38892
5,790.302,1,33.9056,41.2495,53.3922,26.7629,1.22176,1.22176,1.083,1.53552,1.55706,1.46748
6,782.209,1,33.9674,47.0823,53.2221,28.9485,1.16067,1.16067,1.05558,1.49664,1.51763,1.43033
7,772.136,1,32.438,64.3543,56.4019,26.5412,1.10264,1.10264,1.02885,1.47778,1.4792,1.39411
8,766.398,1,33.1966,68.5289,51.0447,23.6677,1.04751,1.04751,1.0028,1.44036,1.44175,1.35881
9,768.649,1,30.2498,65.3654,49.8523,25.3434,0.995131,0.995131,0.977407,1.44327,1.40524,1.34338
10,761.389,1,29.4053,48.4142,65.51,26.2253,0.945374,0.945374,0.952659,1.57645,1.36966,1.30936
11,755.34,1,30.4902,43.443,55.1267,21.7789,0.898105,0.898105,0.928537,1.70539,1.33498,1.27621
12,742.927,1,29.7453,34.1546,57.4824,26.3924,0.8532,0.8532,0.905026,1.69299,1.30118,1.2439
13,732.738,1,29.4132,36.2352,53.5773,25.3388,0.81054,0.81054,0.88211,1.65013,1.26823,1.2124
14,730.521,1,26.9808,27.803,48.5735,23.9756,0.770013,0.770013,0.859775,1.60834,1.23612,1.32026
15,727.228,1,27.8768,20.2156,57.2564,17.0268,0.731512,0.731512,0.838005,1.56762,1.20482,1.33021
16,716.364,1,27.9534,24.9491,57.1787,17.4822,0.694937,0.694937,0.816786,1.57801,1.17431,1.38641
17,706.904,1,26.7855,25.1597,57.7673,17.7646,0.66019,0.66019,0.796105,1.78101,1.14458,1.42475
18,705.334,1,25.6198,26.7675,61.473,17.9071,0.627181,0.627181,0.775947,1.84823,1.1156,1.46944
19,701.102,1,25.4763,20.1909,54.2647,17.9965,0.595821,0.595821,0.756299,1.88673,1.08735,1.43224
20,689.565,1,24.4563,20.2909,49.9266,26.5896,0.56603,0.56603,0.737149,1.9347,1.05982,1.44069
21,684.084,1,24.8349,20.2593,55.5176,22.7926,0.537729,0.537729,0.718484,1.96816,1.03298,1.44254
22,675.783,1,24.4649,16.898,55.7288,18.3112,0.510842,0.510842,0.700292,2.12254,1.00683,1.53908
23,663.858,1,23.4116,20.5481,51.4898,17.6003,0.4853,0.4853,0.68256,2.0688,0.981333,1.50011
24,655.563,1,23.3537,19.13,51.033,16.7898,0.461035,0.461035,0.665277,2.01642,0.956485,1.46213
25,649.779,1,23.9308,24.2103,55.1897,13.3679,0.437984,0.437984,0.648432,2.01196,0.932266,1.4251
26,638.664,1,23.7356,30.8414,52.2392,15.7457,0.416084,0.416084,0.632013,1.96102,0.908661,1.38902
27,636.415,1,23.4994,31.0718,50.5034,16.5526,0.39528,0.39528,0.61601,2.11174,0.885653,1.35385
28,635.813,1,23.1609,31.0318,52.3848,17.2707,0.375516,0.375516,0.600413,2.2785,0.863228,1.31957
29,620.905,1,23.4266,31.9954,50.9956,16.231,0.35674,0.35674,0.58521,2.22081,0.84137,1.28616
30,615.072,1,23.4838,27.4939,51.0631,18.7766,0.338903,0.338903,0.570392,2.16458,0.820066,1.25359
31,603.002,1,23.1557,22.5279,50.8072,24.7316,0.321958,0.321958,0.555949,2.10977,0.799302,1.22185
32,592.767,1,22.7738,26.7178,48.3853,19.969,0.30586,0.30586,0.545173,2.05635,0.779063,1.19091
33,586.643,1,22.8373,21.6238,49.1357,17.8026,0.290567,0.290567,0.539805,2.00428,0.759337,1.16076
34,576.759,1,22.9488,22.3394,47.4479,20.5259,0.276039,0.276039,0.543036,1.95353,0.74011,1.13137
35,569.35,1,22.8717,16.8443,49.3221,25.9432,0.262237,0.262237,0.549505,1.90407,0.72137,1.10272
36,561.171,1,22.4017,15.0004,48.7597,28.4527,0.249125,0.249125,0.539632,1.85586,0.703104,1.0748
37,553.084,1,22.7176,12.3249,50.7984,30.4239,0.236669,0.236669,0.544835,1.81853,0.685301,1.04758
38,547.652,1,22.5309,14.8452,47.7557,33.5726,0.224835,0.224835,0.534697,1.89431,0.667949,1.02106
39,544.122,1,22.3078,14.5004,47.1258,35.1475,0.213594,0.213594,0.546337,1.85273,0.651036,0.995203
40,542.983,1,22.2104,13.0357,46.8193,31.834,0.202914,0.202914,0.54584,1.86768,0.634552,0.970004
41,538.279,1,22.0237,11.0596,48.8614,31.7215,0.192768,0.192768,0.543854,1.84825,0.665982,0.980005
42,536.397,1,22.2581,10.8735,47.1396,32.972,0.18313,0.18313,0.530083,2.1814,0.652974,0.955191
43,524.877,1,21.9539,9.77816,47.4627,36.5401,0.173973,0.173973,0.539503,2.12617,0.641897,0.931005
44,514.528,1,21.6768,9.34959,48.2641,37.1823,0.165275,0.165275,0.534119,2.07233,0.669923,0.907431
45,516.279,1,21.7006,6.86316,48.1951,40.6025,0.157011,0.157011,0.532709,2.01986,0.667627,0.919259
46,506.011,1,21.8452,6.24843,47.8721,35.1063,0.14916,0.14916,0.532563,1.96872,0.667094,0.895983
47,503.049,1,22.0572,8.42196,46.8751,31.9721,0.141702,0.141702,0.522378,1.91887,0.679687,0.988152
48,496.082,1,21.7475,9.55099,47.9329,32.5086,0.134617,0.134617,0.539247,1.89888,0.662476,1.0025
49,495.531,1,21.8746,10.7756,46.5513,28.591,0.127886,0.127886,0.541612,1.86916,0.680575,1.11363
50,493.511,1,21.55,11.1688,45.1053,33.2878,0.121492,0.121492,0.539886,1.82183,0.68839,1.08544
51,488.415,1,21.565,11.7087,44.7004,41.6284,0.115417,0.115417,0.54303,1.7757,0.681373,1.05795
52,487.533,1,21.4875,13.945,43.778,39.0984,0.109647,0.109647,0.542451,1.73074,0.694674,1.03116
53,477.147,1,21.6514,13.0771,44.4582,35.737,0.104164,0.104164,0.545197,1.68691,0.677084,1.00919
54,480.782,1,21.5972,13.6338,44.2096,33.6061,0.098956,0.098956,0.545778,1.6442,0.65994,1.0667
55,472.345,1,21.5859,13.8583,43.3384,39.9934,0.0940082,0.0940082,0.545942,1.60257,0.654142,1.04434
56,476.233,1,21.6243,13.6425,43.4099,36.7476,0.0893078,0.0893078,0.540654,1.60568,0.650326,1.18016
57,456.762,1,21.6233,13.1433,43.4354,39.899,0.782057,0.0780756,0.536645,1.56502,0.64739,1.15028
58,456.162,1,21.5021,15.4501,41.9136,42.6294,0.742954,0.0741718,0.552414,1.52539,0.66187,1.16916
59,452.483,1,21.2506,14.0492,42.2033,37.1588,0.935801,0.066309,0.554136,1.48699,0.66038,1.1404
60,452.493,1,21.3063,16.3363,41.2024,29.3625,0.969701,0.0661012,0.547392,1.44933,0.685086,1.11152
61,443.992,1,21.5574,14.8036,41.0009,29.2231,0.921216,0.0627961,0.533532,1.41264,0.688289,1.08338
62,442.869,1,21.5275,15.548,40.3686,25.8019,1.0809,0.0549831,0.541744,1.37687,0.709505,1.05594
63,444.831,1,21.4482,16.5717,39.9959,26.1108,1.05996,0.0583134,0.534217,1.342,0.700386,1.02921
64,444.133,1,21.5035,17.2465,39.8298,25.7047,1.05994,0.0569249,0.537069,1.34279,0.710974,1.08511
65,438.938,1,21.5612,18.5012,38.7959,29.3172,1.10698,0.0524452,0.537439,1.30879,0.705621,1.05763
66,433.828,1,21.6536,20.3741,38.3973,25.3772,1.06382,0.0517958,0.527373,1.30376,0.687754,1.03716
67,433.16,1,21.5458,20.3008,38.6929,28.6358,1.05279,0.051949,0.538913,1.33284,0.670554,1.01677
68,430.213,1,21.4493,18.9107,38.0774,29.6447,1.01071,0.049773,0.551229,1.56229,0.668082,1.09785
69,432.205,1,21.3397,21.1371,38.1756,29.3725,1.06148,0.0487982,0.546577,1.52273,0.667358,1.07005
70,425.91,1,21.4014,23.5531,37.8418,29.3638,1.09656,0.0442239,0.539241,1.48418,0.675957,1.10567
71,424.769,1,21.2771,24.1451,37.5698,27.8575,1.08353,0.0445515,0.541961,1.4466,0.673017,1.09741
72,423.097,1,21.4435,25.6556,37.646,29.8742,1.06931,0.044849,0.537209,1.40997,0.657408,1.08979
73,422.08,1,21.4485,26.5296,37.0838,28.7609,1.05196,0.0438576,0.537443,1.44348,0.67314,1.09141
74,417.038,1,21.5641,27.1184,37.5165,27.438,1.10962,0.0389085,0.533586,1.40693,0.656096,1.12201
75,419.596,1,21.4576,27.3329,37.7417,28.1059,1.13137,0.0392186,0.539236,1.37131,0.647943,1.11167
76,411.51,1,21.3756,25.559,36.8049,33.0956,1.11116,0.0367907,0.536776,1.33659,0.635581,1.10098
77,405.585,1,21.4212,25.5208,36.9176,32.2767,1.1111,0.0344385,0.538621,1.30274,0.649813,1.0731
78,403.412,1,21.3858,25.178,37.5601,33.0392,1.11107,0.0335408,0.534088,1.26976,0.63336,1.04593
79,398.503,1,21.4183,24.8593,37.408,31.9525,1.12328,0.0301098,0.536454,1.27061,0.617323,1.01945
80,398.722,1,21.4133,24.6645,37.0108,32.5169,1.12328,0.0298974,0.53538,1.3144,0.601692,0.993636
81,400.211,1,21.4121,24.2254,36.8845,32.3438,1.12327,0.0302537,0.538762,1.34443,0.612393,1.01467
82,397.765,1,21.5337,23.297,36.398,32.8952,1.09828,0.0313403,0.542104,1.31039,0.605116,0.988975
83,396.855,1,21.5033,24.3913,36.3971,33.7586,1.06956,0.0322595,0.535162,1.35048,0.602219,0.963933
84,390.886,1,21.4341,25.5195,36.6044,32.1694,1.04172,0.0308392,0.535078,1.36428,0.588519,0.955728
85,394.435,1,21.3558,25.6021,36.4246,32.8457,1.09547,0.0299116,0.533999,1.40575,0.573617,0.931528
86,393.415,1,21.3764,26.0346,35.9644,34.4214,1.09546,0.0293688,0.532456,1.37015,0.559093,0.982088
87,391.68,1,21.4957,24.5931,35.5013,35.7547,1.12272,0.0257361,0.536473,1.38235,0.547219,1.04706
88,392.377,1,21.586,25.3336,35.7591,34.4746,1.09948,0.0277096,0.533658,1.37779,0.57583,1.02055
89,395.593,1,21.2912,25.8262,35.9341,38.2166,1.11273,0.0282889,0.533317,1.35649,0.571897,1.05308
90,392.008,1,21.3112,26.0527,35.916,34.6352,1.08657,0.0276029,0.539971,1.37017,0.580527,1.05963
91,387.508,1,21.471,26.4142,35.5756,34.2334,1.08652,0.0260805,0.52829,1.38067,0.575975,1.0328
92,385.737,1,21.2879,28.7505,34.89,35.0687,1.07121,0.0258135,0.526876,1.36092,0.591826,1.00664
93,382.031,1,21.3032,28.9462,35.1247,35.527,1.12205,0.0201646,0.53543,1.37423,0.592055,0.981156
