Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
7.9579,0.0264865,0.0444704,8.90935,0.000119422,6.96407e-05,1.97202,0.00937194,0.00657453,1.02675,0.0118628,0.00386438,All
8.08396,0.0281223,0.0479118,9.49559,0.000272338,0.000179378,4.34245,0.0221417,0.045667,2.28276,0.0355973,0.0346492,All
8.21002,0.0298217,0.0515635,10.0818,0.000560692,0.000415305,6.71288,0.0272154,0.10533,3.53877,0.0479535,0.0882503,All
8.33609,0.0315841,0.0554333,10.6681,0.00105735,0.000877401,9.0833,0.0280752,0.171411,4.79479,0.0519327,0.151617,All
8.46215,0.0334085,0.0595293,11.2543,0.00184811,0.00171247,11.4537,0.0270177,0.236946,6.0508,0.0514621,0.216868,All
8.58821,0.035294,0.063859,11.8406,0.00302353,0.0031195,13.8242,0.02517,0.298888,7.30681,0.0488519,0.28001,All
8.71427,0.037239,0.0684303,12.4268,0.00466795,0.00534931,16.1946,0.0230695,0.35608,8.56283,0.0453338,0.339213,All
8.84034,0.0392418,0.0732504,13.0131,0.00684784,0.00869746,18.565,0.0209692,0.408261,9.81884,0.0415469,0.393782,All
8.9664,0.0413004,0.0783265,13.5993,0.0096014,0.0134907,20.9354,0.0189838,0.455585,11.0749,0.0378148,0.443605,All
9.09246,0.0434122,0.0836656,14.1856,0.0129311,0.0200679,23.3059,0.0171593,0.498388,12.3309,0.0342929,0.488863,All
9.21853,0.0455747,0.089274,14.7718,0.0168005,0.028758,25.6763,0.015508,0.537071,13.5869,0.0310476,0.529866,All
9.34459,0.0477848,0.0951581,15.358,0.0211351,0.0398574,28.0467,0.0140257,0.572043,14.8429,0.0280977,0.566979,All
9.47065,0.050039,0.101324,15.9443,0.0258277,0.0536089,30.4172,0.012701,0.60369,16.0989,0.0254373,0.60057,All
9.59672,0.0523335,0.107776,16.5305,0.0307461,0.0701844,32.7876,0.0115194,0.63237,17.3549,0.0230489,0.630992,All
9.72278,0.0546644,0.11452,17.1168,0.0357432,0.0896738,35.158,0.0104659,0.658403,18.6109,0.0209098,0.658574,All
9.84884,0.0570273,0.12156,17.703,0.0406669,0.112079,37.5284,0.00952618,0.682077,19.8669,0.0189958,0.683613,All
9.97491,0.0594173,0.128899,18.2893,0.0453706,0.137312,39.8989,0.00868709,0.703645,21.123,0.0172833,0.706376,All
10.101,0.0618296,0.136541,18.8755,0.0497208,0.165206,42.2693,0.00793675,0.723331,22.379,0.0157503,0.727104,All
10.227,0.0642586,0.144489,19.4618,0.0536037,0.195518,44.6397,0.00726467,0.741334,23.635,0.0143765,0.746008,All
10.3531,0.066699,0.152743,20.048,0.0569299,0.227947,47.0101,0.00666159,0.757826,24.891,0.013144,0.763277,All
10.4792,0.0691447,0.161305,20.6343,0.0596358,0.262146,49.3806,0.00611939,0.772963,26.147,0.0120366,0.779079,All
10.6052,0.0715896,0.170176,21.2205,0.0616843,0.297741,51.751,0.00563098,0.78688,27.403,0.0110401,0.79356,All
10.7313,0.0740275,0.179355,21.8067,0.063063,0.33434,54.1214,0.00519018,0.799697,28.659,0.0101419,0.806853,All
10.8573,0.0764517,0.18884,22.393,0.0637821,0.371552,56.4919,0.00479158,0.811519,29.9151,0.00933105,0.819073,All
10.9834,0.0788557,0.198629,22.9792,0.0638707,0.409,58.8623,0.00443046,0.822442,31.1711,0.00859776,0.830325,All
11.1095,0.0812324,0.20872,23.5655,0.0633732,0.446326,61.2327,0.00410269,0.83255,32.4271,0.00793353,0.8407,All
11.2355,0.083575,0.219109,24.1517,0.0623452,0.483201,63.6031,0.00380464,0.841916,33.6831,0.00733088,0.85028,All
11.3616,0.0858764,0.22979,24.738,0.0608502,0.519334,65.9736,0.00353315,0.850608,34.9391,0.0067832,0.859138,All
11.4877,0.0881296,0.240758,25.3242,0.0589559,0.554469,68.344,0.00328543,0.858685,36.1951,0.0062847,0.86734,All
11.6137,0.0903273,0.252007,25.9105,0.0567312,0.588394,70.7144,0.00305902,0.866201,37.4511,0.00583024,0.874944,All
11.7398,0.0924627,0.26353,26.4967,0.0542442,0.620935,73.0848,0.00285176,0.873202,38.7071,0.00541532,0.882003,All
11.8659,0.0945286,0.275317,27.083,0.0515596,0.651956,75.4553,0.00266173,0.879734,39.9632,0.00503592,0.888562,All
11.9919,0.0965182,0.28736,27.6692,0.0487375,0.681361,77.8257,0.00248723,0.885834,41.2192,0.00468851,0.894666,All
12.118,0.0984247,0.299648,28.2554,0.0458328,0.709085,80.1961,0.00232677,0.891537,42.4752,0.00436995,0.900352,All
12.244,0.100241,0.312171,28.8417,0.0428941,0.735093,82.5666,0.00217901,0.896875,43.7312,0.00407744,0.905655,All
12.3701,0.101962,0.324918,29.4279,0.0399633,0.759379,84.937,0.00204276,0.901876,44.9872,0.00380849,0.910605,All
12.4962,0.103581,0.337874,30.0142,0.0370762,0.781958,87.3074,0.00191695,0.906567,46.2432,0.0035609,0.915231,All
12.6222,0.105091,0.351028,30.6004,0.0342624,0.802865,89.6778,0.00180064,0.910972,47.4992,0.00333267,0.919558,All
12.7483,0.106488,0.364366,31.1867,0.0315455,0.82215,92.0483,0.00169298,0.915111,48.7553,0.00312205,0.92361,All
12.8744,0.107766,0.377872,31.7729,0.0289438,0.839874,94.4187,0.0015932,0.919004,50.0113,0.00292744,0.927407,All
13.0004,0.108921,0.391531,32.3592,0.0264707,0.856111,96.7891,0.00150063,0.922669,51.2673,0.00274742,0.93097,All
13.1265,0.109948,0.405328,32.9454,0.0241355,0.870938,99.1596,0.00141464,0.926123,52.5233,0.00258071,0.934314,All
13.2525,0.110843,0.419246,33.5316,0.0219436,0.884438,101.53,0.00133468,0.929381,53.7793,0.00242617,0.937457,All
13.3786,0.111603,0.433269,34.1179,0.0198975,0.896695,103.9,0.00126025,0.932455,55.0353,0.00228275,0.940414,All
13.5047,0.112224,0.447379,34.7041,0.017997,0.907796,106.271,0.00119089,0.935359,56.2913,0.00214952,0.943196,All
13.6307,0.112705,0.461558,35.2904,0.0162396,0.917824,108.641,0.0011262,0.938105,57.5473,0.00202563,0.945817,All
13.7568,0.113044,0.475789,35.8766,0.0146215,0.926864,111.012,0.00106581,0.940702,58.8034,0.00191031,0.948288,All
13.8829,0.113238,0.490053,36.4629,0.0131373,0.934994,113.382,0.00100937,0.943161,60.0594,0.00180288,0.950619,All
14.0089,0.113288,0.504333,37.0491,0.0117807,0.942292,115.753,0.00095658,0.94549,61.3154,0.0017027,0.95282,All
14.135,0.113193,0.51861,37.6354,0.0105448,0.94883,118.123,0.00090716,0.947698,62.5714,0.0016092,0.954899,All
14.2611,0.112953,0.532866,38.2216,0.00942231,0.954678,120.493,0.000860857,0.949793,63.8274,0.00152186,0.956865,All
14.3871,0.112569,0.547082,38.8079,0.0084057,0.959899,122.864,0.000817436,0.951782,65.0834,0.00144021,0.958725,All
14.5132,0.112043,0.561241,39.3941,0.00748739,0.964553,125.234,0.000776685,0.953671,66.3394,0.00136381,0.960485,All
14.6392,0.111376,0.575325,39.9803,0.00665988,0.968695,127.605,0.00073841,0.955466,67.5955,0.00129226,0.962153,All
14.7653,0.110571,0.589316,40.5666,0.00591588,0.972378,129.975,0.000702434,0.957173,68.8515,0.00122522,0.963733,All
14.8914,0.10963,0.603197,41.1528,0.00524839,0.975647,132.346,0.000668592,0.958798,70.1075,0.00116234,0.965232,All
15.0174,0.108558,0.616951,41.7391,0.0046507,0.978545,134.716,0.000636735,0.960345,71.3635,0.00110332,0.966655,All
15.1435,0.107358,0.630562,42.3253,0.00411651,0.981112,137.086,0.000606726,0.961818,72.6195,0.00104789,0.968005,All
15.2696,0.106035,0.644014,42.9116,0.00363989,0.983383,139.457,0.000578437,0.963222,73.8755,0.000995799,0.969288,All
15.3956,0.104593,0.657292,43.4978,0.00321531,0.98539,141.827,0.000551752,0.964562,75.1315,0.000946802,0.970508,All
15.5217,0.103038,0.67038,44.0841,0.00283767,0.987162,144.198,0.000526564,0.965839,76.3875,0.000900688,0.971668,All
15.6477,0.101375,0.683266,44.6703,0.00250223,0.988725,146.568,0.000502774,0.967059,77.6436,0.00085726,0.972772,All
15.7738,0.09961,0.695935,45.2566,0.00220468,0.990103,148.939,0.000480289,0.968224,78.8996,0.000816334,0.973822,All
15.8999,0.0977495,0.708376,45.8428,0.00194105,0.991317,151.309,0.000459025,0.969337,80.1556,0.000777744,0.974823,All
16.0259,0.0957998,0.720576,46.429,0.00170775,0.992385,153.679,0.000438905,0.970401,81.4116,0.000741332,0.975777,All
16.152,0.0937677,0.732526,47.0153,0.00150151,0.993324,156.05,0.000419854,0.971419,82.6676,0.000706957,0.976686,All
16.2781,0.0916599,0.744215,47.6015,0.00131937,0.99415,158.42,0.000401807,0.972392,83.9236,0.000674484,0.977554,All
16.4041,0.0894835,0.755633,48.1878,0.00115866,0.994876,160.791,0.000384701,0.973324,85.1796,0.000643792,0.978381,All
16.5302,0.0872456,0.766773,48.774,0.00101699,0.995512,163.161,0.000368477,0.974217,86.4357,0.000614766,0.979172,All
16.6563,0.0849535,0.777628,49.3603,0.000892209,0.996071,165.532,0.000353083,0.975072,87.6917,0.000587302,0.979926,All
16.7823,0.0826143,0.78819,49.9465,0.000782379,0.996561,167.902,0.000338468,0.975891,88.9477,0.0005613,0.980648,All
16.9084,0.0802353,0.798455,50.5328,0.000685779,0.996991,170.272,0.000324586,0.976677,90.2037,0.000536671,0.981337,All
17.0344,0.0778235,0.808418,51.119,0.000600872,0.997368,172.643,0.000311393,0.977431,91.4597,0.00051333,0.981996,All
17.1605,0.0753862,0.818075,51.7053,0.000526289,0.997698,175.013,0.00029885,0.978154,92.7157,0.000491198,0.982627,All
17.2866,0.0729303,0.827424,52.2915,0.000460811,0.997987,177.384,0.000286917,0.978848,93.9717,0.000470203,0.983231,All
17.4126,0.0704626,0.836463,52.8777,0.000403357,0.99824,179.754,0.000275561,0.979514,95.2277,0.000450277,0.983809,All
17.5387,0.0679898,0.845189,53.464,0.000352969,0.998461,182.125,0.000264749,0.980155,96.4838,0.000431356,0.984362,All
17.6648,0.0655183,0.853605,54.0502,0.000308798,0.998655,184.495,0.00025445,0.98077,97.7398,0.000413382,0.984893,All
17.7908,0.0630543,0.861709,54.6365,0.000270094,0.998824,186.865,0.000244634,0.981361,98.9958,0.000396298,0.985401,All
17.9169,0.0606039,0.869503,55.2227,0.000236192,0.998972,189.236,0.000235277,0.98193,100.252,0.000380055,0.985888,All
18.0429,0.0581727,0.876989,55.809,0.000206507,0.999102,191.606,0.000226351,0.982477,101.508,0.000364603,0.986356,All
18.169,0.0557662,0.884171,56.3952,0.000180524,0.999215,193.977,0.000217835,0.983004,102.764,0.000349898,0.986805,All
18.2951,0.0533893,0.891051,56.9815,0.000157787,0.999314,196.347,0.000209705,0.98351,104.02,0.000335898,0.987235,All
18.4211,0.0510469,0.897633,57.5677,0.000137897,0.999401,198.718,0.000201942,0.983998,105.276,0.000322564,0.987649,All
18.5472,0.0487435,0.903923,58.154,0.000120501,0.999476,201.088,0.000194525,0.984468,106.532,0.000309859,0.988046,All
18.6733,0.0464831,0.909924,58.7402,0.00010529,0.999542,203.458,0.000187437,0.984921,107.788,0.000297748,0.988427,All
18.7993,0.0442694,0.915644,59.3264,9.19926e-05,0.9996,205.829,0.00018066,0.985357,109.044,0.000286199,0.988794,All
18.9254,0.0421059,0.921088,59.9127,8.03696e-05,0.999651,208.199,0.000174179,0.985777,110.3,0.000275182,0.989146,All
19.0515,0.0399957,0.926262,60.4989,7.0212e-05,0.999695,210.57,0.000167977,0.986183,111.556,0.000264668,0.989485,All
19.1775,0.0379414,0.931174,61.0852,6.13363e-05,0.999733,212.94,0.000162042,0.986574,112.812,0.000254631,0.989812,All
19.3036,0.0359453,0.935831,61.6714,5.35817e-05,0.999767,215.311,0.00015636,0.986951,114.068,0.000245046,0.990125,All
19.4296,0.0340095,0.94024,62.2577,4.68073e-05,0.999796,217.681,0.000150917,0.987315,115.324,0.000235888,0.990427,All
19.5557,0.0321357,0.944408,62.8439,4.08897e-05,0.999822,220.051,0.000145703,0.987667,116.58,0.000227136,0.990718,All
19.6818,0.0303252,0.948345,63.4302,3.57209e-05,0.999844,222.422,0.000140705,0.988006,117.836,0.00021877,0.990998,All
19.8078,0.0285791,0.952057,64.0164,3.12064e-05,0.999864,224.792,0.000135914,0.988334,119.092,0.000210768,0.991268,All
19.9339,0.0268981,0.955553,64.6027,2.72635e-05,0.999881,227.163,0.000131319,0.988651,120.348,0.000203113,0.991528,All
20.06,0.0252826,0.958841,65.1889,2.382e-05,0.999896,229.533,0.000126911,0.988957,121.604,0.000195788,0.991778,All
20.186,0.0237328,0.96193,65.7751,2.08127e-05,0.999909,231.903,0.00012268,0.989253,122.86,0.000188775,0.99202,All
20.3121,0.0222486,0.964828,66.3614,1.81863e-05,0.99992,234.274,0.000118619,0.989538,124.116,0.00018206,0.992252,All
20.4381,0.0208298,0.967542,66.9476,1.58926e-05,0.99993,236.644,0.00011472,0.989815,125.372,0.000175628,0.992477,All
