Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.95818,0.0938089,15.5595,0.0281333,10.9979,0.0222722,5.80926,0.0510407,All
9.87657,0.156348,18.3666,0.0358061,29.0496,0.0171019,15.3743,0.0255203,All
10.795,0.0938089,21.1738,0.117648,47.1013,0.00914751,24.9393,0.0105084,All
11.7134,0.101626,23.9809,0.066497,65.153,0.00477261,34.5043,0.00825658,All
12.6318,0.0938089,26.7881,0.0358061,83.2048,0.00159087,44.0694,0.00975777,All
13.5502,0.039087,29.5952,0.0332485,101.256,0.00159087,53.6344,0.00300239,All
14.4686,0.101626,32.4023,0.0281333,119.308,0.000795435,63.1994,0.00225179,All
15.387,0.0781741,35.2095,0.0127879,137.36,0.000795435,72.7644,0.000750598,All
16.3054,0.0703567,38.0166,0.00767273,155.412,0.000795435,82.3295,0.000750598,All
17.2238,0.101626,40.8238,0.00255758,173.463,0,91.8945,0,All
18.1422,0.109444,43.6309,0.00511515,191.515,0,101.46,0,All
19.0605,0.101626,46.4381,0.00511515,209.567,0.000397718,111.025,0,All
19.9789,0.0312696,49.2452,0.00511515,227.618,0.000397718,120.59,0.000750598,All
