parameter,value
Cl_pop,13.478011597558
V1_pop,25.7297342662962
beta_V1_ANTU_1,-0.303705017863646
beta_V1_logtCLCRMLMIN,-3.22288704198004
beta_V1_logtPROGDL,-1.96512083009923
Q_pop,23.4
beta_Q_LMP_1,1.13785339355417
beta_Q_logtAGEA,1.26461160323184
beta_Q_logtALBGDL,19.2563525565746
beta_Q_logtPROGDL,-18.9753200445994
beta_Q_logtRAL,0.0888172811252066
V2_pop,2.95753857710805
beta_V2_SEXF_1,4.66114403568542
beta_V2_logtHCM,37.1788540272473
beta_V2_logtRAL,0.251953588937775
omega_Cl,0.258787377476222
omega_V1,0.328509881889678
omega_Q,4.75466807930034e-8
omega_V2,3.27604748490636e-8
a,1.36796182406696
b,0.0435915505819647
