pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.3562,0.157851,-3.50345,0.00513449,-1.65546,0.0842082,All
-0.891632,0.631406,-3.27983,0,-1.22003,0.308763,All
-0.42706,0.473554,-3.05622,0.010269,-0.784603,0.47718,All
0.0375119,0.342011,-2.8326,0,-0.349175,0.421041,All
0.502084,0.263086,-2.60899,0.00513449,0.086254,0.364902,All
0.966656,0.131543,-2.38537,0.0256725,0.521683,0.336833,All
1.43123,0.18416,-2.16176,0.0256725,0.957112,0.168416,All
1.8958,0.0526171,-1.93814,0.0821519,1.39254,0.168416,All
2.36037,0.105234,-1.71453,0.0513449,1.82797,0.140347,All
2.82494,0.0263086,-1.49091,0.107824,2.2634,0.0561388,All
,,-1.2673,0.20538,,,All
,,-1.04369,0.272128,,,All
,,-0.820071,0.302935,,,All
,,-0.596456,0.323473,,,All
,,-0.372842,0.302935,,,All
,,-0.149227,0.41076,,,All
,,0.0743878,0.333742,,,All
,,0.298002,0.35428,,,All
,,0.521617,0.400491,,,All
,,0.745232,0.405625,,,All
,,0.968846,0.272128,,,All
,,1.19246,0.266994,,,All
,,1.41608,0.164304,,,All
,,1.63969,0.118093,,,All
,,1.86331,0.0616139,,,All
,,2.08692,0.0616139,,,All
,,2.31053,0.030807,,,All
,,2.53415,0.00513449,,,All
,,2.75776,0.00513449,,,All
,,2.98138,0.010269,,,All
