Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-2.67123,0.0348768,0.0466844,-0.735635,0.0709767,-0.0265238,-1.72513,-0.194242,-0.0255966,-0.438608,0.827639,0.176797,-0.735635,0.783981,0.326526,-1.72513,-0.590767,-0.579091,-0.438608,-0.0144675,-0.0335313,-2.67123,0.127278,0.0944729,-1.72513,0.103225,-0.082312,-0.438608,0.945698,-0.117597,-2.67123,-0.552594,-0.725198,-0.735635,0.149563,-0.271913
-2.61751,0.0410564,0.0457844,-0.71964,0.0417583,-0.0259176,-1.6906,-0.151464,-0.0250506,-0.429264,0.85111,0.174031,-0.71964,0.716663,0.320395,-1.6906,-0.570298,-0.566321,-0.429264,0.0214228,-0.0329318,-2.61751,0.122758,0.0925004,-1.6906,0.087146,-0.0807405,-0.429264,0.906728,-0.115799,-2.61751,-0.57514,-0.711515,-0.71964,0.0525301,-0.26668
-2.56379,0.046694,0.0448845,-0.703644,0.01254,-0.0253114,-1.65606,-0.108686,-0.0245046,-0.41992,0.87458,0.171265,-0.703644,0.649346,0.314264,-1.65606,-0.549828,-0.55355,-0.41992,0.0573131,-0.0323323,-2.56379,0.11845,0.090528,-1.65606,0.0710669,-0.079169,-0.41992,0.867758,-0.114,-2.56379,-0.594786,-0.697833,-0.703644,-0.0445028,-0.261447
-2.51007,0.0486426,0.0439845,-0.687649,-0.0166784,-0.0247052,-1.62152,-0.0659087,-0.0239586,-0.410576,0.850292,0.168498,-0.687649,0.582029,0.308133,-1.62152,-0.529358,-0.540779,-0.410576,0.0683029,-0.0317328,-2.51007,0.115579,0.0885556,-1.62152,0.0549879,-0.0775975,-0.410576,0.791415,-0.112202,-2.51007,-0.594697,-0.684151,-0.687649,-0.141536,-0.256213
-2.45635,0.0505911,0.0430846,-0.671654,-0.0458967,-0.024099,-1.58698,-0.0231309,-0.0234126,-0.401231,0.823803,0.165732,-0.671654,0.514712,0.302003,-1.58698,-0.508889,-0.528009,-0.401231,0.0781454,-0.0311333,-2.45635,0.112708,0.0865831,-1.58698,0.0389089,-0.076026,-0.401231,0.713349,-0.110404,-2.45635,-0.594608,-0.670468,-0.671654,-0.238569,-0.25098
-2.40263,0.0525397,0.0421847,-0.655658,-0.0730508,-0.0234928,-1.55245,0.0112173,-0.0228666,-0.391887,0.777002,0.162966,-0.655658,0.450267,0.295872,-1.55245,-0.490825,-0.515238,-0.391887,0.0770543,-0.0305338,-2.40263,0.109837,0.0846107,-1.55245,0.0235584,-0.0744545,-0.391887,0.620152,-0.108606,-2.40263,-0.59452,-0.656786,-0.655658,-0.328416,-0.245747
-2.34891,0.0544882,0.0412847,-0.639663,-0.0887028,-0.0228866,-1.51791,0.028144,-0.0223206,-0.382543,0.710415,0.1602,-0.639663,0.401827,0.289741,-1.51791,-0.477608,-0.502467,-0.382543,0.0649881,-0.0299343,-2.34891,0.106966,0.0826383,-1.51791,0.00979734,-0.072883,-0.382543,0.512929,-0.106808,-2.34891,-0.594431,-0.643103,-0.639663,-0.378227,-0.240513
-2.29519,0.0564368,0.0403848,-0.623668,-0.104355,-0.0222804,-1.48337,0.0389152,-0.0217746,-0.373199,0.634083,0.157433,-0.623668,0.353386,0.28361,-1.48337,-0.465891,-0.489696,-0.373199,0.0470727,-0.0293348,-2.29519,0.104095,0.0806658,-1.48337,-0.00326175,-0.0713115,-0.373199,0.399783,-0.10501,-2.29519,-0.594342,-0.629421,-0.623668,-0.428038,-0.23528
-2.24147,0.0583854,0.0394848,-0.607672,-0.115501,-0.0216742,-1.44883,0.0424218,-0.0212286,-0.363855,0.552696,0.154667,-0.607672,0.311784,0.27748,-1.44883,-0.455778,-0.476926,-0.363855,0.0260749,-0.0287353,-2.24147,0.101224,0.0786934,-1.44883,-0.0153811,-0.0697401,-0.363855,0.283671,-0.103212,-2.24147,-0.594253,-0.615738,-0.607672,-0.462052,-0.230047
-2.18775,0.0586638,0.0385849,-0.591677,-0.123552,-0.021068,-1.4143,0.0433224,-0.0206826,-0.354511,0.464693,0.151901,-0.591677,0.27488,0.271349,-1.4143,-0.446155,-0.464155,-0.354511,0.000229488,-0.0281358,-2.18775,0.0988114,0.076721,-1.4143,-0.0271075,-0.0681686,-0.354511,0.165479,-0.101414,-2.18775,-0.585959,-0.602056,-0.591677,-0.485213,-0.224814
