iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,526.591,1,30.9422,35.7262,13.3024,1.5,-0.415546,1.5,1.5,1.5,1.5
2,528.158,1,20.4857,19.2618,16.3298,1.69072,-0.407438,1.46202,1.46202,1.46202,1.46202
3,529.865,1,20.7592,19.5459,15.137,1.74553,-0.415896,1.425,1.425,1.425,1.425
4,539.027,1,20.5382,19.5572,16.9661,1.84467,-0.414528,1.38892,1.38892,1.38892,1.38892
5,538.414,1,19.7296,19.5551,16.7693,1.83412,-0.380325,1.35375,1.35375,1.35375,1.35375
6,538.621,1,20.0422,19.484,18.0065,1.90711,-0.401736,1.31947,1.31947,1.31947,1.31947
7,537.864,1,19.8453,19.7262,17.3634,1.92517,-0.38907,1.28606,1.28606,1.28606,1.28606
8,542.968,1,19.9842,18.5448,15.201,1.98065,-0.392472,1.2535,1.2535,1.2535,1.2535
9,529.954,1,19.9931,18.9718,16.5495,1.9305,-0.396822,1.22176,1.22176,1.22176,1.22176
10,519.898,1,20.0149,18.5988,14.4055,1.88162,-0.394441,1.19082,1.19082,1.19082,1.19082
11,523.612,1,19.9573,18.7134,14.1817,1.83433,-0.396451,1.16067,1.16067,1.16067,1.16067
12,510.429,1,19.958,18.7662,14.3276,1.78788,-0.391413,1.13128,1.13128,1.13128,1.13128
13,517.083,1,19.8971,18.964,13.8472,1.80702,-0.388194,1.10264,1.117,1.10264,1.10264
14,522.671,1,19.3807,19.374,13.7842,1.8677,-0.368854,1.07472,1.19674,1.07472,1.07472
15,518.959,1,19.3675,19.2522,13.2907,1.8532,-0.370727,1.04751,1.16644,1.04751,1.04751
16,521.681,1,20.0948,19.2942,14.007,1.90477,-0.394633,1.02098,1.1369,1.02098,1.02098
17,518.803,1,20.1621,18.8758,15.1677,1.8931,-0.402784,0.995131,1.10812,0.995131,0.995131
18,514.699,1,20.8106,18.9342,14.1539,1.86991,-0.427695,0.969933,1.08006,0.969933,0.969933
19,509.873,1,20.3843,19.4341,13.9736,1.8393,-0.403604,0.945374,1.05271,0.945374,0.97092
20,508.069,1,20.0673,19.6059,13.8389,1.85485,-0.397627,0.921437,1.02606,0.921437,0.952692
21,498.235,1,20.2446,19.2859,16.1858,1.80789,-0.412289,0.898105,1.00008,0.898105,0.985995
22,498.592,1,19.5821,19.5736,15.8099,1.8004,-0.377131,0.875365,0.998928,0.875365,0.961029
23,493.358,1,19.9211,19.6925,15.4238,1.75481,-0.39035,0.8532,0.978178,0.8532,0.936695
24,491.987,1,20.0372,19.5453,16.6379,1.7685,-0.404365,0.831597,1.00098,0.831597,0.912978
25,490.851,1,19.6624,19.3295,16.4548,1.79153,-0.376714,0.81054,0.975633,0.81054,0.889861
26,487.734,1,19.6646,19.5969,17.0109,1.75397,-0.376909,0.790017,0.950929,0.790017,0.883966
27,493.253,1,19.9139,19.45,14.9385,1.79865,-0.394003,0.770013,0.975871,0.770013,0.879892
28,483.472,1,20.1676,19.6011,14.2408,1.75907,-0.401914,0.750516,0.951162,0.750516,0.857613
29,489.389,1,20.282,20.4178,14.8161,1.77825,-0.412729,0.731512,0.998996,0.731512,0.899368
30,494.065,1,20.9995,20.631,16.0136,1.85626,-0.43556,0.71299,0.973701,0.71299,0.935808
31,494.891,1,20.4109,21.0962,17.4704,1.86769,-0.418571,0.694937,1.01501,0.694937,0.912112
32,506.712,1,20.5971,21.5348,16.4135,2.02356,-0.418874,0.677341,1.02812,0.677341,0.889017
33,495.201,1,20.5555,21.4908,16.0921,1.97232,-0.420041,0.66019,1.02859,0.66019,0.866507
34,491.749,1,20.0274,21.2291,16.9202,1.92238,-0.397094,0.643474,1.04241,0.643474,0.844566
35,493.87,1,19.4813,20.8229,16.0157,1.95549,-0.375572,0.627181,1.01602,0.627181,0.823181
36,476.043,1,19.7726,21.0605,15.1381,1.90597,-0.382869,0.6113,0.994935,0.6113,0.802338
37,479.873,1,20.7031,20.4761,14.5507,1.85771,-0.426854,0.595821,1.11336,0.598626,0.782022
38,477.879,1,20.3389,20.4686,14.6471,1.81067,-0.411137,0.580735,1.08517,0.59698,0.781713
39,478.773,1,20.4839,20.7924,15.1204,1.80433,-0.413077,0.56603,1.1231,0.584159,0.761919
40,480.747,1,20.1541,20.9593,16.3875,1.84051,-0.395726,0.551698,1.09467,0.583453,0.749375
41,474.774,1,20.2247,21.1848,15.4292,1.79391,-0.40412,0.537729,1.14571,0.606283,0.730401
42,471.094,1,20.1496,20.8325,15.4215,1.75305,-0.398908,0.524113,1.16507,0.604201,0.711907
