parameter,value
Cl_pop,12.7022179346509
beta_Cl_LMP_1,0.219659047693099
V1_pop,23.7911495631689
beta_V1_logtCLCRMLMIN,-3.06494111983053
beta_V1_logtPROGDL,-2.24289029523733
Q_pop,23.4
beta_Q_LMP_1,0.968789837707771
beta_Q_logtAGEA,1.32675243915142
beta_Q_logtALBGDL,18.4864558418045
beta_Q_logtPROGDL,-17.9004164819294
V2_pop,3.39415802119671
beta_V2_SEXF_1,4.15060605254853
beta_V2_logtHCM,32.8382672614911
omega_Cl,0.237306523191855
omega_V1,0.354538754883436
omega_Q,4.02399586593861e-8
omega_V2,1.8800095523351e-8
a,1.43376296323319
b,0.0409536726737144
