iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,693.381,1,20.2629,26.1537,11.9494,6.55784,1,0.3,1,1,1,1
2,648.89,1,13.3362,24.4653,19.9631,9.88465,1.20547,0.213077,0.264237,0.905694,0.888359,0.985313
3,612.466,1,13.6511,24.2577,19.1453,11.1762,1.36434,0.170453,0.248582,0.914853,0.943825,0.759504
4,593.827,1,13.2907,22.8444,20.5911,12.9115,1.4654,0.143843,0.248109,0.932023,0.886856,0.676704
5,555.297,1,13.1404,24.9753,20.9713,12.5726,1.51719,0.105208,0.254122,0.947745,0.658945,0.665079
6,532.723,1,13.4014,25.6207,22.4066,11.8329,1.45036,0.0955184,0.252331,0.937498,0.551197,0.633646
7,522.444,1,13.3648,25.5745,22.2607,12.4389,1.41438,0.0912953,0.249784,0.933741,0.471716,0.647187
8,521.096,1,13.3789,24.7733,23.4707,12.3271,1.50836,0.0834927,0.251174,1.10829,0.458031,0.604816
9,514.179,1,13.5025,27.4271,23.3131,13.2727,1.61773,0.0719414,0.252016,1.07888,0.453654,0.648558
10,512.602,1,13.2897,29.3701,23.8914,11.9165,1.6131,0.0671556,0.25005,1.17717,0.43633,0.693356
11,510.612,1,13.267,27.9694,24.4521,12.8691,1.49273,0.0712681,0.256855,1.26838,0.423294,0.654645
12,503.548,1,13.3029,27.0149,24.4522,12.9737,1.4142,0.0710313,0.256033,1.21035,0.39752,0.683309
13,495.397,1,13.5697,26.4534,24.5141,11.9063,1.46475,0.0664623,0.265688,1.00927,0.386946,0.701748
14,478.507,1,13.562,27.3518,24.4271,12.0189,1.50414,0.0577691,0.261614,0.868734,0.35858,0.676488
15,475.958,1,13.4425,27.2555,24.4118,11.5751,1.42017,0.0576495,0.259168,0.899145,0.356652,0.728285
16,472.133,1,13.4751,28.7746,24.1324,12.407,1.36669,0.0569377,0.260217,0.91136,0.363918,0.73009
17,462.844,1,13.4691,26.7613,24.1805,12.409,1.57582,0.042568,0.254767,0.839046,0.360054,0.69986
18,459.881,1,13.4765,25.3353,24.1919,11.124,1.63352,0.0388907,0.25206,0.792654,0.346771,0.709761
