standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.84769,0.148454,-3.12232,0.0283698,-2.81733,0.0143278,-3.31142,0.0172617,All
-1.55752,0.173197,-2.61618,0.0283698,-2.31624,0.0859666,-2.8955,0,All
-1.26735,0.222681,-2.11005,0.0283698,-1.81516,0.0429833,-2.47958,0,All
-0.977177,0.445363,-1.60391,0.141849,-1.31407,0.200589,-2.06366,0.069047,All
-0.687008,0.346393,-1.09778,0.156034,-0.812977,0.214917,-1.64774,0.0863087,All
-0.396838,0.321651,-0.591641,0.411363,-0.311888,0.315211,-1.23182,0.138094,All
-0.106668,0.123712,-0.085506,0.425547,0.189201,0.558783,-0.815902,0.362496,All
0.183501,0.371136,0.420629,0.312068,0.69029,0.401177,-0.399983,0.466067,All
0.473671,0.272166,0.926765,0.326253,1.19138,0.200589,0.0159363,0.483329,All
0.76384,0.420621,1.4329,0.212774,1.69247,0.0573111,0.431855,0.189879,All
1.05401,0.346393,1.93904,0.0283698,2.19356,0.0429833,0.847775,0.276188,All
1.34418,0.371136,2.44517,0.0141849,2.69465,0,1.26369,0.276188,All
1.63435,0.148454,2.95131,0.0141849,3.19574,0.0143278,1.67961,0.224403,All
