standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.725,0.351694,-2.54243,0.0167959,-2.51114,0.0355528,-2.21652,0.0464206,All
-1.41879,0.37514,-2.11497,0.0167959,-2.10726,0.0711056,-1.9072,0.116051,All
-1.11258,0.117231,-1.68752,0.251939,-1.70339,0.142211,-1.59787,0.208893,All
-0.806369,0.093785,-1.26007,0.117572,-1.29951,0.213317,-1.28855,0.162472,All
-0.500158,0.0703388,-0.832614,0.285531,-0.895632,0.213317,-0.979228,0.232103,All
-0.193948,0.211016,-0.40516,0.470286,-0.491755,0.266646,-0.669905,0.348154,All
0.112262,0.656495,0.0222934,0.487082,-0.0878774,0.44441,-0.360581,0.348154,All
0.418473,0.56271,0.449747,0.302327,0.316,0.391081,-0.051258,0.232103,All
0.724683,0.445479,0.877201,0.251939,0.719877,0.426634,0.258065,0.510627,All
1.03089,0.18757,1.30465,0.117572,1.12375,0.266646,0.567389,0.278524,All
1.3371,0.211016,1.73211,0.100776,1.52763,0.106658,0.876712,0.487416,All
1.64331,0.164124,2.15956,0.0167959,1.93151,0.0711056,1.18604,0.440996,All
1.94952,0.0703388,2.58702,0.0839797,2.33539,0.0177764,1.49536,0.0696309,All
