iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,536.283,1,10.3141,23.8174,19.9536,1.5,-0.415546,1.5,1.5,1.5,1.5
2,530.824,1,22.128,20.2794,22.7791,1.67545,-0.523158,1.46202,1.46202,1.46202,1.46202
3,539.319,1,22.1014,20.519,22.4683,1.7704,-0.528043,1.425,1.425,1.425,1.4645
4,549.211,1,22.3986,20.2404,22.9254,1.90038,-0.533944,1.38892,1.38892,1.38892,1.42742
5,543.696,1,21.386,20.2439,24.3484,1.85226,-0.497323,1.35375,1.35375,1.35375,1.48099
6,543,1,21.3888,20.001,25.6296,1.82464,-0.505163,1.31947,1.31947,1.31947,1.46672
7,546.062,1,21.6227,20.088,22.0074,1.90454,-0.511731,1.28606,1.28606,1.28606,1.42958
8,541.014,1,22.1377,19.4756,22.2229,1.8633,-0.537112,1.2535,1.2535,1.2535,1.39338
9,535.719,1,21.6771,19.683,23.7025,1.85103,-0.519194,1.22176,1.22176,1.22176,1.3581
10,530.164,1,21.8572,18.8272,23.1291,1.8084,-0.513121,1.19082,1.19082,1.19082,1.32371
11,533.112,1,21.4988,18.9176,22.3393,1.83595,-0.498799,1.16067,1.17978,1.16067,1.29934
12,527.315,1,21.3428,18.4766,23.1338,1.79058,-0.497366,1.13128,1.18273,1.13128,1.2834
13,531.562,1,21.6937,18.4988,21.413,1.84841,-0.500511,1.10264,1.15279,1.10264,1.31631
14,532.695,1,21.376,18.2656,22.4927,1.84564,-0.499504,1.07472,1.18864,1.07472,1.37588
15,527.632,1,21.4014,18.3416,20.8716,1.82471,-0.500828,1.04751,1.16406,1.04751,1.34104
16,525.911,1,21.5652,18.7146,20.8787,1.81765,-0.499452,1.02098,1.14577,1.02098,1.35546
17,523.991,1,21.6169,18.5985,20.5998,1.8413,-0.501164,0.995131,1.11676,0.995131,1.32114
18,520.579,1,22.3845,18.3018,18.2123,1.82643,-0.528824,0.969933,1.11174,0.969933,1.28768
19,525.157,1,21.516,18.7681,18.2949,1.88448,-0.489622,0.945374,1.08359,0.945374,1.25508
20,524.154,1,20.7451,19.0723,17.7763,1.90397,-0.461913,0.921437,1.05615,0.921437,1.24739
21,518.492,1,21.1574,18.1883,19.3312,1.85576,-0.490154,0.898105,1.12553,0.898105,1.2158
22,515.311,1,20.8881,18.3225,18.9571,1.80877,-0.473658,0.875365,1.18874,0.875365,1.18502
23,515.246,1,21.1781,18.4809,18.5584,1.83331,-0.479737,0.8532,1.15864,0.8532,1.18969
24,504.881,1,21.2565,18.6215,20.268,1.78688,-0.480151,0.831597,1.12931,0.831597,1.15957
25,494.477,1,21.0176,18.935,20.6517,1.74164,-0.468434,0.81054,1.10071,0.81054,1.1302
26,502.006,1,21.0805,19.0537,20.3957,1.77072,-0.465386,0.790017,1.07284,0.790017,1.15605
27,508.392,1,21.3118,19.722,17.3478,1.80079,-0.479889,0.770013,1.15957,0.770013,1.18446
28,500.391,1,20.6145,19.4559,17.2073,1.75556,-0.450833,0.750516,1.13021,0.750516,1.15447
29,507.202,1,21.6424,19.8354,18.2789,1.85056,-0.495094,0.731512,1.10159,0.731512,1.1611
30,508.993,1,22.2362,19.9489,19.9649,1.92401,-0.517409,0.71299,1.0737,0.71299,1.13171
31,509.176,1,21.7332,20.2804,20.3455,1.94499,-0.502423,0.694937,1.04651,0.694937,1.10305
32,507.398,1,21.768,20.4386,20.8558,1.91655,-0.499967,0.677341,1.02001,0.677341,1.07512
33,500.032,1,22.7309,20.815,19.656,1.8717,-0.551714,0.66019,0.994184,0.66019,1.06025
34,504.252,1,21.2705,20.3209,18.5995,1.90634,-0.492819,0.643474,0.988357,0.645772,1.08799
35,508.279,1,20.937,20.007,17.9705,1.94852,-0.472907,0.627181,0.975283,0.665454,1.09943
36,504.526,1,20.9083,19.8836,16.3105,1.89919,-0.469104,0.6113,1.07151,0.671297,1.16628
37,506.938,1,23.0527,20.0764,17.6775,1.88021,-0.552891,0.595821,1.15001,0.654299,1.14513
38,503.932,1,22.5215,19.9894,19.2069,1.89214,-0.527915,0.580735,1.16537,0.637732,1.11614
39,503.53,1,22.2296,20.1201,20.1154,1.84707,-0.518839,0.56603,1.3248,0.621584,1.10222
40,502.745,1,22.2067,20.3359,18.822,1.8497,-0.51286,0.551698,1.40022,0.605845,1.07431
41,501.469,1,22.0343,20.4329,19.1977,1.8904,-0.506217,0.537729,1.36476,0.590505,1.05635
42,500.613,1,22.3303,20.491,19.3894,1.9037,-0.512255,0.524113,1.33021,0.575553,1.09832
43,499.449,1,22.743,20.2888,18.9425,1.89277,-0.531922,0.510842,1.33828,0.56098,1.07051
44,492.11,1,22.6027,20.1847,18.1871,1.84484,-0.524292,0.497908,1.39652,0.546775,1.04629
45,483.919,1,21.7001,20.4659,16.7293,1.79813,-0.486446,0.4853,1.36116,0.532931,1.0198
46,492.074,1,21.4283,20.9266,18.2065,1.86843,-0.489278,0.473012,1.3267,0.519437,1.04585
47,482.762,1,22.4562,21.182,17.4395,1.82112,-0.519846,0.461035,1.2931,0.506284,1.05667
