iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
543,456.978,2,22.2787,24.9616,11.2611,1.3558,0.054601,1.04651,-0.476658,0.749696,-3.99775,0.192897,1.0215,0.260551,0.871789
544,460.08,2,22.5472,24.9251,12.1302,1.35582,0.0558318,1.10906,-0.492636,0.252316,-3.53576,0.194297,1.05141,0.255984,0.871428
545,455.351,2,22.5958,25.1406,11.8635,1.29795,0.0559708,1.13187,-0.493072,-0.108858,-4.41765,0.188266,1.07856,0.255693,0.889536
546,454.772,2,22.4301,25.1796,12.5579,1.36206,0.0537067,1.18948,-0.488318,0.824262,-4.55964,0.190618,1.12496,0.246161,0.798266
547,452.904,2,22.6231,25.0412,12.8364,1.41477,0.049572,1.17561,-0.496146,1.25725,-4.64229,0.194613,1.14849,0.238258,0.801
548,455.88,2,22.7094,25.1741,13.9015,1.392,0.0503043,1.23876,-0.497205,1.74641,-5.16979,0.195224,1.13743,0.251499,0.836526
549,454.422,2,22.7117,24.7567,13.5635,1.39201,0.0499344,1.2439,-0.501145,1.80161,-5.14994,0.18592,1.15859,0.254245,0.829408
550,452.907,2,22.4021,24.3249,14.3768,1.44318,0.0513387,1.16428,-0.484022,1.75176,-4.813,0.177599,1.11882,0.227699,0.812509
551,452.354,2,22.4608,23.8256,14.2898,1.44317,0.0506739,1.10325,-0.491804,1.63263,-3.58702,0.181928,1.11362,0.235963,0.763179
552,457.868,2,22.4648,23.9386,15.1886,1.44318,0.0519001,1.1432,-0.48736,2.17142,-3.76515,0.187944,1.16584,0.253803,0.73121
553,444.828,2,22.3744,24.3733,14.585,1.38224,0.0505693,1.10731,-0.487054,1.43954,-3.3014,0.187261,1.11297,0.249098,0.714515
554,456.287,2,22.442,24.4864,13.588,1.45382,0.0512236,1.06204,-0.489533,1.25918,-3.23642,0.18344,1.11483,0.242307,0.744741
555,451.625,2,22.4536,24.407,13.5431,1.52359,0.0479557,1.02961,-0.488722,1.39036,-3.02227,0.188463,1.06128,0.247298,0.685342
556,445.492,2,22.4557,24.2196,13.4757,1.53284,0.0447059,1.08079,-0.486815,1.54236,-3.08648,0.193213,1.10217,0.227096,0.671769
557,444.124,2,22.3243,23.8879,13.9439,1.53286,0.0449576,1.10545,-0.485902,1.51971,-3.08667,0.198216,1.0529,0.214036,0.659111
558,443.026,2,22.3471,23.6962,13.9388,1.50818,0.0454635,1.14703,-0.486093,1.09393,-2.97706,0.196888,0.973625,0.224066,0.685243
559,449.458,2,22.4182,23.722,13.7564,1.56326,0.0446023,1.10176,-0.48894,1.05038,-2.58377,0.200776,1.02154,0.228253,0.653273
560,449.246,2,22.1343,24.0077,13.3113,1.58383,0.0442204,1.15305,-0.478851,0.566059,-2.74799,0.199339,1.04302,0.227741,0.640724
561,452.518,2,22.4839,24.2791,13.4019,1.63843,0.0427877,1.1306,-0.488933,0.450554,-3.38167,0.198201,1.05584,0.229981,0.64533
562,449.951,2,22.5226,24.5696,12.8801,1.57198,0.0436556,1.14056,-0.487815,0.735423,-3.84679,0.191881,1.0867,0.23442,0.707503
563,450.346,2,23.0199,24.6301,11.9032,1.57201,0.0434756,1.08307,-0.504876,0.724009,-3.85744,0.190773,1.02178,0.250991,0.693816
564,455.039,2,23.3474,24.7337,10.9603,1.56424,0.0467259,1.13144,-0.516371,-0.533136,-3.97974,0.187158,1.00428,0.253303,0.709052
565,456.105,2,23.3034,24.2244,11.1569,1.55192,0.0470301,1.12941,-0.509625,0.217452,-3.96627,0.198699,0.973662,0.265036,0.714658
566,446.226,2,22.5308,24.0789,12.0039,1.46666,0.0476404,1.07037,-0.484003,0.126637,-3.61626,0.19659,0.937609,0.262295,0.74112
567,442.246,2,22.4298,23.6327,12.7233,1.5287,0.0437034,1.13007,-0.480646,0.691374,-3.63153,0.202921,0.883266,0.25133,0.694998
568,454.917,2,22.1849,23.4522,13.2986,1.52885,0.0493754,1.19648,-0.467811,1.3135,-3.61893,0.193539,0.880398,0.2567,0.701949
569,455.502,2,22.0872,23.7357,13.5963,1.52886,0.0505385,1.16995,-0.472885,1.16891,-3.66155,0.192009,0.840373,0.279117,0.720576
570,447.924,2,22.3329,24.1481,13.3128,1.48862,0.0471629,1.1605,-0.481861,1.50183,-4.11006,0.191585,0.875481,0.300019,0.71384
571,451.582,2,22.3062,24.3967,13.3461,1.48856,0.0455319,1.12962,-0.476165,2.1915,-4.08161,0.193921,0.923209,0.305104,0.743055
572,456.92,2,22.1829,24.5137,13.7317,1.53207,0.0451357,1.06724,-0.475237,1.68094,-3.85577,0.190778,0.972081,0.316951,0.707657
573,459.603,2,22.3332,24.8449,13.9906,1.47627,0.0478417,1.09981,-0.484767,1.76111,-3.47314,0.192351,0.987367,0.321243,0.760854
574,449.124,2,22.4613,24.8031,13.6984,1.44702,0.0470158,1.05521,-0.485557,1.74915,-3.15009,0.188042,1.00072,0.30905,0.748182
575,443.714,2,22.3485,24.3092,14.2224,1.46158,0.0435592,1.06322,-0.482847,1.6434,-2.75821,0.18487,1.08105,0.287577,0.717304
576,440.934,2,21.9846,24.0066,14.733,1.44782,0.0408717,1.08658,-0.473785,1.56984,-2.78037,0.188502,1.09974,0.274244,0.749371
577,439.141,2,22.1995,23.9636,14.7626,1.46193,0.0388863,1.10297,-0.474902,1.83681,-2.76817,0.190614,1.11386,0.272505,0.720344
578,447.168,2,22.836,24.0298,15.4029,1.46194,0.0386694,1.09966,-0.496587,1.54528,-2.73562,0.195176,1.08734,0.280257,0.802973
579,450.036,2,22.358,24.1266,15.6572,1.50756,0.039332,1.01897,-0.486373,0.896866,-2.71431,0.182697,1.07234,0.294775,0.79808
580,445.601,2,22.4795,24.197,13.8998,1.50754,0.0387727,1.0001,-0.490275,0.846407,-2.70699,0.184339,1.01432,0.310602,0.779897
581,437.261,2,22.1294,24.1545,13.2804,1.48862,0.0364095,0.987355,-0.477147,1.05662,-2.54188,0.186574,1.03326,0.303389,0.74999
582,437.697,2,21.8571,24.2297,13.3821,1.48861,0.0365561,0.980543,-0.466175,1.40153,-2.63005,0.185574,1.01927,0.297332,0.732974
583,446.593,2,21.7809,24.4273,13.8483,1.60423,0.033271,0.988435,-0.462747,2.12496,-2.33342,0.185049,0.961858,0.287273,0.785215
584,449.527,2,21.7188,24.5013,13.0723,1.66825,0.0293375,0.971257,-0.46291,2.74659,-2.11536,0.191869,0.950318,0.288161,0.845746
585,452.973,2,21.8753,24.5557,12.4304,1.63043,0.0329951,0.97059,-0.469077,2.57832,-2.20892,0.194521,0.951099,0.297053,0.862366
586,444.653,2,22.4935,24.3956,13.2018,1.54596,0.0359532,1.023,-0.491713,2.2932,-2.54865,0.191545,0.971542,0.301246,0.83209
587,450.519,2,22.4467,24.3195,12.9217,1.49365,0.0418163,1.04952,-0.49072,1.94518,-2.62707,0.1872,0.885365,0.306531,0.859677
588,446.943,2,22.0799,24.1384,12.9697,1.45783,0.0439852,1.06868,-0.480023,1.74818,-2.89623,0.177983,0.877768,0.308427,0.859656
589,450.482,2,22.2672,24.5002,12.5667,1.45784,0.0438781,1.12216,-0.488105,1.43632,-2.89093,0.180212,0.925007,0.301592,0.864587
590,449.031,2,22.6391,24.6726,12.6659,1.4578,0.0417607,1.11631,-0.496501,1.06814,-2.89998,0.185796,0.925538,0.303234,0.910929
591,449.812,2,22.5978,24.5841,12.9955,1.4578,0.0418153,1.11126,-0.490977,0.931703,-2.88503,0.186151,0.957522,0.297312,0.931617
592,445.088,2,22.4796,24.2459,12.8823,1.41161,0.0420286,1.09956,-0.489596,0.668999,-2.48656,0.188384,0.995629,0.299927,0.902399
593,450.272,2,22.0086,24.0515,12.6931,1.43719,0.0411923,1.07672,-0.475329,0.622594,-2.74014,0.184384,1.10186,0.295452,0.870089
594,448.664,2,22.1053,23.9222,13.3409,1.44348,0.0417656,1.10274,-0.48156,1.05973,-2.57952,0.188575,1.11426,0.289007,0.813356
595,446.485,2,22.0899,24.132,13.6007,1.46943,0.0399385,1.11535,-0.479319,1.44848,-3.0973,0.182786,1.16134,0.291191,0.783244
596,450.578,2,22.0939,24.201,13.7834,1.48721,0.0395714,1.08181,-0.479465,1.57642,-3.21595,0.182843,1.17265,0.301493,0.769022
597,445.69,2,22.4921,24.4275,13.8831,1.40905,0.0420548,1.07499,-0.493448,1.70465,-3.37657,0.184661,1.16681,0.310294,0.762861
598,446.155,2,22.5305,24.4353,14.5441,1.38185,0.0432632,1.00437,-0.495905,1.32726,-3.3391,0.187253,1.14367,0.305405,0.776797
599,442.403,2,22.3624,24.4254,14.6778,1.43953,0.0404547,1.03558,-0.485912,1.55522,-3.37413,0.186267,1.14093,0.292194,0.743076
600,442.378,2,22.4267,24.4314,14.8742,1.41918,0.0409561,1.06731,-0.488505,1.89476,-3.46016,0.185574,1.14512,0.286618,0.757052
601,445.723,2,22.4352,24.4021,14.9432,1.38832,0.0444325,1.03865,-0.488881,1.69275,-3.09773,0.185711,1.12167,0.279369,0.757437
602,452.133,2,22.3694,24.2079,14.6577,1.41013,0.0466467,1.04781,-0.488637,1.41816,-2.66542,0.185078,1.1446,0.274281,0.731859
603,450.844,2,22.2179,23.9077,15.0635,1.41016,0.0474756,1.05773,-0.48234,1.52186,-2.62349,0.188116,1.12731,0.275612,0.720641
604,447.746,2,22.2903,23.9094,14.7419,1.44544,0.0459026,1.02298,-0.479569,1.4605,-2.4733,0.189775,1.08436,0.281525,0.699684
605,440.967,2,22.3631,24.0612,13.9695,1.4686,0.043557,1.0485,-0.484467,1.73155,-2.81013,0.194843,1.03539,0.275487,0.669416
606,443.741,2,22.2049,24.2304,14.8857,1.4184,0.0444827,1.05755,-0.478504,1.91362,-3.31445,0.19719,1.0439,0.267623,0.7289
607,449.568,2,22.1647,24.137,14.7892,1.41839,0.0442381,1.05822,-0.475993,1.90862,-3.5795,0.193052,1.08994,0.281815,0.758073
608,446.398,2,22.1363,24.1632,14.702,1.38314,0.0438104,1.07207,-0.473834,2.16983,-3.62063,0.191955,1.1352,0.282947,0.809743
609,450.973,2,22.1481,24.2261,14.449,1.38315,0.0440271,1.07644,-0.47642,2.3723,-3.66248,0.18735,1.13267,0.289327,0.857461
610,450.221,2,22.0952,24.224,14.3465,1.38316,0.0448161,1.06619,-0.477197,2.04535,-3.78794,0.186356,1.18665,0.279658,0.848176
611,448.564,2,22.1146,24.2854,14.3769,1.39853,0.0457116,1.04504,-0.476995,1.61315,-3.64549,0.185674,1.12201,0.273369,0.830403
612,441.217,2,22.1409,24.3614,14.2021,1.36574,0.0463187,1.03748,-0.475675,1.46836,-3.73332,0.186964,1.06925,0.273777,0.804389
613,435.916,2,22.1909,24.5074,14.0379,1.35449,0.0449381,1.00255,-0.474204,1.26159,-3.5993,0.186583,1.00677,0.273547,0.819105
614,441.589,2,22.1355,24.8687,13.8371,1.35451,0.0453865,1.02879,-0.475902,1.79142,-3.85069,0.186855,0.974216,0.275012,0.823922
615,444.627,2,21.9917,24.7553,13.9281,1.38271,0.0434443,1.03591,-0.472056,2.06099,-4.08273,0.190028,1.00448,0.271513,0.851801
616,448.361,2,22.2231,25.0034,14.0328,1.3971,0.0449035,1.08523,-0.480843,1.56128,-4.28917,0.189335,0.97759,0.268501,0.8689
617,438.082,2,22.085,25.0811,14.1711,1.38105,0.0445577,1.07422,-0.476148,1.03552,-4.37544,0.18512,0.971089,0.272159,0.839461
618,433.181,2,21.9951,24.7843,13.8861,1.34338,0.0461772,1.09259,-0.471348,0.950388,-3.93633,0.182388,0.952263,0.272093,0.776872
619,446.026,2,21.9858,24.8397,13.6325,1.35599,0.0462726,1.07246,-0.469375,0.954532,-3.99291,0.184396,0.964064,0.280276,0.80097
620,440.488,2,22.0133,24.6988,13.5676,1.38534,0.0446512,1.0559,-0.470945,1.48324,-3.70838,0.184181,0.986362,0.276057,0.78252
621,447.634,2,22.0805,24.6677,13.5817,1.40394,0.0455902,1.09664,-0.475636,1.92161,-3.52403,0.184072,0.992336,0.27454,0.778072
622,446.124,2,22.2192,24.6472,13.1785,1.40394,0.0459853,1.09166,-0.482091,1.65622,-3.47602,0.184831,0.972045,0.274958,0.803788
623,454.193,2,22.306,24.7982,13.3022,1.40963,0.0476492,1.05573,-0.487325,1.52318,-3.38866,0.180118,1.01513,0.269304,0.839133
624,450.264,2,22.0902,24.8865,13.7769,1.44725,0.0457559,1.05511,-0.47949,1.73747,-3.33548,0.181214,1.02244,0.259504,0.865895
625,451.337,2,22.1497,24.9628,13.649,1.44729,0.0468172,1.0558,-0.479239,1.82567,-3.28564,0.184551,1.02105,0.25044,0.860675
626,450.205,2,22.1677,24.8151,13.547,1.41917,0.0480678,1.06258,-0.477079,1.84764,-3.30128,0.186811,1.01553,0.248627,0.872727
627,446.384,2,22.0676,24.6376,13.1961,1.39104,0.048334,1.06322,-0.47182,1.76485,-3.11161,0.18491,0.979097,0.251382,0.910377
628,449.829,2,22.1307,24.6765,13.0703,1.42488,0.047082,1.06533,-0.477172,1.45845,-2.97754,0.184892,0.919358,0.25413,0.943917
629,444.876,2,22.311,24.7854,13.08,1.42486,0.0465316,1.09479,-0.484194,1.34211,-2.97258,0.183531,0.940504,0.254362,0.913013
630,456.477,2,22.3116,24.7699,13.2345,1.4158,0.0487643,1.07737,-0.488274,1.41216,-2.97289,0.183386,0.961175,0.258188,0.903414
631,461.402,2,22.5194,24.961,12.8188,1.48094,0.0475377,1.07295,-0.49663,1.05417,-2.80032,0.187858,0.971683,0.256633,0.902027
632,465.792,2,22.4818,24.9185,12.3406,1.49913,0.0476574,1.09646,-0.493621,1.15198,-2.61743,0.192009,0.960804,0.267,0.939395
633,467.462,2,22.3962,24.7569,12.3141,1.51828,0.0478809,1.10969,-0.488389,0.937781,-2.54782,0.192387,0.970917,0.273056,0.95461
634,458.277,2,22.3342,24.7657,12.3993,1.4961,0.0475697,1.09712,-0.487082,1.58659,-2.43153,0.189764,0.987168,0.275041,0.952165
635,444.403,2,22.1255,24.7691,12.4381,1.48946,0.0447283,1.04107,-0.481377,1.19767,-2.69515,0.188693,0.948269,0.276574,0.920511
636,446.548,2,22.0899,24.9665,12.18,1.48944,0.0439274,1.08029,-0.478947,1.19975,-3.05083,0.189394,0.907021,0.279677,0.892601
637,451.398,2,21.9883,25.3865,12.345,1.45302,0.0466592,1.08575,-0.472055,1.24491,-3.70116,0.187841,0.85835,0.284306,0.907753
638,454.52,2,22.3114,25.5004,11.7357,1.46371,0.0466211,1.10004,-0.484355,1.41397,-4.03229,0.189807,0.827731,0.282584,0.949529
639,452.622,2,22.3394,25.6114,11.5348,1.43949,0.047661,1.08135,-0.487782,1.34866,-4.46546,0.18654,0.801654,0.292346,0.97391
640,455.763,2,22.2425,25.7821,11.6187,1.4395,0.048067,1.09629,-0.482829,1.11764,-4.52775,0.191837,0.792809,0.297066,0.960325
641,453.55,2,22.0701,25.8148,12.1031,1.40619,0.050065,1.06729,-0.479692,1.01527,-4.59548,0.189207,0.804544,0.29089,0.958526
642,457.807,2,22.2333,25.5969,12.5203,1.39675,0.0512288,1.06697,-0.485557,1.35337,-4.53887,0.188686,0.795869,0.292166,0.987348
643,444.789,2,22.1864,25.4517,12.4067,1.34802,0.0513107,1.06366,-0.482145,1.49958,-4.33216,0.18801,0.80967,0.289936,0.973199
644,455.187,2,22.334,25.5421,12.4242,1.36727,0.0515169,1.06491,-0.48704,1.507,-4.24223,0.184932,0.855171,0.282744,0.956655
645,456.154,2,22.5803,25.6465,12.3907,1.40311,0.0505857,1.08952,-0.493679,1.69852,-4.07871,0.18672,0.880881,0.275209,0.945472
646,449.018,2,22.6119,25.7656,12.1732,1.42585,0.0504467,1.09188,-0.494834,1.381,-4.12782,0.184758,0.836254,0.268864,0.927961
647,449.212,2,22.4946,25.726,12.3782,1.43987,0.0495677,1.09988,-0.489809,1.0374,-4.14666,0.185233,0.851494,0.262981,0.902908
648,451.832,2,22.5,25.687,12.2451,1.41621,0.050545,1.10388,-0.490372,1.07878,-4.26253,0.182113,0.831504,0.266802,0.949318
649,469.25,2,22.3049,25.6525,12.232,1.40393,0.0518061,1.09054,-0.483322,1.14737,-4.30144,0.181457,0.930776,0.27508,0.994852
650,457.607,2,22.5158,25.435,12.0506,1.40391,0.0507838,1.09972,-0.490851,1.02499,-4.40393,0.182919,0.940332,0.27653,1.01959
651,452.528,2,22.3013,25.2539,12.1466,1.3723,0.0514676,1.09798,-0.483331,0.905498,-4.23494,0.182762,0.937313,0.274442,1.01097
652,456.222,2,22.4184,25.2227,12.1191,1.40165,0.0507166,1.09656,-0.48814,0.952163,-3.91966,0.180414,0.927701,0.275387,0.994353
653,459.815,2,22.3906,25.0881,11.9193,1.42503,0.0510097,1.08147,-0.482829,1.39472,-3.66628,0.18521,0.91951,0.27538,0.953926
654,461.346,2,22.2496,25.0278,12.2104,1.45116,0.0516332,1.05317,-0.478842,1.35497,-3.46923,0.186627,0.889025,0.268906,0.952668
655,457.288,2,22.4407,25.061,12.4591,1.42212,0.0528854,1.03463,-0.484158,1.63063,-3.30596,0.188444,0.90397,0.264184,0.946493
656,462.349,2,22.4822,25.0671,12.5938,1.40758,0.0537414,1.05349,-0.488677,1.56883,-3.3391,0.186762,0.963822,0.261581,0.938666
657,457.033,2,22.2981,25.2315,12.1971,1.38129,0.054489,1.04901,-0.482378,1.38187,-3.29732,0.187229,0.97507,0.252366,0.954722
658,448.447,2,22.2728,25.1117,12.0924,1.3327,0.0557234,1.02592,-0.481518,1.39909,-3.43573,0.187194,0.963204,0.243695,0.945703
659,450.832,2,22.2814,25.0504,12.2636,1.31056,0.0559459,1.04787,-0.481217,1.52311,-3.45187,0.187174,0.956418,0.247395,0.937473
660,452.408,2,22.184,24.9898,12.4685,1.30295,0.0549119,1.06144,-0.477829,1.84416,-3.48142,0.189563,0.983995,0.25151,0.932185
661,458.673,2,22.2296,25.1574,12.5921,1.32659,0.0548031,1.08471,-0.481436,1.28879,-3.40682,0.189857,0.979228,0.252273,0.931727
662,458.065,2,22.3335,25.0984,12.0442,1.34732,0.0555231,1.09615,-0.483206,0.871323,-3.67669,0.190604,0.978557,0.24797,0.896239
663,455.191,2,22.2398,25.1704,12.3318,1.32926,0.0564783,1.08316,-0.477763,0.700266,-3.65371,0.190223,1.00411,0.245249,0.881147
664,461.756,2,21.9009,25.1442,12.2528,1.36065,0.0552548,1.08138,-0.464783,0.606563,-3.65195,0.18658,1.04117,0.250832,0.884021
665,454.073,2,22.0073,25.1637,12.2954,1.39162,0.0530849,1.08583,-0.471066,0.877619,-3.65584,0.186426,1.03914,0.25121,0.869044
666,455.234,2,22.2457,25.1736,12.5321,1.41247,0.0519013,1.11374,-0.479201,0.98322,-3.76736,0.185587,1.04339,0.251457,0.862901
667,458.041,2,22.3019,25.1786,12.5721,1.4052,0.0523943,1.11332,-0.48284,0.536576,-4.23277,0.18451,1.07118,0.254398,0.850089
668,466.841,2,22.4544,24.9321,12.6964,1.43983,0.0512209,1.14212,-0.490935,0.208614,-4.30052,0.186847,1.09362,0.259339,0.858953
669,455.343,2,22.3752,24.8858,12.5579,1.43855,0.0497315,1.13608,-0.484345,0.154278,-4.24024,0.190207,1.08612,0.265111,0.860697
670,456.73,2,22.2478,24.8048,12.4392,1.46464,0.048629,1.13118,-0.479055,-0.231881,-3.9083,0.190507,1.05211,0.263205,0.866271
671,450.35,2,22.2247,24.8221,12.5314,1.45123,0.0484473,1.09908,-0.478165,-0.000415862,-3.91276,0.189148,1.00973,0.262374,0.887408
672,455.081,2,22.0395,24.7406,12.4781,1.45124,0.0492916,1.1058,-0.470345,-0.263414,-3.80342,0.189311,0.993368,0.261405,0.872189
673,457.8,2,22.0636,24.6872,12.0601,1.48649,0.0476354,1.07426,-0.471477,-0.271786,-3.70745,0.191282,0.965576,0.267763,0.869954
674,464.372,2,22.0597,24.5425,12.0276,1.52008,0.0472935,1.07917,-0.471911,-0.0312213,-3.69371,0.188779,0.991282,0.275653,0.841905
675,465.558,2,21.953,24.4526,12.0601,1.53704,0.047558,1.08799,-0.468287,0.0890891,-3.49054,0.185198,0.997401,0.279763,0.85126
676,464.611,2,22.1037,24.3234,12.2594,1.51192,0.049175,1.08551,-0.473586,-0.090063,-3.43065,0.187128,1.0194,0.281264,0.838747
677,473.905,2,22.0875,24.4412,12.2289,1.52212,0.0500525,1.09808,-0.473103,0.0945811,-3.65702,0.188147,1.04786,0.282524,0.848687
678,469.888,2,22.0781,24.3473,12.107,1.54152,0.0489383,1.10951,-0.471981,0.238525,-3.78934,0.188143,1.04613,0.281963,0.890178
679,468.907,2,22.0597,24.3675,11.8126,1.5774,0.0476404,1.10844,-0.470825,0.530852,-3.76146,0.185271,1.02834,0.281804,0.911379
680,467.964,2,21.9944,24.2892,12.0353,1.55789,0.0488942,1.10491,-0.469601,0.762311,-3.73063,0.183987,1.03349,0.28116,0.915631
681,464.135,2,21.9385,24.1982,11.9865,1.52676,0.0491681,1.09726,-0.467013,0.696218,-3.48922,0.185543,1.04314,0.280799,0.933505
682,467.434,2,22.057,24.0191,11.9966,1.52126,0.0500737,1.10041,-0.475195,0.4579,-3.48732,0.18411,1.04749,0.283157,0.907139
683,469.502,2,22.0341,23.9344,12.153,1.51508,0.0505999,1.09618,-0.474796,0.0895621,-3.42293,0.182138,1.0581,0.287714,0.911047
684,465.179,2,22.2033,24.0131,12.3048,1.48478,0.0514215,1.09265,-0.479629,0.0795775,-3.31893,0.184519,1.08347,0.287959,0.89485
685,465.954,2,22.252,24.3372,12.4493,1.47921,0.0506215,1.08976,-0.481732,0.402331,-3.43867,0.185284,1.11809,0.288127,0.902766
686,469.033,2,22.3166,24.6641,12.1491,1.47921,0.0508163,1.11119,-0.48419,0.184433,-3.8765,0.186289,1.16158,0.286207,0.888699
687,476.052,2,22.2043,24.859,12.229,1.45625,0.0533874,1.09395,-0.479898,-0.107149,-4.26921,0.185902,1.16661,0.284613,0.894914
688,458.422,2,22.1816,24.8979,12.0417,1.46307,0.0520594,1.09888,-0.478956,-0.278287,-4.78758,0.184977,1.16496,0.282667,0.864205
689,463.41,2,22.3515,24.9411,11.6854,1.44649,0.0523412,1.12679,-0.483917,-0.0298838,-5.42772,0.185362,1.16529,0.286987,0.851344
690,462.655,2,22.4602,24.9963,11.9535,1.45812,0.0522111,1.12352,-0.488401,-0.355117,-5.64946,0.184938,1.1354,0.287778,0.833281
691,456.127,2,22.3925,25.0761,11.8841,1.45811,0.051994,1.13297,-0.485658,-0.644028,-5.82133,0.186036,1.10298,0.284997,0.814535
692,459.033,2,22.3534,24.9677,11.7079,1.42698,0.0533276,1.12553,-0.483147,-0.598055,-5.78469,0.18629,1.08688,0.281271,0.816466
693,456.159,2,22.2477,25.0238,11.7451,1.42699,0.0538273,1.12439,-0.479251,-0.257685,-5.7156,0.185217,1.05805,0.277922,0.805035
694,459.616,2,22.223,25.0916,11.6316,1.41515,0.0542183,1.11764,-0.478211,-0.163557,-5.61233,0.186187,1.06045,0.272972,0.812328
695,458.051,2,22.2607,25.2477,11.4384,1.39003,0.0550728,1.12826,-0.48088,0.0200866,-5.59552,0.184645,1.06416,0.271968,0.815944
696,459.145,2,22.241,25.2582,11.1953,1.37955,0.0555569,1.13381,-0.48005,0.0611015,-5.33691,0.183196,1.04341,0.276064,0.823308
697,454.468,2,22.2476,25.3159,11.073,1.37208,0.0552076,1.14214,-0.479455,0.0825581,-5.24332,0.185168,1.0176,0.276039,0.82974
698,456.703,2,22.2456,25.341,11.0492,1.36527,0.0552049,1.15508,-0.478218,0.727648,-5.35769,0.186254,1.00854,0.27799,0.829724
699,456.674,2,22.4332,25.4517,10.8765,1.3536,0.0561138,1.16034,-0.485705,0.834689,-5.71184,0.18384,1.00965,0.277425,0.819539
700,457.614,2,22.4386,25.4494,11.0492,1.35807,0.05592,1.16702,-0.48628,0.757716,-6.15384,0.183837,0.994396,0.274167,0.841358
701,444.617,2,22.4668,25.5248,11.0614,1.3376,0.0556095,1.16086,-0.488509,0.73276,-6.36607,0.183062,0.978521,0.266976,0.851685
702,449.81,2,22.6068,25.5394,11.0351,1.31694,0.0562857,1.17361,-0.493397,0.554873,-6.13941,0.186615,0.967039,0.264974,0.835067
703,459.671,2,22.5888,25.4468,11.0655,1.32507,0.0569204,1.15103,-0.492172,0.57102,-6.21604,0.186152,0.956684,0.266657,0.837468
704,457.123,2,22.6117,25.3823,10.9723,1.33396,0.056947,1.13583,-0.494528,0.867477,-6.34033,0.186168,0.954972,0.265366,0.834788
705,453.678,2,22.6132,25.3154,11.0322,1.33395,0.0569239,1.14068,-0.494815,0.861506,-6.37988,0.184204,0.963752,0.265806,0.828617
706,453.745,2,22.5343,25.4157,11.1418,1.33847,0.0572949,1.12142,-0.491902,0.981376,-6.084,0.183842,0.952438,0.261495,0.821882
707,453.579,2,22.485,25.4138,11.308,1.33278,0.0577436,1.11298,-0.490173,1.19542,-5.81886,0.184997,0.940137,0.263161,0.807579
708,448.18,2,22.3365,25.395,11.3734,1.33277,0.0573473,1.11727,-0.484695,1.27393,-5.43351,0.186351,0.920788,0.261447,0.802805
709,450.372,2,22.3221,25.5001,11.2402,1.33276,0.056999,1.11822,-0.48351,1.17371,-5.28096,0.186364,0.905672,0.26159,0.814688
710,455.71,2,22.3117,25.6535,11.5061,1.34007,0.0561324,1.1035,-0.482972,0.99286,-4.92572,0.186832,0.915967,0.265824,0.82892
711,446.277,2,22.3706,25.7372,11.6732,1.34005,0.05554,1.10843,-0.485084,1.21213,-4.84272,0.18637,0.916861,0.265257,0.822375
712,456.578,2,22.4214,25.7601,11.6372,1.33624,0.0560976,1.11706,-0.487555,1.38834,-4.85715,0.185614,0.913853,0.265635,0.836559
713,463.776,2,22.384,25.7755,11.2336,1.35863,0.056349,1.12139,-0.486794,1.23364,-4.95114,0.187524,0.89793,0.270352,0.829355
714,457.057,2,22.3335,25.8344,11.0755,1.34887,0.0567495,1.11449,-0.485164,1.09273,-5.05092,0.187128,0.896853,0.276089,0.829824
715,452.463,2,22.3386,25.7927,11.1951,1.37087,0.05488,1.11795,-0.484454,0.933398,-4.98245,0.185955,0.891939,0.283242,0.828626
716,463.352,2,22.3194,25.7653,11.3476,1.37634,0.0554716,1.11421,-0.483565,0.865602,-5.23319,0.186924,0.875903,0.283731,0.850753
717,462.168,2,22.3073,25.6401,11.4293,1.37636,0.0562152,1.1304,-0.482553,0.866511,-5.39915,0.18591,0.866443,0.284329,0.862424
718,452.153,2,22.3172,25.5222,11.3222,1.36704,0.0559726,1.12308,-0.481197,1.01229,-5.28969,0.187848,0.858407,0.287688,0.851568
719,458.515,2,22.3827,25.5809,11.3871,1.36149,0.0562358,1.10774,-0.484433,1.01347,-5.24089,0.188178,0.858621,0.289485,0.855398
720,468.892,2,22.4201,25.6296,11.3454,1.35725,0.0571807,1.09953,-0.487506,1.10973,-5.21299,0.18829,0.874688,0.291229,0.866218
721,456.097,2,22.4622,25.6743,11.592,1.35295,0.0567795,1.0923,-0.488992,1.10066,-5.24231,0.187464,0.895147,0.291598,0.859469
722,454.474,2,22.5495,25.6199,11.5219,1.35782,0.0570107,1.09225,-0.491212,1.21117,-5.12321,0.187854,0.884391,0.288207,0.837211
723,449.311,2,22.4748,25.6919,11.6261,1.35084,0.0575932,1.08203,-0.489042,1.37732,-5.01682,0.185474,0.867506,0.285281,0.819485
724,456.914,2,22.5599,25.6843,11.7824,1.35085,0.0576042,1.08549,-0.492946,1.23361,-5.11863,0.185977,0.863521,0.285769,0.819937
725,457.61,2,22.608,25.7506,11.7614,1.35085,0.0575107,1.07956,-0.494971,1.22601,-5.09465,0.185332,0.873776,0.28449,0.827098
