iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
177,466.505,1,22.2935,25.5184,11.2124,1.36727,0.0578814,1.05603,-0.480427,0.660331,-3.44506,0.197044,0.990907,0.277062,1.08582
178,468.069,1,21.7294,25.5991,10.2354,1.44985,0.0555023,0.964119,-0.45248,1.20107,-3.17316,0.192055,0.965817,0.270047,1.07732
179,470.05,1,22.3644,26.2958,9.21183,1.51075,0.0541582,1.08906,-0.479925,0.890496,-4.01759,0.189719,1.02025,0.263209,1.05004
180,469.2,1,22.0073,26.2808,8.75955,1.51073,0.051498,1.07143,-0.465085,1.17165,-4.98552,0.198671,1.10468,0.256545,1.02345
181,475.342,1,22.2735,25.9502,10.4185,1.4715,0.057918,1.09613,-0.492057,1.80669,-5.26655,0.193757,1.1354,0.250049,0.99754
182,477.439,1,22.905,25.8398,9.23378,1.55591,0.0566568,1.22516,-0.498515,1.24941,-6.0715,0.188851,1.10665,0.250112,0.972282
183,475.131,1,23.4724,25.9795,10.0277,1.44351,0.061606,1.21144,-0.516476,1.17931,-5.70433,0.186179,1.07863,0.254798,0.978126
184,467.784,1,22.2391,26.2748,10.8031,1.44344,0.0596425,1.10203,-0.483245,0.568127,-4.4276,0.18732,1.05132,0.248347,0.95336
185,464.094,1,23.2015,25.9488,10.74,1.4424,0.0558328,1.11326,-0.512964,1.00776,-3.56677,0.193444,1.04029,0.242058,0.955852
186,464.405,1,23.1208,25.0464,10.5896,1.44243,0.056646,1.16475,-0.505114,1.83714,-4.20965,0.188546,1.0434,0.235929,0.984734
187,459.242,1,22.2746,24.3421,12.3905,1.47177,0.0534033,1.15956,-0.474314,3.11902,-4.59805,0.197075,1.01698,0.229955,0.9598
188,461.904,1,22.4355,24.7076,12.1872,1.5443,0.0521949,1.07783,-0.480857,1.44656,-4.08214,0.192085,0.991234,0.229806,0.935497
189,460.747,1,22.5222,24.7478,12.9183,1.60899,0.0534139,1.26405,-0.482883,2.78547,-3.60163,0.187221,0.991121,0.223987,0.91181
190,454.186,1,22.8185,24.7492,12.1161,1.52854,0.0507432,1.05532,-0.49727,2.20081,-3.53722,0.183707,0.966026,0.235053,0.888722
191,452.912,1,22.872,24.8834,12.3429,1.45211,0.048206,1.00953,-0.509786,2.20255,-3.5287,0.183242,1.02071,0.261648,0.866219
192,462.24,1,23.663,25.0584,11.7227,1.43328,0.0570345,1.14625,-0.535005,0.963244,-3.66448,0.184277,1.06729,0.255023,0.844286
193,458.624,1,23.0087,24.2939,11.4883,1.38782,0.0566795,1.14957,-0.507158,2.17382,-4.45576,0.184046,1.04027,0.248566,0.839926
194,452.921,1,22.7063,25.1459,11.4514,1.32832,0.0561802,1.15338,-0.49958,1.31629,-4.09822,0.187924,1.01393,0.268526,0.818659
195,448.597,1,21.9072,24.6889,11.9123,1.29703,0.0569457,1.10442,-0.462706,1.89137,-3.8148,0.188176,0.988255,0.275054,0.79793
196,451.161,1,21.8278,25.0838,12.7282,1.32736,0.0542868,1.09983,-0.468747,1.91667,-3.5784,0.184,0.963232,0.280631,0.813819
197,450.982,1,22.2533,25.1663,12.0518,1.43433,0.052346,1.06739,-0.474875,1.207,-3.59265,0.184889,0.938843,0.298115,0.793212
198,456.223,1,22.4962,24.6912,12.2444,1.43436,0.0537828,1.13045,-0.484112,0.0751716,-3.49091,0.181731,0.921279,0.30342,0.773128
199,448.234,1,22.3461,24.7916,11.4516,1.36264,0.0510936,1.06852,-0.485633,1.6128,-3.67725,0.190047,0.897952,0.322761,0.780022
200,458.621,1,22.2579,24.5192,12.0324,1.42389,0.0477337,1.02609,-0.483881,1.24532,-3.93867,0.19229,1.02497,0.332641,0.824219
201,459.782,1,23.3139,25.2833,11.8028,1.48743,0.047229,1.08986,-0.528358,0.724288,-4.52983,0.187422,1.00918,0.324218,0.836715
202,453.512,1,22.2184,25.2318,11.7148,1.48744,0.0475763,1.01213,-0.475033,0.78333,-4.31031,0.189303,0.915635,0.294703,0.771764
203,457.487,1,21.5906,24.9891,12.3573,1.48749,0.0489814,0.97022,-0.452568,0.649184,-3.4905,0.192061,0.902094,0.298913,0.810224
204,457.581,1,21.6577,24.4148,12.3825,1.50716,0.0449998,1.05666,-0.446798,0.031362,-3.65635,0.200612,0.944923,0.303741,0.845086
205,443.752,1,22.5453,24.1399,12.7863,1.4991,0.0399488,1.13972,-0.489085,0.614008,-3.76766,0.186553,0.843376,0.311721,0.815444
206,453.68,1,22.5222,23.918,13.1503,1.45035,0.0461003,1.10762,-0.487579,1.12784,-3.28725,0.185772,0.928719,0.298361,0.907175
207,443.545,1,22.3508,23.9401,13.207,1.44738,0.0394748,1.04522,-0.490699,1.36672,-3.49042,0.183829,0.954155,0.287016,0.909707
208,442.066,1,22.2252,24.2515,13.2441,1.46639,0.039036,1.04576,-0.489171,1.8291,-2.94641,0.178132,1.03646,0.258929,0.89077
209,446.479,1,22.5511,24.1406,12.7071,1.46642,0.0416484,1.05599,-0.489169,1.99095,-2.70705,0.18337,1.1333,0.247714,0.880334
210,439.53,1,22.2313,24.1824,13.2843,1.39744,0.0418522,1.12007,-0.483251,1.47668,-2.70925,0.184634,1.1511,0.231812,0.839613
211,449.726,1,22.3364,23.8985,13.851,1.5224,0.0407392,1.06855,-0.488426,1.36077,-4.06609,0.190803,1.13268,0.249491,0.803614
212,433.425,1,22.5504,23.6379,13.2288,1.45076,0.0393997,1.14024,-0.491696,1.70354,-3.26927,0.193711,1.09571,0.214812,0.715884
213,436.466,1,22.1128,23.713,13.3011,1.41769,0.0426746,1.06227,-0.467348,0.778066,-3.17888,0.198721,1.13175,0.206889,0.731948
214,449.766,1,21.9129,23.6981,13.3737,1.50619,0.0468698,0.990889,-0.464915,1.32844,-3.12243,0.18345,1.03701,0.226207,0.795455
215,457.897,1,21.9262,23.8386,14.1839,1.41445,0.0560607,1.02986,-0.467208,1.51245,-3.0942,0.182244,1.06928,0.224404,0.842985
216,447.335,1,22.8086,23.8461,14.8321,1.34661,0.0510799,1.08203,-0.503516,1.76848,-3.90434,0.181251,1.08548,0.240506,0.823143
217,439.107,1,22.1455,24.3736,15.0253,1.30185,0.0494063,1.11719,-0.469867,1.49288,-3.16316,0.171601,1.08331,0.24204,0.818373
218,442.656,1,22.1469,23.9416,13.9095,1.33896,0.0507463,1.00044,-0.474909,1.58464,-3.27828,0.178031,1.04155,0.239859,0.78215
219,450.782,1,22.1618,24.0616,13.1593,1.43085,0.048282,1.00318,-0.476581,1.93033,-2.82122,0.187132,1.02286,0.252439,0.83662
220,456.204,1,22.1302,24.2653,13.9863,1.46338,0.0517778,1.05443,-0.47603,1.94487,-2.01062,0.18582,1.02441,0.242153,0.821346
221,460.085,1,22.6085,23.9109,13.0917,1.46343,0.0537492,1.09057,-0.501789,1.6364,-1.91071,0.195297,0.930439,0.241138,0.864596
222,456.87,1,22.7335,24.1685,13.2499,1.4386,0.053392,1.10328,-0.508412,1.80113,-2.34706,0.192305,0.961474,0.2438,0.830837
223,445.136,1,22.0577,24.1055,13.5063,1.41823,0.0471624,1.13836,-0.480589,1.25167,-2.36252,0.198943,0.853542,0.238768,0.87291
224,443.997,1,22.1121,24.0944,14.1113,1.41818,0.0465361,0.989318,-0.479158,1.24413,-2.74396,0.191671,0.950468,0.23404,0.858581
225,462.395,1,21.903,24.6764,14.0229,1.51634,0.0528958,1.05518,-0.470798,0.662847,-3.31831,0.192896,1.00869,0.23323,0.844884
226,463.703,1,22.4511,24.7153,13.6922,1.44198,0.0558782,1.07133,-0.486213,1.24989,-2.92228,0.192721,0.987236,0.248923,0.895801
227,469.265,1,22.3671,24.0254,11.6793,1.44204,0.0573025,1.12202,-0.485302,1.9147,-3.85392,0.19612,1.02802,0.264418,0.874937
228,461.652,1,22.0946,23.6421,12.5713,1.44198,0.0547766,1.06828,-0.483892,1.99519,-3.1769,0.18069,1.04925,0.259795,0.853295
229,461.87,1,22.5429,23.8361,12.2582,1.48159,0.0500433,1.17091,-0.483573,1.85986,-3.18001,0.193654,1.14593,0.236825,0.895702
230,464.556,1,22.6661,24.2429,12.2295,1.51943,0.0510261,1.08709,-0.489884,2.14407,-4.27805,0.190713,1.251,0.220297,0.867434
231,456.719,1,21.9645,24.0006,12.3589,1.38088,0.0542971,0.991564,-0.465528,0.378251,-3.88912,0.18587,1.21467,0.222727,0.833921
232,456.282,1,21.8854,24.5754,11.7345,1.4231,0.0519809,1.01225,-0.468277,1.34835,-3.37599,0.179033,1.27565,0.214813,0.840819
233,458.425,1,22.4865,24.9943,13.704,1.5381,0.0441218,0.967877,-0.487987,2.51585,-3.6317,0.196713,1.24947,0.221354,0.882832
234,459.601,1,22.3968,24.1807,14.452,1.60565,0.0447759,1.0688,-0.478712,0.845578,-3.51615,0.20097,1.15157,0.209336,0.84627
235,455.642,1,21.5684,24.1361,14.2336,1.57143,0.0442389,0.9548,-0.447053,0.761609,-3.51508,0.18376,1.1578,0.200487,0.93921
236,458.132,1,21.777,24.3886,12.0576,1.54379,0.0475402,0.938136,-0.455898,1.3341,-2.26533,0.192282,1.15289,0.19824,0.919993
237,458.906,1,22.6977,24.0674,13.4414,1.57652,0.0456405,1.09588,-0.498352,0.541996,-2.20654,0.185632,1.16646,0.21324,0.894146
238,457.151,1,22.3925,24.1432,13.5751,1.48155,0.0479451,1.07785,-0.487043,2.01835,-1.73841,0.189295,1.10605,0.222529,0.956992
239,450.357,1,22.1439,23.5544,15.5208,1.38429,0.0511636,1.05797,-0.478886,1.40589,-2.55802,0.189779,1.1455,0.206433,0.864134
240,457.487,1,22.2668,23.5711,14.8226,1.42751,0.0505095,1.11807,-0.48315,0.736266,-2.8477,0.187731,1.23242,0.235532,0.836723
241,458.048,1,22.3914,22.9388,14.1485,1.50385,0.0504394,1.03156,-0.495501,0.613134,-3.20688,0.175213,1.08393,0.239956,0.826781
242,450.4,1,22.5878,23.3522,13.525,1.48967,0.0467829,1.09497,-0.494567,0.265725,-3.38312,0.190452,1.02608,0.235057,0.794469
243,452.079,1,22.1959,23.6011,13.6307,1.52289,0.0484222,1.08489,-0.473085,0.204793,-3.09064,0.187875,1.06404,0.223249,0.752463
244,449.041,1,22.5847,23.2524,13.5671,1.4896,0.0465482,0.996987,-0.490815,0.290434,-2.84764,0.184809,1.07336,0.235142,0.762653
245,457.759,1,22.6108,23.0761,14.5333,1.47047,0.0535652,1.03366,-0.493605,0.184809,-2.73783,0.179659,1.14313,0.230803,0.759119
246,459.204,1,22.1367,23.32,13.9252,1.47042,0.0505627,1.09744,-0.471324,-1.26802,-3.33246,0.181004,1.2364,0.247925,0.796906
247,473.927,1,21.4259,23.463,13.7735,1.44155,0.0590778,1.11053,-0.448988,-2.22183,-3.52662,0.180588,1.32554,0.248308,0.856655
248,459.643,1,22.173,23.5584,13.2501,1.37203,0.0549709,1.0753,-0.477449,-1.35705,-3.42238,0.18911,1.26865,0.228395,0.822631
249,457.472,1,22.425,23.0959,12.5472,1.46043,0.052284,1.13699,-0.487948,-0.794462,-2.96892,0.187732,1.16431,0.217829,0.800349
250,456.477,1,21.9804,23.2223,12.3799,1.46276,0.0496112,1.01991,-0.46665,0.846032,-3.14426,0.1913,1.24602,0.204225,0.860941
251,459.895,1,22.2309,23.1592,12.9375,1.51743,0.0493119,1.11321,-0.481715,1.21284,-2.69247,0.189051,1.24456,0.21148,0.833183
252,457.139,1,22.1203,23.6316,12.7609,1.61545,0.0486463,0.988673,-0.467271,1.68758,-2.32801,0.181372,1.19052,0.191359,0.756556
253,443.439,1,22.5055,24.0024,12.393,1.55127,0.0412718,1.07474,-0.484686,0.378286,-2.49186,0.193628,1.12005,0.185118,0.794392
254,451.73,1,22.4747,23.9858,11.9716,1.55143,0.048506,1.05338,-0.490605,0.26414,-3.03096,0.188158,1.10783,0.186167,0.768275
255,446.287,1,22.5805,24.3289,13.1427,1.47217,0.047942,1.11141,-0.491423,0.925162,-2.7837,0.189172,1.06589,0.193504,0.809103
256,455.268,1,22.9826,24.7178,12.1336,1.47224,0.0511828,1.20663,-0.504276,1.39692,-3.55595,0.194179,1.1465,0.196583,0.838058
257,455.348,1,22.4575,24.7379,12.76,1.39528,0.055034,1.17606,-0.486161,0.457773,-3.88406,0.191026,1.20831,0.185787,0.8555
258,459.395,1,22.649,24.8656,12.6752,1.39528,0.0547521,1.16937,-0.495425,1.18133,-3.74496,0.189192,1.24643,0.190596,0.943915
259,461.925,1,23.1353,25.2155,13.2517,1.39529,0.0556454,1.16061,-0.517043,1.34755,-4.65454,0.192318,1.3375,0.185185,0.937632
260,466.532,1,23.2835,25.6835,12.1527,1.42602,0.0565857,1.13708,-0.523131,0.86628,-4.91808,0.193158,1.32111,0.193991,0.953546
261,469.077,1,22.941,24.8159,11.7488,1.3632,0.0578337,1.07841,-0.511853,0.212442,-4.61124,0.199976,1.33543,0.198824,1.04142
262,465.402,1,22.6443,24.645,12.4958,1.22853,0.0630072,1.10511,-0.506388,-0.742541,-5.90703,0.189587,1.265,0.20536,1.05362
263,465.583,1,22.5119,25.2602,12.4803,1.29447,0.0630943,1.04823,-0.493438,-0.626168,-5.84345,0.194082,1.14732,0.192429,1.05103
264,464.025,1,22.2512,25.3102,13.973,1.3526,0.0567132,1.14314,-0.483814,-1.3709,-5.57499,0.190201,1.1824,0.20155,1.10851
265,459.664,1,22.7233,25.6467,12.8064,1.35259,0.0545481,1.03998,-0.499312,-0.956454,-5.62707,0.191218,1.1726,0.216566,0.993067
266,467.288,1,22.4701,25.521,12.8488,1.38157,0.053425,1.05205,-0.485746,0.113337,-4.76542,0.192248,1.24211,0.237467,1.09331
267,477.661,1,22.0575,25.5344,11.9923,1.57553,0.0500621,0.982137,-0.476431,0.387007,-4.77916,0.191404,1.29441,0.235226,1.07282
268,468.325,1,22.5923,25.9832,13.0575,1.43497,0.0496953,1.04957,-0.495894,-0.0720116,-5.87618,0.187597,1.31776,0.235973,1.13281
269,468.755,1,22.2696,25.8224,14.7679,1.33001,0.0566534,1.11712,-0.480259,0.0855384,-5.10335,0.181739,1.34583,0.23779,1.09305
270,468.319,1,22.8947,26.0215,14.3779,1.25922,0.0612934,1.12055,-0.506922,-0.345511,-5.53718,0.185175,1.37835,0.22282,1.03933
271,462.102,1,22.7836,26.3892,14.1242,1.36101,0.0532964,1.1217,-0.500487,-1.20815,-4.77787,0.186098,1.3564,0.230917,0.946281
272,471.562,1,22.2636,25.5297,12.0739,1.40748,0.055683,1.02989,-0.479139,-1.29326,-4.05237,0.193141,1.36688,0.255143,0.890017
273,472.18,1,22.8346,25.6016,11.2477,1.40752,0.0576595,1.20957,-0.502188,-0.211386,-3.94106,0.189875,1.27988,0.264715,0.865894
274,474.881,1,22.117,24.9315,12.227,1.37667,0.0619756,1.1083,-0.482851,-0.351288,-4.79588,0.185831,1.28323,0.27267,0.809351
275,468.422,1,22.4273,24.8861,12.9457,1.48639,0.0536634,1.06276,-0.488717,0.499133,-3.67942,0.193865,1.24327,0.245469,0.827405
276,462.818,1,22.2106,24.8294,12.2123,1.37567,0.0540225,1.04022,-0.4774,-0.305258,-4.24199,0.190184,1.22857,0.247104,0.90925
277,463.11,1,22.4127,24.2478,12.3915,1.35116,0.0583847,1.12469,-0.482171,0.333446,-4.44796,0.189191,1.13831,0.237445,0.909711
278,461.866,1,22.4767,24.3363,12.109,1.41899,0.0537498,1.1712,-0.492424,-1.57599,-4.82886,0.187092,1.14144,0.226679,0.945734
279,454.582,1,23.0271,24.1128,12.1708,1.41905,0.0545965,1.26287,-0.502334,-0.762809,-4.29328,0.188428,1.02725,0.196155,0.918544
280,458.681,1,22.5641,24.263,11.1349,1.47782,0.0553919,1.11226,-0.487706,-0.834718,-3.49719,0.189268,1.04606,0.192715,0.891106
281,454.947,1,22.7461,23.8931,11.0885,1.57504,0.0472338,1.11756,-0.479798,0.810485,-3.3058,0.19595,1.04622,0.194422,0.866865
282,445.027,1,23.0411,23.8332,12.2387,1.51491,0.0449855,1.14333,-0.505673,1.23417,-3.27115,0.191514,1.11646,0.176535,0.834257
283,447.806,1,22.4683,23.6382,12.8581,1.41066,0.0537062,1.14477,-0.487052,2.42143,-3.99293,0.179974,1.09677,0.17714,0.8451
284,447.115,1,22.2728,24.2141,12.8865,1.33129,0.0579772,1.05053,-0.486898,1.9059,-3.96958,0.182299,1.06122,0.162704,0.890775
285,449.118,1,21.585,24.1921,13.3178,1.36607,0.054049,1.10667,-0.453863,1.94525,-4.05576,0.186809,1.17863,0.17064,0.899148
286,451.34,1,21.9327,23.7813,15.392,1.43604,0.0488354,1.20592,-0.470252,1.68864,-4.07546,0.182697,1.22748,0.194006,0.895125
287,462.137,1,21.9804,24.4094,13.9063,1.46666,0.053737,1.19693,-0.466193,1.78359,-4.25761,0.189815,1.19049,0.21048,0.872775
288,460.244,1,22.3979,23.81,14.3695,1.40163,0.053683,1.1188,-0.4928,1.27452,-3.80578,0.186675,1.20278,0.22013,0.912706
289,455.456,1,21.6489,23.4556,15.3273,1.40164,0.0537398,1.02662,-0.463693,1.56049,-3.51632,0.188735,1.24933,0.212132,0.763621
290,460.685,1,22.5477,24.0111,16.3982,1.48199,0.0512389,1.08026,-0.500709,2.85033,-3.28342,0.190235,1.28257,0.223823,0.773933
291,452.555,1,23.1847,24.0296,14.924,1.48197,0.0508692,1.15927,-0.520586,1.54721,-3.33571,0.173075,1.18302,0.221061,0.734654
292,450.938,1,22.1159,24.283,15.018,1.44461,0.0487961,1.07585,-0.482954,1.47621,-3.62334,0.176599,1.13217,0.240454,0.779049
293,453.769,1,22.6048,24.4154,15.8947,1.3911,0.0520381,1.18214,-0.497859,1.52936,-4.29801,0.183313,1.14358,0.252946,0.764578
294,452.278,1,22.1073,24.5215,14.6878,1.43747,0.050971,1.15089,-0.482678,1.48129,-4.98993,0.177256,1.07827,0.247877,0.75822
295,465.27,1,21.9603,25.0345,13.747,1.42394,0.0558342,1.07346,-0.465481,2.37029,-5.21622,0.184336,1.19404,0.270188,0.778067
296,468.828,1,22.106,25.6744,12.7529,1.42392,0.0559965,1.08717,-0.482436,2.91472,-4.92557,0.189573,1.17157,0.28811,0.817813
297,462.58,1,22.3302,25.2568,12.2179,1.3938,0.0530877,1.04174,-0.477453,2.14292,-3.49709,0.183425,1.21618,0.279409,0.84113
298,466.786,1,22.5291,25.0897,11.2512,1.46285,0.0524919,1.0783,-0.484888,0.165349,-4.16434,0.182356,1.13158,0.284592,0.892223
299,462.623,1,22.0516,25.2781,11.3813,1.46278,0.0509255,1.08365,-0.477943,0.612041,-4.67001,0.184561,1.10947,0.282353,0.859914
300,463.065,1,22.1862,25.016,11.893,1.38516,0.0548926,1.05111,-0.477392,1.46827,-4.99623,0.183652,1.16103,0.284752,0.814978
301,454.243,1,22.1553,25.1279,12.0091,1.406,0.0507519,1.11135,-0.469954,1.5229,-4.36122,0.183338,1.10056,0.265662,0.799789
302,449.724,1,22.1123,25.5457,12.1592,1.32584,0.0519729,1.18464,-0.468707,1.16484,-4.95488,0.187376,1.1305,0.251998,0.800329
303,462.138,1,22.2712,25.5792,12.2055,1.33774,0.0596159,1.10742,-0.479763,1.45825,-4.57483,0.187809,1.17048,0.259049,0.756324
304,458.488,1,22.0106,25.0662,10.9626,1.33765,0.05573,1.06013,-0.479537,0.930766,-4.95641,0.19066,1.07221,0.251998,0.893383
305,466.127,1,21.9044,25.0289,11.7936,1.39684,0.0571294,1.01327,-0.461627,1.19141,-4.50156,0.180461,1.11882,0.257357,0.919854
306,459.22,1,22.0104,25.5226,12.6875,1.42735,0.0522048,1.05033,-0.473675,1.95197,-3.39057,0.178875,1.11307,0.263701,0.841995
307,461.295,1,22.479,25.53,12.3209,1.32349,0.0540569,1.10208,-0.489481,0.968975,-4.17595,0.187137,1.23991,0.274039,0.895025
308,475.292,1,22.4651,26.074,12.2358,1.43013,0.056264,1.14649,-0.485113,1.01327,-4.96765,0.182453,1.42484,0.260048,0.932643
309,479.972,1,22.9221,26.1197,12.375,1.57173,0.0541278,1.20766,-0.508874,0.815573,-6.3679,0.185313,1.40043,0.265283,0.831728
310,470.044,1,23.1807,25.9656,12.5955,1.51876,0.0521817,1.20342,-0.512062,1.64436,-6.43663,0.175874,1.32935,0.263473,0.844149
311,472.637,1,22.2554,26.0913,12.333,1.5009,0.0554255,1.17724,-0.477229,1.67993,-6.52606,0.190446,1.32424,0.257762,0.772648
312,466.692,1,22.0716,25.8572,11.4218,1.42113,0.0561129,1.16371,-0.463833,0.481383,-7.37397,0.188046,1.28777,0.268902,0.745392
313,475.333,1,22.2934,25.7462,10.2192,1.55165,0.0527719,1.13303,-0.472053,0.919592,-6.72014,0.19177,1.38814,0.268827,0.763902
314,473.033,1,23.0312,25.5442,10.3469,1.51818,0.0545616,1.13654,-0.508363,1.72927,-7.60282,0.19236,1.29826,0.254251,0.801889
315,464.798,1,22.46,25.7758,11.7669,1.42756,0.0565393,1.08737,-0.484876,1.39014,-7.63744,0.181582,1.2487,0.252289,0.778559
316,464.997,1,22.4718,25.6103,11.6268,1.33861,0.0590773,1.06381,-0.484094,0.165397,-6.84975,0.182575,1.36002,0.248166,0.800094
317,467.926,1,22.5602,25.3451,11.7478,1.45329,0.0574111,1.10238,-0.490976,0.84643,-5.81512,0.182781,1.26842,0.255467,0.744349
318,455.812,1,22.851,25.5706,11.3535,1.37553,0.0522199,1.09861,-0.497128,-0.735489,-5.60426,0.192231,1.22474,0.251336,0.77397
319,460.76,1,22.6794,25.8032,10.8092,1.3325,0.0560821,1.11199,-0.492623,0.115056,-5.98575,0.185516,1.10799,0.26652,0.91046
320,466.846,1,22.5543,26.1826,10.5057,1.4167,0.0576923,1.18374,-0.483023,-0.904273,-5.09606,0.175174,1.13955,0.268797,0.87037
321,467.168,1,22.8227,26.1812,10.7559,1.39162,0.0566709,1.13841,-0.490215,-0.339816,-6.05811,0.196562,1.14375,0.273263,0.85441
322,466.026,1,22.7956,26.0036,9.07259,1.39167,0.0590221,1.25292,-0.496605,0.222131,-7.0807,0.190931,1.03183,0.273096,0.825141
323,470.813,1,22.8343,25.8779,9.41868,1.43649,0.061368,1.06017,-0.499587,1.30662,-6.05017,0.180812,1.03524,0.273347,0.822148
324,470.261,1,22.6916,25.6198,9.57452,1.33236,0.0667731,1.0714,-0.495867,2.56115,-5.82708,0.176211,0.955236,0.285711,0.851859
325,466.512,1,22.7918,26.0714,9.27226,1.32394,0.0630352,1.09276,-0.50509,2.32911,-5.61893,0.172448,0.987522,0.264272,0.964656
326,457.627,1,22.7295,25.6718,10.2387,1.34863,0.055429,1.05981,-0.493167,2.11891,-5.8368,0.172537,0.948132,0.279447,0.984335
327,462.088,1,22.67,25.2101,9.34529,1.44671,0.0514242,1.23463,-0.491429,1.69321,-6.01284,0.187632,0.953348,0.287598,0.939051
328,466.939,1,22.3662,24.8678,9.20291,1.48689,0.0536863,1.20931,-0.478703,1.08414,-6.58188,0.178104,1.05643,0.298791,0.833342
329,469.603,1,22.4458,24.5187,9.11314,1.57328,0.0532138,1.16587,-0.484218,0.811235,-5.79583,0.184409,0.983696,0.289494,0.803575
330,469.443,1,22.5144,24.6664,10.0178,1.60929,0.0482918,1.23482,-0.47674,1.98362,-5.99397,0.190865,1.10419,0.292854,0.78028
331,469.596,1,22.5893,24.6966,12.0621,1.41455,0.0602175,1.16408,-0.482727,1.1623,-5.9442,0.178274,1.16903,0.281446,0.781268
332,458.055,1,22.7382,24.9323,11.4785,1.41433,0.0502283,1.12176,-0.495093,0.673399,-6.24398,0.194194,1.09428,0.272563,0.856302
333,454.615,1,22.6132,24.9344,11.6557,1.36392,0.0492832,1.12729,-0.491677,0.972445,-6.81575,0.197743,1.22082,0.25789,0.823844
334,454.02,1,22.4948,25.1308,11.0078,1.45683,0.0458476,1.14816,-0.488594,1.07268,-7.60469,0.185325,1.22786,0.257649,0.803904
335,457.124,1,22.336,25.3074,11.4786,1.4136,0.0519428,1.14708,-0.48402,1.25128,-6.49204,0.182111,1.24498,0.241339,0.798462
336,462.87,1,22.478,25.4166,10.383,1.3217,0.0569504,1.17373,-0.482726,-0.204992,-6.10265,0.184023,1.33817,0.25137,0.850988
337,471.06,1,22.3005,25.368,11.7178,1.33786,0.0614295,1.1249,-0.479211,0.320047,-6.51538,0.181449,1.53831,0.256245,0.743871
338,471.421,1,22.3143,25.5826,14.3158,1.29892,0.0647872,1.06339,-0.485822,0.752572,-5.4114,0.176971,1.35217,0.253311,0.836704
339,469.016,1,21.9945,25.388,12.6563,1.33638,0.063957,1.09526,-0.471837,1.69944,-5.29085,0.172523,1.19896,0.259711,0.828965
340,476.397,1,22.0716,25.3571,11.6961,1.41732,0.0644688,1.15956,-0.480318,3.04773,-5.06256,0.171804,1.32299,0.248972,0.794797
341,483.383,1,21.862,25.9158,11.9013,1.3791,0.0664222,1.03405,-0.467812,2.80049,-4.98147,0.17137,1.30732,0.269025,0.958076
342,478.926,1,22.2421,26.4033,11.5622,1.37908,0.0647445,1.11313,-0.481015,2.59535,-5.93257,0.179634,1.31661,0.260365,0.880428
343,481.444,1,22.179,25.9958,12.0209,1.28054,0.0726072,1.02267,-0.473218,3.16672,-6.43945,0.189089,1.31348,0.241279,0.87547
344,472.723,1,22.7064,25.8111,13.4384,1.21132,0.074391,1.07717,-0.500142,4.9971,-6.66866,0.185097,1.18855,0.233297,0.807612
345,468.144,1,22.6349,25.6706,13.2027,1.36564,0.0648711,1.11953,-0.499082,3.53455,-6.49476,0.175609,1.17269,0.248428,0.74777
346,459.464,1,22.8616,25.8442,13.34,1.46647,0.0575979,1.08746,-0.506183,3.15906,-5.72052,0.181951,1.14672,0.223156,0.691704
347,456.355,1,21.7929,25.6741,13.3286,1.49762,0.0538963,1.1428,-0.462794,2.85285,-5.49264,0.17809,1.13262,0.219037,0.713194
348,457.348,1,22.6915,25.9593,12.163,1.46108,0.0541809,1.21748,-0.482692,3.84807,-6.02956,0.182626,1.27495,0.227819,0.674372
349,447.768,1,22.7112,25.6142,12.5444,1.3763,0.051117,1.18303,-0.492184,5.03848,-5.74288,0.190216,1.27078,0.224469,0.670942
350,447.213,1,22.5404,25.817,11.8854,1.36317,0.0488635,1.1582,-0.494014,3.7588,-6.14442,0.182181,1.27223,0.236649,0.746568
351,448.985,1,22.5763,25.8701,13.7576,1.36317,0.0500193,1.1112,-0.492823,2.91923,-6.43884,0.181136,1.29755,0.253383,0.718354
352,456.161,1,22.4734,25.7506,14.0597,1.3863,0.0522576,1.16743,-0.491785,1.6506,-6.11023,0.188833,1.20199,0.247996,0.781932
353,458.322,1,22.6776,25.8395,12.0109,1.3495,0.0518442,1.10876,-0.501023,3.96998,-6.48404,0.192077,1.32263,0.244499,0.846602
354,454.396,1,22.971,26.0318,12.0998,1.27449,0.0528696,1.13736,-0.500538,4.7865,-7.09527,0.188615,1.34277,0.243548,0.883521
355,458.812,1,22.8893,26.1726,12.0925,1.19249,0.0615107,1.12656,-0.502534,3.99956,-6.37972,0.185612,1.30664,0.220919,0.947839
356,466.211,1,22.1357,25.4979,11.5513,1.27488,0.065484,1.05528,-0.468745,3.84317,-6.29476,0.182974,1.25817,0.210234,0.910584
357,472.38,1,22.6171,25.6065,10.9529,1.30964,0.0672863,1.07095,-0.486993,3.13646,-5.51558,0.19018,1.32515,0.209543,0.861003
358,469.466,1,22.7035,25.8819,11.3182,1.36089,0.0612191,1.11562,-0.505687,2.21434,-5.64991,0.191162,1.38244,0.210996,0.843855
359,468.179,1,22.1861,25.5763,11.306,1.42831,0.0598083,1.15118,-0.466999,2.31836,-4.81227,0.19681,1.24898,0.205011,0.84346
