standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.73189,0.00666667,-2.49903,0.00666667,-2.50202,0.00666667,-2.52668,0.00666667,All
-1.72789,0.0133333,-2.35204,0.0133333,-2.39826,0.0133333,-2.21717,0.0133333,All
-1.7224,0.02,-2.30679,0.02,-2.36124,0.02,-2.20993,0.02,All
-1.69871,0.0266667,-2.21421,0.0266667,-2.055,0.0266667,-1.96362,0.0266667,All
-1.69095,0.0333333,-1.90505,0.0333333,-1.93053,0.0333333,-1.92873,0.0333333,All
-1.61622,0.04,-1.85176,0.04,-1.73333,0.04,-1.88564,0.04,All
-1.58601,0.0466667,-1.68908,0.0466667,-1.70369,0.0466667,-1.7476,0.0466667,All
-1.58572,0.0533333,-1.64814,0.0533333,-1.57502,0.0533333,-1.69143,0.0533333,All
-1.4934,0.06,-1.62392,0.06,-1.56565,0.06,-1.67217,0.06,All
-1.48739,0.0666667,-1.60023,0.0666667,-1.54321,0.0666667,-1.52031,0.0666667,All
-1.48611,0.0733333,-1.56314,0.0733333,-1.51945,0.0733333,-1.49182,0.0733333,All
-1.45598,0.08,-1.50622,0.08,-1.47769,0.08,-1.432,0.08,All
-1.40073,0.0866667,-1.48208,0.0866667,-1.44322,0.0866667,-1.42254,0.0866667,All
-1.32808,0.0933333,-1.47649,0.0933333,-1.39183,0.0933333,-1.39002,0.0933333,All
-1.30371,0.1,-1.46828,0.1,-1.39028,0.1,-1.38307,0.1,All
-1.25469,0.106667,-1.42423,0.106667,-1.35125,0.106667,-1.34725,0.106667,All
-1.25285,0.113333,-1.3649,0.113333,-1.32322,0.113333,-1.32199,0.113333,All
-1.23373,0.12,-1.35236,0.12,-1.23155,0.12,-1.28753,0.12,All
-1.23101,0.126667,-1.27441,0.126667,-1.21855,0.126667,-1.27603,0.126667,All
-1.22243,0.133333,-1.2728,0.133333,-1.15435,0.133333,-1.27002,0.133333,All
-1.22061,0.14,-1.18339,0.14,-1.12714,0.14,-1.26152,0.14,All
-1.216,0.146667,-1.11162,0.146667,-1.11384,0.146667,-1.17833,0.146667,All
-1.20092,0.153333,-1.06802,0.153333,-1.10159,0.153333,-1.13308,0.153333,All
-1.18531,0.16,-1.04746,0.16,-1.01675,0.16,-1.08313,0.16,All
-1.18194,0.166667,-0.926594,0.166667,-0.986065,0.166667,-1.06173,0.166667,All
-1.17981,0.173333,-0.896195,0.173333,-0.94793,0.173333,-1.01005,0.173333,All
-1.13291,0.18,-0.891255,0.18,-0.899296,0.18,-0.994612,0.18,All
-1.11222,0.186667,-0.87103,0.186667,-0.891581,0.186667,-0.945236,0.186667,All
-1.09755,0.193333,-0.771472,0.193333,-0.888744,0.193333,-0.926603,0.193333,All
-1.08037,0.2,-0.745904,0.2,-0.819323,0.2,-0.873555,0.2,All
-1.0641,0.206667,-0.738402,0.206667,-0.768698,0.206667,-0.852394,0.206667,All
-1.0593,0.213333,-0.737861,0.213333,-0.768049,0.213333,-0.837741,0.213333,All
-1.02498,0.22,-0.712153,0.22,-0.764829,0.22,-0.816857,0.22,All
-1.01957,0.226667,-0.651472,0.226667,-0.751157,0.226667,-0.805436,0.226667,All
-0.953505,0.233333,-0.63583,0.233333,-0.726638,0.233333,-0.802942,0.233333,All
-0.950268,0.24,-0.633957,0.24,-0.686963,0.24,-0.789723,0.24,All
-0.934322,0.246667,-0.622625,0.246667,-0.674157,0.246667,-0.773063,0.246667,All
-0.894758,0.253333,-0.596861,0.253333,-0.650363,0.253333,-0.770013,0.253333,All
-0.893977,0.26,-0.595428,0.26,-0.632057,0.26,-0.751464,0.26,All
-0.860051,0.266667,-0.576432,0.266667,-0.621583,0.266667,-0.738048,0.266667,All
-0.825251,0.273333,-0.573383,0.273333,-0.545901,0.273333,-0.735699,0.273333,All
-0.777284,0.28,-0.571754,0.28,-0.520464,0.28,-0.713191,0.28,All
-0.770166,0.286667,-0.482867,0.286667,-0.503434,0.286667,-0.710201,0.286667,All
-0.726887,0.293333,-0.47186,0.293333,-0.48519,0.293333,-0.70814,0.293333,All
-0.700616,0.3,-0.465695,0.3,-0.453065,0.3,-0.705872,0.3,All
-0.697885,0.306667,-0.463135,0.306667,-0.449043,0.306667,-0.689692,0.306667,All
-0.695644,0.313333,-0.439467,0.313333,-0.417646,0.313333,-0.676912,0.313333,All
-0.680592,0.32,-0.417398,0.32,-0.396678,0.32,-0.671001,0.32,All
-0.642837,0.326667,-0.41225,0.326667,-0.383729,0.326667,-0.586099,0.326667,All
-0.633042,0.333333,-0.391778,0.333333,-0.377763,0.333333,-0.561943,0.333333,All
-0.624459,0.34,-0.357386,0.34,-0.365148,0.34,-0.554634,0.34,All
-0.615985,0.346667,-0.351813,0.346667,-0.345461,0.346667,-0.518252,0.346667,All
-0.613112,0.353333,-0.304939,0.353333,-0.337478,0.353333,-0.512675,0.353333,All
-0.551587,0.36,-0.293503,0.36,-0.317535,0.36,-0.496666,0.36,All
-0.515167,0.366667,-0.290776,0.366667,-0.287237,0.366667,-0.488098,0.366667,All
-0.497429,0.373333,-0.282796,0.373333,-0.282258,0.373333,-0.45153,0.373333,All
-0.468575,0.38,-0.272986,0.38,-0.279218,0.38,-0.450737,0.38,All
-0.455577,0.386667,-0.265033,0.386667,-0.265803,0.386667,-0.431594,0.386667,All
-0.437073,0.393333,-0.261553,0.393333,-0.251644,0.393333,-0.387792,0.393333,All
-0.419127,0.4,-0.250992,0.4,-0.232014,0.4,-0.38517,0.4,All
-0.40924,0.406667,-0.248768,0.406667,-0.174834,0.406667,-0.384501,0.406667,All
-0.394904,0.413333,-0.241982,0.413333,-0.164486,0.413333,-0.384071,0.413333,All
-0.323756,0.42,-0.241446,0.42,-0.111873,0.42,-0.365814,0.42,All
-0.322891,0.426667,-0.241405,0.426667,-0.110421,0.426667,-0.356992,0.426667,All
-0.289075,0.433333,-0.234915,0.433333,-0.054542,0.433333,-0.354386,0.433333,All
-0.263533,0.44,-0.214587,0.44,-0.0474907,0.44,-0.337833,0.44,All
-0.239357,0.446667,-0.210715,0.446667,-0.0466289,0.446667,-0.269278,0.446667,All
-0.232546,0.453333,-0.205276,0.453333,-0.0442388,0.453333,-0.25523,0.453333,All
-0.231809,0.46,-0.200492,0.46,-0.00359222,0.46,-0.252748,0.46,All
-0.222065,0.466667,-0.184896,0.466667,0.00132884,0.466667,-0.225572,0.466667,All
-0.160686,0.473333,-0.170205,0.473333,0.0112876,0.473333,-0.178122,0.473333,All
-0.0322654,0.48,-0.164404,0.48,0.0276268,0.48,-0.135939,0.48,All
0.0900822,0.486667,-0.1537,0.486667,0.0322833,0.486667,-0.122628,0.486667,All
