standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.82318,0.0697667,-2.20994,0.0758934,-2.54927,0.0285069,-2.02977,0.0817128,All
-1.51445,0.395345,-1.83155,0.0758934,-2.04557,0.0427603,-1.67832,0.183854,All
-1.20573,0.232556,-1.45315,0.208707,-1.54187,0.171041,-1.32687,0.204282,All
-0.897012,0.0930223,-1.07475,0.0948667,-1.03816,0.228055,-0.975421,0.367708,All
-0.588291,0.511623,-0.69635,0.39844,-0.534462,0.313575,-0.623971,0.306423,All
-0.27957,0.511623,-0.317951,0.5692,-0.0307595,0.342082,-0.272521,0.490277,All
0.0291509,0.162789,0.0604475,0.379467,0.472943,0.356336,0.078929,0.245138,All
0.337872,0.279067,0.438846,0.379467,0.976645,0.356336,0.430379,0.245138,All
0.646593,0.116278,0.817245,0.22768,1.48035,0.213801,0.781829,0.245138,All
0.955314,0.534878,1.19564,0.189733,1.98405,0.0712672,1.13328,0.44942,All
1.26404,0.302323,1.57404,0.11384,2.48775,0,1.48473,0.142997,All
1.57276,0.232556,1.95244,0.0189733,2.99145,0,1.83618,0.0817128,All
1.88148,0.0465112,2.33084,0.11384,3.49516,0.0142534,2.18763,0.0204282,All
