parameter,value,se_sa,rse_sa
Cl_pop,20.5974779827485,4.05039021136306,19.6644958900088
beta_Cl_tSCRMGDL,-0.414080958559161,0.182883400334014,44.1660976081529
V1_pop,23.9368992927851,2.31971457999385,9.69095684290673
Q_pop,23.4,,
V2_pop,13.3032856669648,3.66799580527634,27.5721043440031
omega_Cl,0.223710300795287,0.0435346885305872,19.4602968105724
omega_V1,0.306143832648195,0.07974030825352,26.0466812490564
omega_Q,0.918557631837242,0.316547543014413,34.4613698741226
omega_V2,0.774683954521146,0.211220735640167,27.2654073196506
a,1.85815742275364,0.204477304000539,11.0043046674442
