time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.56165,0.010989,0,0,0.0113636,All
2.4781,0.032967,0.0111111,0,0.0227273,All
3.39455,0.120879,0.011236,0,0.0444444,All
4.31099,0.153846,0.0222222,0,0.0561798,All
5.22744,0.175824,0.0333333,0.0111111,0.0693665,All
6.14389,0.197802,0.0444444,0.0111111,0.0888889,All
7.06034,0.208791,0.0558677,0.0222222,0.102286,All
7.97679,0.241758,0.0674157,0.0333333,0.122222,All
8.89323,0.263736,0.0888889,0.0444444,0.134831,All
9.80968,0.285714,0.1,0.0555556,0.155556,All
10.7261,0.296703,0.11236,0.0666667,0.168539,All
11.6426,0.351648,0.133333,0.0782147,0.188889,All
12.559,0.384615,0.144444,0.0898876,0.204545,All
13.4755,0.395604,0.157303,0.101124,0.224719,All
14.3919,0.395604,0.177778,0.122222,0.242912,All
15.3084,0.395604,0.191011,0.133333,0.255556,All
16.2248,0.406593,0.211111,0.144444,0.269663,All
17.1413,0.417582,0.222222,0.157303,0.288123,All
18.0577,0.43956,0.235955,0.177778,0.3,All
18.9742,0.43956,0.255556,0.191011,0.311111,All
19.8906,0.43956,0.266667,0.202247,0.329545,All
20.8071,0.483516,0.277778,0.222222,0.344444,All
21.7235,0.494505,0.295455,0.233333,0.355556,All
22.64,0.505495,0.311111,0.248596,0.370787,All
23.5564,0.516484,0.322222,0.266667,0.382872,All
24.4728,0.527473,0.333333,0.277778,0.395493,All
25.3893,0.56044,0.344828,0.288889,0.404494,All
26.3057,0.56044,0.359551,0.3,0.422222,All
27.2222,0.582418,0.370787,0.311111,0.433333,All
28.1386,0.582418,0.382022,0.322222,0.438202,All
29.0551,0.604396,0.397727,0.337079,0.455556,All
29.9715,0.604396,0.411111,0.348315,0.460674,All
30.888,0.626374,0.422222,0.361593,0.47191,All
31.8044,0.626374,0.433333,0.372893,0.483146,All
32.7209,0.659341,0.444444,0.388889,0.494382,All
33.6373,0.659341,0.455556,0.4,0.502809,All
34.5538,0.659341,0.466667,0.411111,0.516854,All
35.4702,0.681319,0.477778,0.422222,0.52809,All
36.3867,0.692308,0.488889,0.432576,0.539326,All
37.3031,0.692308,0.5,0.443813,0.550562,All
38.2196,0.692308,0.511111,0.454545,0.561798,All
39.136,0.692308,0.522222,0.466667,0.575406,All
40.0525,0.692308,0.533333,0.477778,0.588889,All
40.9689,0.714286,0.544444,0.488636,0.6,All
41.8854,0.725275,0.555556,0.5,0.611111,All
42.8018,0.725275,0.567424,0.511364,0.625,All
43.7183,0.736264,0.58427,0.525409,0.636364,All
44.6347,0.769231,0.590909,0.534091,0.651685,All
45.5512,0.78022,0.602273,0.548537,0.662921,All
46.4676,0.802198,0.617978,0.556818,0.677778,All
47.384,0.802198,0.632184,0.573034,0.688889,All
48.3005,0.802198,0.644444,0.579545,0.7,All
49.2169,0.802198,0.655556,0.588889,0.722222,All
50.1334,0.813187,0.666667,0.6,0.733333,All
51.0498,0.813187,0.677778,0.611111,0.747222,All
51.9663,0.824176,0.7,0.623611,0.764045,All
52.8827,0.835165,0.711111,0.642064,0.777778,All
53.7992,0.879121,0.722222,0.646086,0.788889,All
54.7156,0.879121,0.740105,0.664794,0.808989,All
55.6321,0.879121,0.752809,0.677778,0.822222,All
56.5485,0.89011,0.766667,0.687468,0.833333,All
57.465,0.89011,0.777778,0.7,0.844444,All
58.3814,0.901099,0.788889,0.715909,0.855556,All
59.2979,0.912088,0.8,0.728805,0.877778,All
60.2143,0.912088,0.815023,0.733333,0.888889,All
61.1308,0.912088,0.831461,0.747222,0.899438,All
62.0472,0.912088,0.842697,0.766667,0.910112,All
62.9637,0.912088,0.853933,0.777778,0.920455,All
63.8801,0.912088,0.865169,0.797753,0.922222,All
64.7966,0.923077,0.876404,0.808989,0.933333,All
65.713,0.934066,0.880749,0.820225,0.944444,All
66.6295,0.945055,0.888889,0.831461,0.95454,All
67.5459,0.956044,0.9,0.842697,0.955556,All
68.4624,0.956044,0.910112,0.853933,0.960536,All
69.3788,0.956044,0.921348,0.864402,0.966667,All
70.2952,0.978022,0.922222,0.870833,0.977528,All
71.2117,0.978022,0.932584,0.877091,0.977778,All
72.1281,0.978022,0.94382,0.88764,0.977778,All
73.0446,0.978022,0.944444,0.898876,0.988636,All
73.961,0.978022,0.954545,0.9,0.988889,All
74.8775,0.978022,0.955056,0.910112,0.988889,All
75.7939,0.978022,0.960536,0.921348,0.988889,All
76.7104,0.978022,0.966292,0.931426,0.988889,All
77.6268,0.978022,0.966667,0.932584,1,All
78.5433,0.978022,0.977273,0.932959,1,All
79.4597,0.978022,0.977778,0.943501,1,All
80.3762,0.978022,0.977778,0.94382,1,All
81.2926,0.978022,0.988506,0.954023,1,All
82.2091,0.989011,0.988764,0.955056,1,All
83.1255,0.989011,0.988826,0.965909,1,All
84.042,0.989011,0.988889,0.966292,1,All
84.9584,0.989011,0.988889,0.966667,1,All
85.8749,0.989011,0.988889,0.977142,1,All
86.7913,0.989011,1,0.977528,1,All
87.7078,0.989011,1,0.977528,1,All
88.6242,0.989011,1,0.977778,1,All
89.5407,0.989011,1,0.988636,1,All
90.4571,0.989011,1,0.988764,1,All
91.3736,0.989011,1,0.988889,1,All
92.29,1,1,1,1,All
