iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,362.294,1,19.9867,27.069,20.5526,1,-0.367397,1,1,1,1
2,336.383,1,14.4229,28.7076,25.2715,0.974679,-0.178562,0.974679,0.974679,0.974679,0.985049
3,331.391,1,12.4022,28.3704,28.467,0.95,0.00327645,0.95,0.95,0.95,0.960107
4,319.104,1,18.5808,32.8561,30.8035,0.925945,-0.331326,0.925945,0.925945,0.925945,0.935796
5,317.315,1,17.0903,32.3082,33.9491,0.9025,-0.255383,0.9025,0.9025,0.9025,0.912101
6,308.125,1,16.7988,29.2836,38.4357,0.879648,-0.191847,0.879648,0.881326,0.879648,0.932978
7,300.695,1,16.6386,28.6069,44.1381,0.857375,-0.262434,0.857375,0.85901,0.857375,0.909355
8,305.04,1,20.3331,28.6223,51.7745,0.835666,-0.36219,0.835666,0.906995,0.835666,1.00722
9,293.546,1,25.271,31.3948,43.4194,0.814506,-0.606449,0.814506,0.88403,0.814506,1.10546
10,296.447,1,25.0659,27.1865,32.052,0.793882,-0.650893,0.793882,0.990493,0.793882,1.12931
11,307.418,1,17.5127,29.3359,32.6992,0.773781,-0.480214,0.773781,1.08481,0.775803,1.17323
12,290.488,1,21.7947,28.062,33.5077,0.754188,-0.557209,0.754188,1.05734,0.757753,1.14352
13,280.027,1,29.5631,28.545,26.1559,0.735092,-0.805523,0.735092,1.03057,0.738566,1.23041
14,274.905,1,23.7344,28.736,25.2687,0.716479,-0.5628,0.716479,1.16647,0.719865,1.19925
15,276.652,1,23.7333,33.2897,21.6498,0.698337,-0.605378,0.698337,1.18533,0.701638,1.16889
16,265.066,1,20.5918,34.0963,24.6017,0.680655,-0.427597,0.680655,1.2106,0.683872,1.13929
17,264.274,1,20.5611,31.779,22.5307,0.66342,-0.369166,0.66342,1.18556,0.711583,1.15927
18,263.594,1,21.402,31.5604,17.769,0.646622,-0.390685,0.646622,1.32482,0.693565,1.31985
19,261.741,1,25.8925,40.344,20.3415,0.630249,-0.509013,0.630249,1.29127,0.676004,1.55509
20,259.561,1,28.6369,44.6167,23.0153,0.614291,-0.60786,0.614291,1.46831,0.658887,1.51571
21,261.455,1,25.7529,43.1024,22.2478,0.598737,-0.573477,0.598737,1.59433,0.642204,1.47733
22,249.541,1,29.1941,41.2585,26.8093,0.583577,-0.693499,0.583577,1.55396,0.625943,1.49106
23,247.166,1,23.9152,42.6737,22.814,0.5688,-0.586559,0.5688,1.51461,0.610094,1.4533
24,240.602,1,24.8193,49.2439,18.5908,0.554398,-0.478967,0.554398,1.68236,0.594646,1.4165
25,238.962,1,25.3074,49.4499,18.8446,0.54036,-0.532103,0.54036,1.63976,0.579589,1.38064
26,231.637,1,24.7521,50.2252,15.8563,0.526678,-0.511295,0.526678,1.59824,0.564913,1.37724
27,223.465,1,22.3374,45.1241,19.2979,0.513342,-0.401604,0.513342,1.56257,0.550609,1.45653
28,225.414,1,21.7787,45.7241,18.7041,0.500344,-0.365464,0.500344,1.59892,0.536668,1.47622
29,224.216,1,20.0812,42.714,18.8471,0.487675,-0.33722,0.487675,1.7955,0.523079,1.53253
30,212.867,1,24.5229,44.2787,17.7306,0.475327,-0.493903,0.475327,1.75003,0.509834,1.6509
31,206.005,1,27.7223,42.9911,19.1891,0.463291,-0.587586,0.463291,1.77646,0.496925,1.6091
32,204.806,1,26.6696,42.3778,18.1853,0.45156,-0.572984,0.45156,1.92946,0.484343,1.56836
33,209.089,1,23.539,40.3239,16.9481,0.440127,-0.444537,0.440127,2.24215,0.472079,1.52865
34,201.677,1,22.659,40.0003,12.9145,0.428982,-0.43462,0.428982,2.18538,0.461276,1.55387
35,193.217,1,24.5592,38.0675,11.1032,0.41812,-0.518218,0.41812,2.31135,0.449596,1.51453
36,189.953,1,21.2887,38.7487,7.51795,0.407533,-0.376631,0.407533,2.25282,0.462106,1.6335
37,174.668,1,23.178,40.3535,6.93294,0.397214,-0.447867,0.397214,2.27122,0.450405,1.59214
38,181.45,1,22.86,36.2768,9.99977,0.387157,-0.490491,0.387157,2.45846,0.440161,1.55183
39,172.561,1,21.9272,35.9305,7.52356,0.377354,-0.490836,0.377354,2.81434,0.429016,1.51254
40,162.921,1,23.6972,34.9751,6.8591,0.367799,-0.547329,0.367799,2.74308,0.418153,1.47424
41,164.187,1,23.3355,35.1599,7.06818,0.358486,-0.549779,0.358486,2.67363,0.407565,1.63684
42,157.631,1,24.5387,35.8187,6.45263,0.349409,-0.596952,0.349409,2.60593,0.409441,1.59539
43,150.826,1,21.9949,36.3615,5.2937,0.340562,-0.467104,0.340562,2.53994,0.399074,1.555
44,151.586,1,23.4933,33.4318,4.73947,0.331938,-0.543993,0.331938,2.47563,0.388969,1.51808
45,138.924,1,23.1688,37.3913,3.6745,0.323534,-0.486985,0.323534,2.41295,0.37912,1.63655
46,151.877,1,23.5891,38.5352,3.67088,0.315341,-0.537237,0.315341,2.45059,0.36952,1.72157
47,141.865,1,23.7043,39.6276,3.25131,0.307357,-0.543753,0.307357,2.59432,0.360164,1.81076
48,130.572,1,22.485,39.7465,4.04446,0.299574,-0.469653,0.299574,2.52863,0.351044,1.77361
49,138.161,1,20.7749,40.3216,3.97659,0.291989,-0.392392,0.291989,2.46461,0.345334,1.86677
50,130.486,1,20.4924,38.5677,2.60836,0.284596,-0.383119,0.284596,2.64434,0.385004,1.8195
51,123.121,1,23.2268,41.2412,2.50251,0.27739,-0.488782,0.27739,2.67801,0.375255,1.77343
52,126.328,1,22.5062,40.3469,1.85264,0.270366,-0.482625,0.270366,2.62411,0.365754,2.06242
53,121.968,1,21.9799,41.5284,1.46293,0.26352,-0.444551,0.26352,2.92478,0.356492,2.0102
54,106.843,1,21.9407,39.6342,1.91582,0.256848,-0.452602,0.256848,2.85073,0.347466,1.9593
55,111.097,1,19.9058,39.1912,1.44917,0.250344,-0.373078,0.250344,2.77855,0.338668,2.05005
56,112.676,1,22.7694,40.089,1.01567,0.244005,-0.501242,0.244005,2.70819,0.330093,2.24747
57,107.673,1,23.4776,40.3654,0.777804,0.237827,-0.508128,0.237827,2.63962,0.321734,2.19056
58,99.4061,1,22.9609,40.1022,1.24591,0.231805,-0.477215,0.231805,2.57278,0.313588,2.1519
59,92.8946,1,22.5972,40.0995,1.12939,0.225936,-0.488059,0.225936,3.0468,0.305648,2.09741
60,104.372,1,22.9759,39.5038,1.02496,0.220215,-0.488391,0.220215,3.31203,0.310043,2.09811
61,96.0039,1,22.3415,36.6481,1.1446,0.214639,-0.477408,0.214639,3.22817,0.302193,2.23988
62,88.5455,1,23.7484,36.8244,1.23028,0.209204,-0.5281,0.209204,3.14643,0.294541,2.20073
63,92.5508,1,22.0105,38.0761,1.12212,0.203907,-0.451079,0.203907,3.06676,0.287083,2.26791
64,81.2461,1,21.3681,38.9404,1.14954,0.198744,-0.434927,0.204764,2.98911,0.279814,2.27432
65,75.5866,1,20.9091,40.151,0.846421,0.193711,-0.41607,0.199579,2.91342,0.272729,2.21673
66,85.4568,1,21.4818,40.9116,0.661802,0.188807,-0.433373,0.194525,2.83965,0.265824,2.44747
67,86.8601,1,20.9326,38.3461,0.786782,0.184026,-0.418451,0.208195,2.84536,0.264747,2.40244
68,80.8289,1,21.3209,38.6049,0.872509,0.179366,-0.4262,0.205518,2.94998,0.258043,2.4337
69,77.5311,1,21.4239,38.6256,0.789293,0.174825,-0.419721,0.217656,3.0076,0.251509,2.50203
70,63.1947,1,20.4,39.198,0.818424,0.170398,-0.37441,0.214391,2.93145,0.245141,2.54734
71,62.5989,1,20.7357,38.3472,0.743722,0.166083,-0.402338,0.208963,2.85722,0.238934,2.88461
72,60.4916,1,22.0449,37.8889,1.15996,0.161878,-0.454083,0.212249,2.78488,0.232884,2.88987
73,68.0289,1,21.3396,37.8648,2.4096,0.157779,-0.416705,0.206875,2.95595,0.226987,2.87716
74,66.8247,1,21.1694,38.2748,1.56518,0.157421,-0.406901,0.21923,2.8811,0.22124,2.9086
75,62.3664,1,20.6024,37.7905,1.69898,0.153435,-0.398108,0.223831,2.80815,0.215638,2.83496
76,54.7419,1,20.1203,36.3948,2.04089,0.14955,-0.392652,0.228694,2.73705,0.210178,2.76317
77,47.1504,1,20.8192,35.2787,2.17083,0.145763,-0.423862,0.222903,2.66775,0.211894,2.81695
78,52.0945,1,21.6663,35.3397,1.68235,0.144607,-0.441513,0.218509,2.74506,0.206529,2.8606
79,56.1167,1,22.9125,34.877,3.72595,0.144597,-0.500547,0.215802,2.87318,0.22066,2.95544
80,38.0596,1,21.5051,35.1634,6.82259,0.140936,-0.433215,0.210338,2.90272,0.215073,2.88061
81,37.7069,1,21.3908,34.6088,6.16168,0.137367,-0.412444,0.226901,2.82922,0.209627,2.86263
82,41.003,1,20.4187,34.3268,6.75999,0.141052,-0.382743,0.221156,2.93487,0.204319,2.79015
83,39.8739,1,21.6192,34.0748,6.49839,0.13748,-0.447744,0.222849,2.86055,0.224658,2.7195
84,39.4923,1,20.8462,34.1425,9.09831,0.134438,-0.428456,0.217207,2.78812,0.21897,2.71441
85,32.2865,1,19.8159,35.2904,7.19728,0.132451,-0.377778,0.222561,2.71753,0.213426,2.85775
86,34.9458,1,19.3334,35.7947,6.45203,0.134187,-0.343489,0.221121,2.64872,0.208021,2.92977
87,29.1464,1,20.1934,36.3884,9.11928,0.130789,-0.379124,0.215522,2.58165,0.202754,3.03412
88,25.6514,1,20.8866,35.3254,11.3981,0.130435,-0.431858,0.227036,2.51628,0.19762,2.9573
89,15.5907,1,21.6668,35.4004,14.5153,0.128982,-0.441414,0.221287,2.45257,0.192617,2.88242
90,18.3501,1,21.7899,34.5502,11.9197,0.130513,-0.450649,0.215684,2.39047,0.187739,2.80943
91,22.5204,1,20.5944,33.7335,15.3154,0.133877,-0.402579,0.210223,2.32994,0.191452,2.7383
92,21.6123,1,22.1597,33.3913,11.5803,0.130487,-0.478442,0.2049,2.37667,0.186604,2.66896
93,20.169,1,21.4595,32.8416,12.6788,0.131161,-0.44776,0.200356,2.31649,0.197027,2.60138
94,17.7987,1,22.6782,32.0399,15.6292,0.133511,-0.495746,0.195283,2.25783,0.199907,2.53551
95,9.38952,1,21.3471,32.3139,20.5817,0.134811,-0.452442,0.197165,2.20066,0.194846,2.47131
96,9.3979,1,20.7547,32.1479,15.6943,0.135414,-0.424424,0.192172,2.14494,0.189912,2.40874
97,17.4641,1,21.9623,31.0387,16.9809,0.134774,-0.484456,0.196602,2.13103,0.195523,2.34775
98,12.3972,1,20.3972,32.3923,17.023,0.131361,-0.420667,0.214142,2.09774,0.190572,2.2883
99,17.0915,1,21.5862,31.9278,14.4186,0.132333,-0.464522,0.223906,2.23387,0.185746,2.23036
100,10.8981,1,20.153,31.5354,23.8164,0.130316,-0.413302,0.218237,2.19582,0.181043,2.21956
101,4.48219,1,20.3243,31.1396,19.546,0.131,-0.402986,0.212711,2.14022,0.176459,2.16336
102,-2.87862,1,21.1798,30.473,19.4892,0.128447,-0.437893,0.186987,2.03325,0.160922,1.74385
103,-6.64488,1,22.463,31.0171,18.0752,0.127027,-0.485955,0.183076,2.03478,0.168434,1.67531
104,-4.86683,1,22.6466,30.8242,16.4878,0.126379,-0.477234,0.194867,1.89683,0.19183,1.57085
105,-13.7209,1,22.7495,30.0011,19.2907,0.125627,-0.490423,0.201796,1.681,0.171781,1.46989
106,-18.2053,1,22.2618,29.5834,28.0623,0.121442,-0.48065,0.205057,1.71011,0.177053,1.50249
107,-25.6699,1,21.4763,28.9794,24.4405,0.118898,-0.445397,0.212298,1.91829,0.135942,1.41783
108,-23.552,1,20.6873,28.8422,23.2545,0.119936,-0.408699,0.216891,1.93713,0.128119,1.51275
109,-28.1683,1,20.1626,28.3868,24.8922,0.118894,-0.394568,0.232986,1.71506,0.122464,1.51186
110,-31.2259,1,20.885,27.8343,19.3385,0.121933,-0.412922,0.23964,1.46553,0.119649,1.34258
111,-28.3329,1,20.3833,27.5395,23.3218,0.120741,-0.408121,0.239673,1.63475,0.130095,1.3198
112,-37.9285,1,20.5544,27.0441,27.8585,0.11626,-0.405706,0.223868,1.58767,0.125219,1.31884
113,-32.2602,1,20.6097,27.1652,28.375,0.121242,-0.414049,0.227709,1.65511,0.127036,1.34443
114,-32.0372,1,21.5204,27.3023,28.3163,0.122459,-0.449901,0.230053,1.61294,0.110738,1.30654
115,-46.8792,1,21.3772,27.5016,24.115,0.11869,-0.437885,0.230877,1.54547,0.105059,1.05176
116,-49.9671,1,21.9622,27.4181,26.7581,0.11445,-0.458045,0.222387,1.47214,0.112855,1.1962
117,-40.9796,1,21.9394,27.5075,24.6435,0.117641,-0.444252,0.224864,1.47668,0.126027,1.20843
118,-40.2581,1,21.8984,27.5496,22.4129,0.119878,-0.454193,0.222358,1.48898,0.130052,1.12398
119,-35.8916,1,20.9328,28.0824,23.8689,0.120926,-0.410786,0.232823,1.445,0.122926,1.25303
120,-33.9051,1,21.717,28.6143,19.1611,0.119672,-0.450777,0.223363,1.47086,0.132955,1.37372
121,-40.0805,1,21.2492,28.3521,21.5092,0.120195,-0.426566,0.214119,1.39538,0.119995,1.32833
122,-48.9189,1,21.4375,28.4855,22.9484,0.117768,-0.437564,0.21319,1.26212,0.117213,1.34669
123,-48.8442,1,22.0129,28.5692,23.2299,0.118553,-0.44687,0.184846,1.18381,0.128902,1.35436
124,-43.9359,1,22.5761,28.4735,24.0087,0.123677,-0.468063,0.209223,1.15553,0.129329,1.15896
125,-40.1815,1,22.6231,28.7424,23.9588,0.121931,-0.474557,0.214592,1.19208,0.14505,1.15206
126,-43.6644,1,23.0866,28.4388,23.5292,0.123612,-0.495894,0.212578,1.1237,0.126954,1.22365
127,-44.719,1,23.227,27.8492,23.3909,0.124222,-0.499661,0.211161,1.13484,0.121046,1.13012
128,-37.7446,1,21.7186,27.2691,23.5885,0.12907,-0.438857,0.220092,1.21811,0.118472,1.10944
129,-53.4077,1,21.8302,27.4685,21.7856,0.124785,-0.448899,0.219605,1.12625,0.0994762,0.979697
130,-56.4773,1,22.2874,27.1982,22.862,0.128481,-0.451558,0.22043,1.05014,0.0924888,0.865756
131,-55.9974,1,22.9824,27.52,24.1749,0.126668,-0.481412,0.232777,1.10251,0.0818012,1.00541
132,-49.6176,1,23.1006,27.6062,25.2821,0.12596,-0.470882,0.2272,1.11867,0.0938474,1.0329
133,-58.32,1,21.9803,27.678,22.6308,0.12154,-0.439412,0.221302,1.08316,0.0960345,1.0031
134,-59.7926,1,20.5449,27.5654,23.056,0.120413,-0.38965,0.219146,1.05189,0.0996358,1.07624
135,-61.0612,1,20.6243,27.423,20.4665,0.118447,-0.395579,0.212188,1.06519,0.102085,1.12246
136,-56.6835,1,21.6917,27.661,22.8725,0.120901,-0.44006,0.207907,1.10945,0.0965208,1.17628
137,-62.0871,1,22.1188,27.3805,23.0379,0.119616,-0.473734,0.202014,1.11382,0.0811762,1.26573
138,-58.7966,1,21.552,27.2506,24.3467,0.125221,-0.451382,0.19851,1.14597,0.0712299,1.28058
139,-63.012,1,21.2655,27.5343,23.8045,0.122718,-0.419173,0.189547,1.29947,0.0647105,1.26206
140,-65.652,1,22.1125,27.6498,20.1984,0.12165,-0.464817,0.203392,1.31189,0.0635964,1.16063
141,-65.3478,1,22.0188,27.3644,20.6623,0.120114,-0.468747,0.194879,1.27885,0.0719423,1.12625
142,-58.8801,1,21.7302,27.4199,20.5749,0.125857,-0.443372,0.198064,1.26153,0.0773622,1.02633
143,-54.1221,1,21.7873,27.3558,20.3037,0.127129,-0.460278,0.210044,1.38271,0.0717164,1.04853
144,-57.569,1,21.9916,27.7348,17.9251,0.124653,-0.447234,0.210134,1.44012,0.0725614,0.952456
145,-59.0501,1,22.86,28.0521,18.357,0.125609,-0.49069,0.22228,1.40122,0.0736082,0.889625
146,-61.8907,1,21.6798,27.9657,19.3698,0.120308,-0.449561,0.23169,1.36839,0.0823816,0.876192
147,-54.3522,1,21.5457,27.7771,19.2882,0.121557,-0.435761,0.216103,1.59385,0.087938,0.921979
148,-51.4931,1,21.5842,27.785,18.2197,0.124363,-0.446017,0.221117,1.49476,0.0854467,0.895779
149,-67.4495,1,21.6182,27.7028,17.6214,0.12059,-0.450274,0.217399,1.2753,0.07371,0.896134
150,-67.29,1,21.8774,27.7131,18.4911,0.122932,-0.458675,0.213455,1.29288,0.0735856,0.896274
151,-63.9121,1,21.9012,27.871,18.6055,0.123831,-0.434141,0.208011,1.19701,0.0784288,0.905134
