popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
2.44435,3.34865,2.44435,-0.0897406,4.97843,1.33999,1.25566,1.33999,-1.19005,3.87004,All
2.6157,3.45553,2.6157,0.0807745,5.15062,1.4577,1.36684,1.4577,-1.07267,3.98806,All
2.79906,3.5705,2.79906,0.263181,5.33494,1.58574,1.488,1.58574,-0.945005,4.11648,All
2.99528,3.69352,2.99528,0.458302,5.53226,1.72503,1.62053,1.72503,-0.806163,4.25621,All
3.20525,3.82517,3.20525,0.66702,5.74349,1.87655,1.76492,1.87655,-0.655168,4.40826,All
3.42995,3.97496,3.42995,0.890276,5.96961,2.04138,1.92198,2.04138,-0.49096,4.57372,All
3.67039,4.14438,3.67039,1.12908,6.2117,2.22069,2.09292,2.22069,-0.312388,4.75377,All
3.84236,4.26903,3.84236,1.2998,6.38492,2.41575,2.2803,2.41575,-0.1182,4.9497,All
3.92769,4.33211,3.92769,1.38449,6.47088,2.62795,2.4842,2.62795,0.092961,5.16293,All
4.20303,4.54044,4.20303,1.65768,6.74837,2.85878,2.70763,2.85878,0.322572,5.39499,All
4.49766,4.77227,4.49766,1.94985,7.04547,3.10989,2.95104,3.10989,0.572236,5.64754,All
4.81296,5.03232,4.81296,2.26233,7.36358,3.11763,2.95855,3.11763,0.579935,5.65533,All
5.15035,5.31061,5.15035,2.5965,7.7042,3.38305,3.21607,3.38305,0.843693,5.92242,All
5.24038,5.38572,5.24038,2.68563,7.79512,3.68021,3.50709,3.68021,1.13883,6.2216,All
5.5114,5.62538,5.5114,2.95386,8.06893,4.00348,3.82366,4.00348,1.4597,6.54725,All
5.89775,5.96773,5.89775,3.33601,8.4595,4.35513,4.16846,4.35513,1.80854,6.90173,All
6.3112,6.3422,6.3112,3.74463,8.87776,4.73768,4.54633,4.73768,2.18774,7.28762,All
6.63839,6.6512,6.63839,4.06779,9.20899,4.89527,4.70224,4.89527,2.34388,7.44667,All
6.75362,6.76088,6.75362,4.18155,9.32569,5.15383,4.9586,5.15383,2.59994,7.70771,All
