parameter,value
Cl_pop,13.4740289695402
V1_pop,23.778175708228
beta_V1_logtCLCRMLMIN,-1.41807368252855
beta_V1_logtPROGDL,-0.410512485911547
beta_V1_logtRAL,0.0535420019631441
Q_pop,23.4
beta_Q_LMP_1,0.933023925868594
beta_Q_logtAGEA,1.2825543187446
beta_Q_logtALBGDL,17.5755068656786
beta_Q_logtPROGDL,-17.4232769661205
V2_pop,4.14162754859108
beta_V2_SEXF_1,3.7190833902903
beta_V2_logtHCM,27.76174543812
omega_Cl,0.258122461168988
omega_V1,0.131528840870145
omega_Q,3.1136283716235e-8
omega_V2,1.31232616519486e-7
a,1.47794667130817
b,0.0382848880578068
