parameter,value
Cl_pop,13.4760058485289
V1_pop,23.5468859821691
beta_V1_logtCLCRMLMIN,-3.23324856887238
Q_pop,23.4
beta_Q_LMP_1,0.886148582333366
beta_Q_logtAGEA,1.59164643120289
beta_Q_logtALBGDL,19.1356848561935
beta_Q_logtIMCKGM2,-0.33589614101696
beta_Q_logtPROGDL,-18.6871714026515
V2_pop,3.44621150556247
beta_V2_SEXF_1,4.13598443722004
beta_V2_logtHCM,31.570093892655
omega_Cl,0.258289235270093
omega_V1,0.277457953783357
omega_Q,2.70445885549257e-8
omega_V2,3.47985875273873e-8
a,1.42535733880644
b,0.041987562543812
