iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,627.334,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,577.881,1,19.549,37.5241,14.6454,0.998976,0.175621,0.418653,0.864091,0.625733,1.01975
3,543.146,1,19.5895,39.2046,16.5743,1.00843,0.133873,0.39808,1.08369,0.602813,1.05637
4,526.035,1,19.4626,40.4206,16.1957,1.23806,0.107362,0.404855,1.27948,0.567282,0.964726
5,502.748,1,19.1718,41.6602,15.4801,1.28552,0.0816575,0.404626,1.48302,0.534852,1.05373
6,491.699,1,19.3639,42.3021,14.5197,1.36682,0.0703443,0.402117,1.27824,0.525805,1.24121
7,482.771,1,19.1207,43.0633,14.2892,1.34761,0.06151,0.403799,1.45759,0.529653,1.33982
8,476.14,1,19.2053,42.6657,12.5412,1.30812,0.0571375,0.404555,1.4863,0.521796,1.54397
9,470.24,1,19.1837,43.1369,12.8735,1.28551,0.0538128,0.409651,1.41756,0.528713,1.65362
10,465.056,1,18.9924,42.9585,18.1465,1.26863,0.0505148,0.404399,1.57811,0.517021,1.61908
11,462.552,1,19.1554,42.2059,13.7972,1.2664,0.0487211,0.403926,1.60512,0.499831,1.73511
12,458.807,1,19.1097,42.3855,17.5513,1.24538,0.0489552,0.403765,1.54569,0.500433,1.57577
13,457.892,1,19.2077,42.0561,15.2972,1.27698,0.0465477,0.401226,1.51959,0.495382,1.70097
14,457.032,1,19.2024,41.7003,13.317,1.30456,0.0442183,0.404992,1.46771,0.466696,1.89428
15,459.879,1,19.2717,41.8285,12.7857,1.30461,0.0472079,0.403712,1.4306,0.480029,1.82574
16,451.401,1,19.25,41.7312,15.4307,1.30455,0.0434324,0.406333,1.43887,0.468099,1.62316
17,453.005,1,19.1188,42.0388,16.2406,1.34585,0.0424623,0.406269,1.4302,0.463256,1.5242
18,450.891,1,19.1951,41.8229,17.0477,1.30461,0.0429749,0.403766,1.51011,0.44569,1.53663
19,444.816,1,19.2,41.1492,14.576,1.27007,0.0408622,0.406603,1.43551,0.446797,1.62534
20,441.734,1,19.1731,40.7445,18.5931,1.27006,0.0395212,0.405531,1.41669,0.447784,1.60574
21,435.815,1,19.2273,41.3782,18.1754,1.27003,0.0375997,0.403617,1.42701,0.444541,1.43759
22,436.718,1,19.2284,41.1732,17.3714,1.29555,0.0363742,0.40379,1.34962,0.447609,1.52492
23,441.173,1,19.122,40.9885,16.0739,1.29558,0.0384362,0.409574,1.3782,0.43824,1.60507
24,435.36,1,19.0298,40.7293,16.9904,1.26712,0.0370622,0.403458,1.3927,0.42765,1.51426
25,435.375,1,19.0774,40.3289,19.6219,1.22341,0.0395855,0.401811,1.38324,0.429444,1.5023
26,423.582,1,19.0067,39.8761,21.5104,1.19518,0.0354599,0.397402,1.31074,0.420866,1.47492
27,421.866,1,19.0738,40.105,20.8639,1.21256,0.0336551,0.403505,1.28209,0.431096,1.47145
28,422.3,1,19.1207,40.2256,22.3663,1.21259,0.0337819,0.400032,1.25081,0.442225,1.47611
29,423.758,1,19.1311,40.2333,21.1656,1.24951,0.0341547,0.404469,1.19618,0.429859,1.35735
30,422.738,1,19.0634,40.2219,21.2624,1.2823,0.0313367,0.403385,1.28765,0.414409,1.3799
31,418.797,1,19.2069,40.0502,20.1719,1.28225,0.0295249,0.403316,1.23899,0.425317,1.47591
32,419.406,1,19.0173,39.1426,20.5387,1.23287,0.0331966,0.402297,1.16564,0.418667,1.35046
33,422.941,1,19.1955,39.4682,18.7357,1.27466,0.0314212,0.408379,1.28374,0.423069,1.40453
34,421.382,1,19.1598,40.0135,19.6072,1.25615,0.0322179,0.409717,1.27841,0.412476,1.36024
35,419.1,1,19.1088,39.8134,21.1838,1.30541,0.0281817,0.408374,1.17827,0.416017,1.47048
36,419.268,1,18.9981,39.7925,20.9377,1.2644,0.0306885,0.411538,1.10695,0.414545,1.53166
37,418.229,1,19.1392,39.9661,21.1517,1.24551,0.0311208,0.409064,1.19733,0.397584,1.51041
38,418.736,1,19.1594,39.4348,22.9064,1.3262,0.0267509,0.41051,1.25945,0.398316,1.43925
39,416.688,1,19.0842,39.2111,22.864,1.32619,0.0256955,0.413074,1.22211,0.395853,1.40722
40,420.124,1,18.9692,38.5846,20.8815,1.35248,0.0249497,0.411635,1.3371,0.387724,1.49833
41,420.794,1,18.9061,39.7013,22.168,1.35249,0.0245835,0.402819,1.42709,0.380638,1.5186
42,416.81,1,19.0038,38.9643,22.7598,1.38417,0.0204174,0.401256,1.48239,0.380286,1.49274
43,412.278,1,18.9011,39.7553,26.2939,1.34173,0.0214418,0.405668,1.38998,0.374609,1.46647
44,410.17,1,18.9155,39.0466,23.9699,1.31202,0.0220586,0.402063,1.39248,0.37753,1.45422
45,414.136,1,19.0317,38.7646,23.1859,1.3734,0.0206653,0.402342,1.42365,0.378927,1.39621
46,411.578,1,19.0206,39.1295,20.3013,1.38849,0.0185492,0.400677,1.39461,0.384706,1.33624
47,411.654,1,19.0853,39.0778,18.9931,1.38849,0.017706,0.404215,1.33512,0.390063,1.40998
48,413.681,1,19.1558,38.8203,20.83,1.42005,0.0162416,0.398413,1.36948,0.389452,1.51891
49,418.895,1,19.1213,38.3886,18.2814,1.38246,0.0213497,0.401226,1.4674,0.397379,1.51163
50,420.82,1,19.0577,37.5668,21.7786,1.38248,0.0217284,0.405907,1.63485,0.396092,1.40464
51,423.025,1,18.9373,37.7736,24.4388,1.39636,0.0209309,0.405412,1.79769,0.395686,1.46782
52,418.445,1,18.9909,36.6218,28.1314,1.42105,0.0161013,0.408984,1.71793,0.411966,1.45299
53,419.959,1,18.8299,36.4827,28.0696,1.43973,0.0160587,0.415345,1.63546,0.401577,1.50371
54,419.072,1,18.7913,37.2765,29.0326,1.43967,0.0149132,0.417059,1.64921,0.411513,1.57722
55,417.735,1,18.9989,36.6081,29.3441,1.46498,0.0110887,0.407032,1.58264,0.428814,1.57145
56,414.551,1,19.0068,36.9624,24.3913,1.45335,0.00820322,0.404197,1.60607,0.438103,1.61204
57,416.207,1,19.0368,36.8943,24.4996,1.5195,2.22045e-16,0.408337,1.45227,0.430518,1.55107
58,411.657,1,18.9305,36.9434,25.4215,1.4888,2.22045e-16,0.412551,1.41349,0.423889,1.52601
59,408.746,1,18.8667,37.2773,25.4779,1.4746,2.22045e-16,0.41841,1.37454,0.403703,1.5178
60,411.709,1,18.7748,37.2327,25.516,1.48758,2.22045e-16,0.416703,1.37681,0.421187,1.58075
61,407.052,1,18.8868,37.2384,26.1661,1.46728,2.22045e-16,0.410958,1.30001,0.414555,1.52528
62,406.391,1,18.771,37.2206,26.3464,1.46507,7.01509e-07,0.417626,1.2888,0.395673,1.5522
63,409.582,1,18.8825,36.7704,30.2778,1.46228,2.16051e-06,0.421188,1.45962,0.411744,1.58928
64,406.477,1,18.7899,36.9998,27.565,1.45556,2.22045e-16,0.4194,1.35434,0.410589,1.5198
65,400.243,1,18.7935,36.2877,29.7153,1.40394,2.22045e-16,0.418277,1.37663,0.408225,1.53058
66,406.287,1,18.9206,36.1492,28.2104,1.44498,2.22045e-16,0.418892,1.41449,0.413209,1.54125
67,406.535,1,18.9949,36.3997,27.2525,1.46334,2.22045e-16,0.421522,1.3414,0.412483,1.45174
68,402.3,1,18.8563,36.436,28.1651,1.42476,2.22045e-16,0.424664,1.30215,0.408272,1.53716
69,405.277,1,18.7846,36.3823,26.5693,1.44471,2.22045e-16,0.427344,1.31388,0.406984,1.56411
70,407.3,1,18.8683,36.5062,26.9642,1.45395,1.71924e-06,0.416985,1.29476,0.409954,1.69663
71,405.934,1,18.8748,37.2399,22.3161,1.44793,2.22045e-16,0.419977,1.31876,0.387723,1.68808
72,401.779,1,18.8963,36.3761,22.6981,1.40767,0.00508747,0.419886,1.30831,0.380634,1.67149
73,402.586,1,19.0293,36.5666,21.9279,1.41562,2.22045e-16,0.41429,1.43191,0.37756,1.6837
74,402.83,1,19.0183,36.7449,23.5994,1.4129,2.22045e-16,0.414087,1.4492,0.385073,1.68677
75,403.949,1,19.0059,36.575,22.4841,1.42039,2.22045e-16,0.415357,1.48191,0.379306,1.68592
76,402.315,1,19.0163,36.5969,22.2418,1.41951,2.22045e-16,0.411467,1.51144,0.375101,1.54979
77,401.156,1,19.0458,36.9144,21.8294,1.42563,2.22045e-16,0.410175,1.40494,0.367719,1.53278
78,401.246,1,18.9614,36.8885,22.4105,1.42624,2.22045e-16,0.411871,1.37585,0.364074,1.57506
79,398.676,1,18.9666,37.2755,21.887,1.39441,2.22045e-16,0.408282,1.4181,0.364881,1.66737
80,396.287,1,19.0993,36.668,21.7155,1.37704,2.22045e-16,0.40528,1.35582,0.372106,1.71385
81,397.218,1,19.0657,36.8076,22.8852,1.38913,2.21695e-06,0.403861,1.3979,0.378401,1.58611
82,399.388,1,19.0826,36.5346,23.1325,1.41071,2.22045e-16,0.405944,1.45495,0.375345,1.47503
83,398.184,1,18.9842,36.4578,24.1957,1.41637,2.22045e-16,0.401507,1.41717,0.362913,1.42317
84,393.275,1,19.0627,36.583,23.1237,1.38445,2.22045e-16,0.404236,1.38364,0.359238,1.39496
85,397.974,1,19.0875,36.5936,21.7813,1.41253,2.22045e-16,0.405945,1.39592,0.363517,1.44852
86,391.668,1,19.0727,36.9307,24.3634,1.37694,2.22045e-16,0.406603,1.29262,0.361909,1.42146
87,391.226,1,19.0324,36.9581,25.2607,1.37565,2.22045e-16,0.404358,1.29477,0.371241,1.37499
88,393.4,1,19.0616,36.6766,26.8448,1.38602,2.22045e-16,0.406031,1.31065,0.379459,1.38705
89,391.622,1,18.9497,36.2432,24.9622,1.36657,2.22045e-16,0.410768,1.38182,0.360493,1.42161
90,395.666,1,18.8611,36.0239,24.3124,1.38233,2.22045e-16,0.410308,1.46314,0.365768,1.4897
91,398.13,1,18.9406,36.3197,28.0859,1.39835,3.22924e-07,0.404486,1.48118,0.370292,1.50669
92,398.147,1,18.8581,36.1331,27.8803,1.40851,2.22045e-16,0.406604,1.39648,0.377194,1.44906
93,396.281,1,18.8343,35.6956,28.3015,1.38512,2.22045e-16,0.40692,1.50038,0.384182,1.40838
94,399.799,1,18.8986,36.0412,28.826,1.40108,2.22045e-16,0.41339,1.45827,0.388729,1.53462
95,397.609,1,19.0805,35.9268,26.8851,1.40167,2.22045e-16,0.406306,1.43705,0.385736,1.40243
96,395.047,1,19.0947,36.1148,26.9787,1.38857,2.22045e-16,0.403281,1.41103,0.381274,1.38093
