parameter,value
Cl_pop,13.4933970532614
beta_Cl_logtIMCKGM2,-0.165047399486679
V1_pop,25.3841993879784
beta_V1_ANTU_1,-0.332772262467261
beta_V1_logtCLCRMLMIN,-3.19556943536423
beta_V1_logtPROGDL,-0.576822730679589
Q_pop,23.4
beta_Q_LMP_1,0.921364714468119
beta_Q_logtAGEA,1.62562867661284
beta_Q_logtALBGDL,18.612100686608
beta_Q_logtPROGDL,-18.1659476649019
V2_pop,2.98247356379219
beta_V2_SEXF_1,4.33851115475203
beta_V2_logtHCM,34.2151348065988
omega_Cl,0.265290369817509
omega_V1,0.271118405041899
omega_Q,2.52323412634009e-8
omega_V2,9.14628934031831e-8
a,1.42392090552388
b,0.0421787759883583
