iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,c,omega_Cl,omega_Q,omega_V1,omega_V2
526,-15.6824,1,13.4504,3.21636,28.1998,40.1961,0.565919,0.475785,0.269531,1.93729,0.228017,2.69371e-08
527,-7.6438,1,13.3928,3.29946,28.8075,40.1961,0.596841,0.475785,0.253164,1.78388,0.242351,2.78845e-08
528,-22.1336,1,13.4809,3.54207,28.8337,40.1961,0.575522,0.475785,0.254577,1.79647,0.212626,2.38589e-08
529,-23.0716,1,13.6089,3.58674,28.7976,40.1961,0.572096,0.475785,0.268582,1.74559,0.226765,2.34725e-08
530,-23.5369,1,13.4625,3.49855,29.159,40.1961,0.574987,0.475785,0.267294,1.75914,0.227336,2.10498e-08
531,-28.2415,1,13.486,2.70724,28.9404,40.1961,0.570571,0.475785,0.266251,1.7747,0.223765,2.01895e-08
532,-21.6686,1,13.411,2.60964,29.2127,40.1961,0.582273,0.475785,0.269458,1.76056,0.247591,1.96174e-08
533,-27.4352,1,13.5241,2.20368,29.3555,40.1961,0.555388,0.475785,0.274567,1.88319,0.24573,2.05084e-08
534,-34.1302,1,13.4909,2.1747,29.0196,40.1961,0.542117,0.475785,0.26751,1.92215,0.238776,1.95963e-08
535,-22.4761,1,13.5047,2.43437,28.981,40.1961,0.55285,0.475785,0.265806,2.14184,0.251642,2.19204e-08
536,-18.2005,1,13.4315,2.23965,29.419,40.1961,0.562617,0.475785,0.260536,2.23874,0.217648,2.51319e-08
537,-26.5301,1,13.4565,2.39629,28.8714,40.1961,0.543303,0.475785,0.257038,2.1386,0.206991,2.66018e-08
538,-26.8952,1,13.522,2.85651,29.1058,40.1961,0.544855,0.475785,0.256409,1.9221,0.211895,2.79415e-08
539,-18.5927,1,13.4401,3.41525,28.5441,40.1961,0.560424,0.475785,0.255317,1.78762,0.22589,3.08043e-08
540,-24.526,1,13.5011,3.39608,28.2941,40.1961,0.545386,0.475785,0.263427,1.931,0.234915,2.67703e-08
541,-20.0715,1,13.5984,3.0094,27.6432,40.1961,0.654808,0.426186,0.263156,2.12936,0.225505,2.38087e-08
542,-19.4219,1,13.5609,2.6774,27.8561,40.1961,0.640726,0.426186,0.260274,2.24742,0.21971,2.66494e-08
543,-18.967,1,13.5707,2.71765,28.2757,40.1961,0.662264,0.426186,0.266472,2.2452,0.198158,2.45372e-08
544,-5.1769,1,13.4783,2.43096,27.5782,40.1961,0.697079,0.426186,0.260008,2.25668,0.225305,2.56458e-08
545,-5.47218,1,13.4802,2.88289,27.9627,40.1961,0.660836,0.426186,0.258418,2.50456,0.215609,3.12209e-08
546,-12.6143,1,13.3105,2.35338,27.9486,40.1961,0.663132,0.426186,0.257594,2.51598,0.194407,2.70045e-08
547,-9.66756,1,13.4587,2.31675,27.6547,40.1961,0.676141,0.426186,0.256967,2.55578,0.214482,2.45079e-08
548,-15.8709,1,13.3928,2.11959,27.122,40.1961,0.651528,0.426186,0.251834,2.61182,0.213645,2.50634e-08
549,-15.2946,1,13.4797,2.30805,27.677,40.1961,0.67506,0.426186,0.256615,2.39262,0.175202,2.74376e-08
550,-13.4907,1,13.4588,2.1966,27.4987,40.1961,0.66262,0.426186,0.259826,2.5772,0.193811,2.69438e-08
551,-7.48271,1,13.4773,2.14155,27.7313,40.1961,0.65899,0.426186,0.270467,2.70609,0.198792,2.995e-08
552,-15.599,1,13.5981,2.1561,27.7707,40.1961,0.642135,0.426186,0.261325,2.48109,0.206055,3.00264e-08
553,-16.99,1,13.4703,2.24202,28.1542,40.1961,0.654456,0.426186,0.250503,2.33633,0.18913,3.04664e-08
554,-3.76695,1,13.5232,1.70175,28.0885,40.1961,0.698009,0.426186,0.261397,2.45465,0.182506,3.10897e-08
555,-13.0726,1,13.7109,1.92047,28.7431,40.1961,0.665522,0.426186,0.254705,2.38808,0.184355,3.17877e-08
556,-17.6756,1,13.6342,2.02122,28.5756,40.1961,0.650573,0.426186,0.257112,2.59662,0.184055,2.8415e-08
557,-12.1405,1,13.5872,2.43281,28.398,40.1961,0.669137,0.426186,0.270641,2.56762,0.187782,2.65935e-08
558,-15.4659,1,13.5776,2.45538,28.5133,40.1961,0.671556,0.426186,0.267533,2.44331,0.170071,2.65224e-08
559,-18.2874,1,13.6238,2.72066,28.6659,40.1961,0.669583,0.426186,0.255674,2.3721,0.171089,2.65752e-08
560,-19.1038,1,13.4322,2.26661,28.6285,40.1961,0.656334,0.426186,0.258936,2.52145,0.185434,2.38502e-08
561,-19.4421,1,13.5168,2.50235,28.6396,40.1961,0.59189,0.465634,0.264068,2.40794,0.196855,2.17537e-08
562,-22.5955,1,13.5581,2.60574,29.4594,40.1961,0.593415,0.465634,0.261629,2.24312,0.19579,2.08271e-08
563,-26.5463,1,13.5378,2.82623,29.0099,40.1961,0.589731,0.465634,0.253509,2.18274,0.190249,2.02336e-08
564,-28.0571,1,13.562,2.7273,29.0155,40.1961,0.581742,0.465634,0.259873,2.10787,0.19708,2.12428e-08
565,-25.6632,1,13.4318,2.74727,28.5033,40.1961,0.592285,0.465634,0.250872,2.09853,0.204239,2.02364e-08
566,-35.7307,1,13.4747,3.10628,28.2341,40.1961,0.562215,0.465634,0.267757,2.2205,0.209896,1.72303e-08
567,-35.507,1,13.5111,3.13152,28.1028,40.1961,0.562328,0.465634,0.261044,2.0269,0.210747,1.93901e-08
568,-36.0271,1,13.4645,2.9531,28.1039,40.1961,0.567799,0.465634,0.257958,2.11954,0.213244,1.7004e-08
569,-32.3484,1,13.5143,2.7818,29.0238,40.1961,0.57779,0.465634,0.258461,2.07494,0.213309,1.82539e-08
570,-36.0936,1,13.3984,2.61123,28.3845,40.1961,0.589293,0.465634,0.251923,2.05472,0.196042,1.6012e-08
571,-39.0216,1,13.4136,2.94561,28.2778,40.1961,0.581743,0.465634,0.260517,2.0393,0.181134,1.59372e-08
572,-45.9123,1,13.4942,2.6636,28.2397,40.1961,0.571062,0.465634,0.258943,2.30669,0.161506,1.49012e-08
573,26.9753,1,13.6565,2.46278,29.16,40.1961,0.589611,0.465634,0.264788,2.24377,0.185257,1.23888e-07
574,18.4207,1,13.4705,2.5556,28.1364,40.1961,0.580119,0.465634,0.259783,2.28077,0.184467,1.01158e-07
575,21.0617,1,13.4865,2.21282,28.1076,40.1961,0.589545,0.465634,0.26283,2.48092,0.169572,1.00123e-07
576,25.0857,1,13.6196,2.39703,28.0922,40.1961,0.596691,0.465634,0.252549,2.52478,0.179098,1.05336e-07
577,32.4664,1,13.4155,2.87649,28.3929,40.1961,0.609999,0.465634,0.259601,2.53975,0.183177,1.02313e-07
578,25.0649,1,13.4377,2.94175,28.0689,40.1961,0.599605,0.465634,0.257901,2.37488,0.186988,9.5128e-08
579,15.9071,1,13.4325,2.719,28.3614,40.1961,0.587071,0.465634,0.252115,2.18856,0.186426,8.90165e-08
580,19.4098,1,13.3982,2.59584,28.722,40.1961,0.598441,0.465634,0.259736,2.16555,0.202974,7.89147e-08
581,19.2231,1,13.6029,2.70035,29.2434,40.1961,0.54165,0.50811,0.253664,2.04271,0.203291,7.80371e-08
582,24.6379,1,13.6188,3.25634,28.7125,40.1961,0.552799,0.50811,0.256059,1.99722,0.218583,7.82434e-08
583,19.7716,1,13.4634,3.30359,28.9075,40.1961,0.545177,0.50811,0.257694,1.97856,0.215887,6.87547e-08
584,8.71108,1,13.4599,3.51682,28.2027,40.1961,0.535466,0.50811,0.245993,1.86506,0.211559,5.95043e-08
585,2.28514,1,13.4284,3.35243,28.2485,40.1961,0.513262,0.50811,0.2557,1.90208,0.214426,5.79918e-08
586,-5.22749,1,13.4975,3.37328,28.4961,40.1961,0.491798,0.50811,0.259778,1.894,0.203548,6.366e-08
587,1.86664,1,13.4303,2.78268,28.1772,40.1961,0.51289,0.50811,0.25684,2.00654,0.194269,6.30502e-08
588,6.34203,1,13.504,2.96812,29.0757,40.1961,0.510804,0.50811,0.264971,2.01035,0.215548,6.4629e-08
589,3.84231,1,13.5646,3.22341,28.6643,40.1961,0.516072,0.50811,0.259277,1.98279,0.187582,6.68045e-08
590,1.55374,1,13.4987,3.45925,27.7471,40.1961,0.523274,0.50811,0.259674,1.91496,0.176029,6.29117e-08
591,5.23257,1,13.4578,3.355,27.8952,40.1961,0.518058,0.50811,0.262809,2.04878,0.190989,6.31706e-08
592,3.99828,1,13.5333,2.9392,28.303,40.1961,0.513554,0.50811,0.254819,2.30623,0.198407,5.69925e-08
593,-2.98635,1,13.4886,2.98294,28.5718,40.1961,0.505351,0.50811,0.267232,2.13012,0.192864,5.18588e-08
594,-5.21806,1,13.4338,2.90711,28.3497,40.1961,0.50748,0.50811,0.259808,2.11454,0.183144,5.12603e-08
595,-7.86675,1,13.4929,2.46159,28.2484,40.1961,0.500663,0.50811,0.259579,2.27212,0.196946,4.55848e-08
596,0.546273,1,13.351,2.47885,27.9356,40.1961,0.524904,0.50811,0.257988,2.29232,0.184818,4.61896e-08
597,-11.1649,1,13.4289,2.58758,27.9441,40.1961,0.51023,0.50811,0.253167,2.03263,0.192559,4.17529e-08
598,-9.72978,1,13.5127,3.25559,28.2832,40.1961,0.521728,0.50811,0.265541,2.02977,0.202831,3.54157e-08
599,-18.1997,1,13.5105,3.2383,27.7805,40.1961,0.502232,0.50811,0.26855,2.04762,0.198525,3.23754e-08
600,-18.483,1,13.5122,2.92095,27.7419,40.1961,0.494004,0.50811,0.273501,2.16827,0.191254,3.445e-08
601,-11.4665,1,13.488,2.54419,27.7148,40.1961,0.607858,0.451028,0.267505,2.38183,0.196197,3.19557e-08
602,-4.74711,1,13.4853,2.99733,27.869,40.1961,0.625145,0.451028,0.260321,2.21251,0.198952,3.61691e-08
603,-11.9593,1,13.5799,3.0273,27.555,40.1961,0.603698,0.451028,0.259843,2.20189,0.194825,3.70991e-08
604,-12.9421,1,13.411,3.05826,27.6707,40.1961,0.597466,0.451028,0.255092,2.19161,0.204645,3.50514e-08
605,-15.6984,1,13.5122,2.59577,28.0814,40.1961,0.598441,0.451028,0.268185,2.26529,0.210606,3.00119e-08
606,-17.1419,1,13.3992,3.20171,27.7961,40.1961,0.590464,0.451028,0.271299,2.1774,0.195679,3.29984e-08
607,-17.0157,1,13.6145,2.75168,28.4385,40.1961,0.597934,0.451028,0.268377,2.29495,0.200673,3.02313e-08
608,-20.0363,1,13.5172,2.3929,28.5619,40.1961,0.588793,0.451028,0.269001,2.26967,0.20709,2.90796e-08
609,-17.4982,1,13.4523,2.3765,28.3375,40.1961,0.604991,0.451028,0.266939,2.30767,0.191219,2.86456e-08
610,-10.9094,1,13.4759,2.62246,28.0547,40.1961,0.629718,0.451028,0.262973,2.16898,0.187527,3.12608e-08
611,-8.12188,1,13.4993,2.7459,28.1395,40.1961,0.617234,0.451028,0.256709,2.13927,0.210598,3.38389e-08
612,-7.26204,1,13.5082,2.5987,28.0075,40.1961,0.626982,0.451028,0.266748,2.21756,0.198585,3.27341e-08
613,-2.26322,1,13.546,2.59431,27.8934,40.1961,0.625289,0.451028,0.271693,2.27942,0.197668,3.78781e-08
614,-8.1042,1,13.4057,3.10872,28.1777,40.1961,0.636437,0.451028,0.253695,2.13924,0.192879,3.10585e-08
615,-11.8604,1,13.3088,3.26182,27.8557,40.1961,0.623232,0.451028,0.250919,2.00833,0.188868,3.22376e-08
616,-16.2082,1,13.3785,3.10449,28.0527,40.1961,0.615786,0.451028,0.255965,1.97016,0.197212,3.00691e-08
617,-18.397,1,13.45,2.42319,28.4876,40.1961,0.602947,0.451028,0.258017,2.28033,0.203141,2.77363e-08
618,-15.7515,1,13.5121,2.63514,28.8315,40.1961,0.614993,0.451028,0.252246,2.21115,0.217142,2.61236e-08
619,-8.22696,1,13.3884,2.69893,28.7401,40.1961,0.66427,0.451028,0.25976,2.19468,0.188224,2.34933e-08
620,-22.4187,1,13.3882,3.01058,27.8312,40.1961,0.610183,0.451028,0.259645,2.17458,0.200024,2.26558e-08
621,-24.5393,1,13.5461,2.91442,28.0691,40.1961,0.616293,0.443757,0.260722,2.28388,0.203654,2.19545e-08
622,-33.3973,1,13.6445,3.30714,28.116,40.1961,0.620378,0.443757,0.266217,1.98775,0.191428,1.95145e-08
623,-26.4773,1,13.5606,3.19306,28.2557,40.1961,0.637051,0.443757,0.258028,2.05287,0.188536,2.05389e-08
624,-36.2324,1,13.6227,2.92968,27.951,40.1961,0.616246,0.443757,0.261282,2.01231,0.176289,2.03422e-08
625,-28.0202,1,13.6269,2.90468,27.4365,40.1961,0.648262,0.443757,0.255505,2.13487,0.178208,1.91474e-08
626,-29.5192,1,13.6479,2.95193,27.448,40.1961,0.629844,0.443757,0.266611,2.2036,0.183025,1.9197e-08
627,-34.0186,1,13.5655,3.00302,27.5875,40.1961,0.606573,0.443757,0.263062,2.17334,0.200172,1.85144e-08
628,-41.9631,1,13.6552,2.84824,28.1646,40.1961,0.583681,0.443757,0.264391,2.2482,0.197842,1.79477e-08
629,-41.6661,1,13.375,2.8072,28.2582,40.1961,0.578078,0.443757,0.252305,2.38621,0.204993,1.68575e-08
630,-52.1775,1,13.5368,2.88062,28.362,40.1961,0.567555,0.443757,0.263146,2.21986,0.197767,1.49256e-08
631,-45.8363,1,13.5011,3.06608,27.7509,40.1961,0.594424,0.443757,0.270478,2.10424,0.197606,1.49012e-08
632,34.3198,1,13.5852,2.78713,27.8078,40.1961,0.618526,0.443757,0.2605,2.1534,0.192761,1.74111e-07
633,30.4988,1,13.5068,2.80457,27.526,40.1961,0.631644,0.443757,0.256193,2.11477,0.187289,1.40506e-07
634,30.3958,1,13.3755,2.64886,27.7398,40.1961,0.616727,0.443757,0.244341,2.29544,0.18792,1.50571e-07
635,24.9247,1,13.5992,2.80574,27.5019,40.1961,0.608767,0.443757,0.256619,2.32507,0.196045,1.30351e-07
636,13.42,1,13.6176,2.76415,28.0044,40.1961,0.583334,0.443757,0.265232,2.34071,0.19578,1.10294e-07
637,17.3101,1,13.448,2.97224,27.8032,40.1961,0.590696,0.443757,0.256606,2.31834,0.19045,1.19367e-07
638,22.5958,1,13.5657,2.60403,27.9815,40.1961,0.601682,0.443757,0.262525,2.53987,0.200642,1.13843e-07
639,20.8175,1,13.6237,2.73068,28.3041,40.1961,0.580882,0.443757,0.260828,2.28745,0.220605,1.31521e-07
640,30.7638,1,13.2998,2.82286,28.068,40.1961,0.603718,0.443757,0.248343,2.26996,0.210855,1.49964e-07
641,36.899,1,13.4054,2.51584,27.7765,40.1961,0.687684,0.405539,0.255774,2.25826,0.212221,1.68739e-07
642,38.9537,1,13.4734,2.74841,27.8838,40.1961,0.711104,0.405539,0.257059,2.1103,0.208765,1.60217e-07
643,33.4067,1,13.621,2.55058,28.3644,40.1961,0.677102,0.405539,0.265286,2.24226,0.196882,1.7932e-07
644,30.4191,1,13.4819,2.72087,28.1387,40.1961,0.670869,0.405539,0.258461,2.22423,0.191123,1.75558e-07
645,36.4023,1,13.4066,3.53898,27.6652,40.1961,0.690962,0.405539,0.25752,2.0111,0.196118,1.88872e-07
646,29.4859,1,13.4589,3.34722,27.6352,40.1961,0.688524,0.405539,0.265365,2.14053,0.18374,1.5329e-07
647,26.3709,1,13.459,3.27581,27.8417,40.1961,0.690429,0.405539,0.263065,2.07407,0.184215,1.44213e-07
648,35.3887,1,13.4072,3.0765,27.9471,40.1961,0.71839,0.405539,0.256493,2.24748,0.178492,1.44122e-07
649,34.3323,1,13.387,3.14463,27.8295,40.1961,0.717138,0.405539,0.255431,2.24585,0.181992,1.37152e-07
650,26.3445,1,13.6374,2.45739,27.4109,40.1961,0.690221,0.405539,0.258801,2.38438,0.201532,1.20812e-07
651,19.2041,1,13.5999,3.05337,28.2889,40.1961,0.668892,0.405539,0.269961,2.22956,0.197975,1.1461e-07
652,27.5943,1,13.594,3.08322,28.2661,40.1961,0.696029,0.405539,0.266994,2.13422,0.215058,1.16542e-07
653,20.8145,1,13.5107,2.95589,27.8811,40.1961,0.693844,0.405539,0.253987,2.17972,0.205646,1.03057e-07
654,21.5237,1,13.556,2.69101,27.7346,40.1961,0.708004,0.405539,0.259849,2.26246,0.192959,9.43856e-08
655,21.6178,1,13.5243,3.38551,27.5903,40.1961,0.717461,0.405539,0.267906,2.148,0.187169,9.04771e-08
656,26.1377,1,13.4587,2.87467,27.6132,40.1961,0.716388,0.405539,0.266491,2.29619,0.186521,9.57018e-08
657,25.3222,1,13.5419,2.64643,27.8536,40.1961,0.69907,0.405539,0.259087,2.39459,0.192747,1.06605e-07
658,26.8282,1,13.4513,2.60377,27.7624,40.1961,0.720647,0.405539,0.264491,2.28975,0.187713,9.97683e-08
659,20.2398,1,13.5414,2.38549,28.2243,40.1961,0.688774,0.405539,0.265804,2.33398,0.201016,9.63813e-08
660,20.9575,1,13.5494,2.27545,27.9233,40.1961,0.694543,0.405539,0.262691,2.4588,0.192495,9.37933e-08
661,11.2542,1,13.4896,3.01785,27.9622,40.1961,0.662517,0.411238,0.267069,2.19939,0.187074,9.11457e-08
662,11.4831,1,13.4706,3.48582,27.4572,40.1961,0.683199,0.411238,0.270078,1.99764,0.179378,8.6549e-08
663,4.72347,1,13.4945,3.47014,27.6588,40.1961,0.667693,0.411238,0.272492,1.93342,0.183623,8.04456e-08
664,2.47168,1,13.4608,3.13441,27.557,40.1961,0.661968,0.411238,0.26319,2.01205,0.193409,7.20531e-08
665,6.61113,1,13.4903,2.40756,28.1295,40.1961,0.677622,0.411238,0.259276,2.2266,0.177963,7.56882e-08
666,8.28134,1,13.5183,2.27791,28.5276,40.1961,0.698769,0.411238,0.265008,2.27377,0.170813,6.59992e-08
667,14.3904,1,13.511,2.28068,28.7063,40.1961,0.697418,0.411238,0.278264,2.44825,0.188725,6.48351e-08
668,10.1969,1,13.5333,2.08371,28.763,40.1961,0.68617,0.411238,0.268918,2.52768,0.203061,5.86806e-08
669,-0.846018,1,13.4115,3.37008,28.2372,40.1961,0.660158,0.411238,0.264821,2.29771,0.188463,5.90896e-08
670,2.82524,1,13.4204,3.66673,27.8441,40.1961,0.669602,0.411238,0.272751,2.00736,0.18843,6.60727e-08
671,5.56187,1,13.6214,3.26012,28.2502,40.1961,0.69326,0.411238,0.268922,2.04766,0.18655,6.13361e-08
672,-5.25644,1,13.4451,2.70032,28.104,40.1961,0.667316,0.411238,0.251817,2.27972,0.181384,5.23107e-08
673,5.34024,1,13.6052,2.51584,28.2011,40.1961,0.693371,0.411238,0.268901,2.43162,0.173277,5.68625e-08
674,3.58983,1,13.5236,2.67395,28.4639,40.1961,0.698276,0.411238,0.271343,2.20348,0.169964,5.49595e-08
675,3.26351,1,13.547,2.41095,28.3126,40.1961,0.674778,0.411238,0.270968,2.42582,0.190046,5.4787e-08
676,-7.15962,1,13.6532,2.51619,28.4471,40.1961,0.651781,0.411238,0.274221,2.28253,0.198908,4.85042e-08
677,-3.15421,1,13.5546,2.86408,27.6898,40.1961,0.670336,0.411238,0.260539,2.36085,0.198464,4.71102e-08
678,0.102229,1,13.3644,2.7206,28.3629,40.1961,0.685509,0.411238,0.263601,2.26874,0.187259,4.85447e-08
679,-8.85647,1,13.6148,2.75753,28.22,40.1961,0.667919,0.411238,0.260077,2.15987,0.182533,4.86812e-08
680,-10.1439,1,13.6404,3.11089,28.1538,40.1961,0.676036,0.411238,0.256807,2.13256,0.182158,4.49904e-08
681,-12.4762,1,13.5016,3.48465,27.5598,40.1961,0.622274,0.430191,0.252416,2.1619,0.202965,4.14471e-08
682,-17.4608,1,13.5152,3.20318,27.6443,40.1961,0.611462,0.430191,0.262939,2.06384,0.200972,4.11716e-08
683,-16.7412,1,13.5225,3.09247,27.3896,40.1961,0.609836,0.430191,0.257209,2.12145,0.21926,3.91161e-08
684,-13.7223,1,13.7238,2.75813,27.8456,40.1961,0.622963,0.430191,0.257724,2.17721,0.219791,3.85173e-08
685,-7.826,1,13.4401,2.6485,28.1664,40.1961,0.639777,0.430191,0.265076,2.27939,0.199138,3.86371e-08
686,0.0760895,1,13.5591,2.24749,27.7373,40.1961,0.664184,0.430191,0.258662,2.51929,0.20614,3.81626e-08
687,1.6315,1,13.4597,1.55952,27.8178,40.1961,0.653162,0.430191,0.261826,2.85813,0.214493,3.63701e-08
688,-2.43692,1,13.4292,1.68986,28.0311,40.1961,0.651401,0.430191,0.261003,2.80017,0.201805,3.41912e-08
689,0.783286,1,13.3164,1.63245,28.1149,40.1961,0.658149,0.430191,0.250082,2.84349,0.210922,3.40143e-08
690,-4.37644,1,13.5356,1.65317,28.3434,40.1961,0.650313,0.430191,0.251409,2.75537,0.198163,3.51823e-08
691,-3.45202,1,13.568,1.81463,28.2073,40.1961,0.644375,0.430191,0.271754,2.74196,0.190428,3.7785e-08
692,-4.86999,1,13.5658,2.05702,28.5244,40.1961,0.648147,0.430191,0.264173,2.50613,0.193409,3.87278e-08
693,-8.01468,1,13.717,2.38319,28.3137,40.1961,0.630713,0.430191,0.273601,2.49103,0.217561,3.56063e-08
694,-8.68575,1,13.5562,2.15425,28.1189,40.1961,0.640901,0.430191,0.269548,2.34164,0.207089,3.58089e-08
695,-10.4536,1,13.4936,3.39815,28.3594,40.1961,0.650887,0.430191,0.26875,2.05404,0.204081,3.37493e-08
696,-8.43645,1,13.6017,2.86068,28.1549,40.1961,0.633455,0.430191,0.276716,2.35899,0.208029,3.65881e-08
697,-16.429,1,13.5239,2.83577,27.8184,40.1961,0.611261,0.430191,0.260165,2.28202,0.209428,3.63283e-08
698,-12.8589,1,13.5266,3.29748,28.2293,40.1961,0.627422,0.430191,0.263492,2.13389,0.212883,3.6832e-08
699,-18.6759,1,13.4362,3.04521,28.647,40.1961,0.628185,0.430191,0.25459,2.20528,0.195998,3.19206e-08
700,-19.6185,1,13.4593,2.58262,28.5783,40.1961,0.617385,0.430191,0.26142,2.39849,0.208721,2.89811e-08
701,-22.4935,1,13.5523,2.85033,28.3169,40.1961,0.620834,0.437239,0.262715,2.29827,0.203854,2.50053e-08
702,-26.2345,1,13.6215,2.45078,28.5292,40.1961,0.608978,0.437239,0.257575,2.34673,0.197302,2.54467e-08
703,-27.132,1,13.5591,1.91523,28.2633,40.1961,0.613679,0.437239,0.25668,2.53525,0.19461,2.2853e-08
704,-35.5409,1,13.5868,2.47021,28.332,40.1961,0.607125,0.437239,0.257125,2.33346,0.187276,2.07791e-08
705,-27.22,1,13.5583,1.98024,28.0698,40.1961,0.614502,0.437239,0.266374,2.63269,0.189995,2.15845e-08
706,-30.055,1,13.4631,2.58206,28.4935,40.1961,0.610235,0.437239,0.260908,2.18339,0.195645,2.34951e-08
707,-17.628,1,13.524,3.00261,28.1148,40.1961,0.637689,0.437239,0.255212,2.08445,0.207657,2.68872e-08
708,-18.5914,1,13.4266,2.77887,28.1026,40.1961,0.623358,0.437239,0.260251,2.30199,0.2048,2.63217e-08
709,-18.8312,1,13.4343,2.85778,28.0998,40.1961,0.645383,0.437239,0.257111,2.18437,0.199369,2.33691e-08
710,-25.2343,1,13.4613,2.99064,27.7391,40.1961,0.643896,0.437239,0.252257,2.27454,0.19852,1.91187e-08
711,-28.3908,1,13.5887,2.75656,28.1656,40.1961,0.630409,0.437239,0.250222,2.35373,0.204532,1.94126e-08
712,-36.2075,1,13.5963,2.69677,27.9388,40.1961,0.606409,0.437239,0.267358,2.25242,0.196749,1.92922e-08
713,-37.1491,1,13.4843,2.63909,28.541,40.1961,0.604976,0.437239,0.254585,2.21535,0.199285,1.92941e-08
714,-31.9487,1,13.5573,2.60043,28.5268,40.1961,0.622767,0.437239,0.254022,2.16049,0.214509,1.84954e-08
715,-40.6639,1,13.5109,2.59985,28.2243,40.1961,0.615753,0.437239,0.255942,2.07443,0.207395,1.56584e-08
716,-39.3106,1,13.4748,2.51815,28.1901,40.1961,0.61136,0.437239,0.253286,2.08624,0.204033,1.75441e-08
717,-40.5309,1,13.5109,2.3281,28.5197,40.1961,0.614227,0.437239,0.254388,2.18948,0.19133,1.67114e-08
718,-36.0304,1,13.6216,2.40543,28.7249,40.1961,0.640236,0.437239,0.262204,2.14767,0.196387,1.51172e-08
719,-40.9294,1,13.5714,2.2814,28.3194,40.1961,0.617781,0.437239,0.264372,2.1506,0.231605,1.49012e-08
720,32.2878,1,13.6307,2.68473,28.9174,40.1961,0.654128,0.437239,0.263668,1.99472,0.238817,1.15339e-07
721,22.6353,1,13.5558,2.39426,28.7026,40.1961,0.589272,0.463162,0.267535,1.96125,0.239079,9.94698e-08
722,15.1596,1,13.5058,2.82002,28.9227,40.1961,0.575182,0.463162,0.26699,1.85013,0.22106,9.77113e-08
723,15.3067,1,13.4751,2.66139,29.2198,40.1961,0.60713,0.463162,0.264639,1.8774,0.201204,7.75628e-08
724,15.4345,1,13.4465,2.56725,29.472,40.1961,0.592853,0.463162,0.257806,1.91598,0.234576,7.64106e-08
725,16.569,1,13.3927,2.94776,28.9304,40.1961,0.580664,0.463162,0.26132,1.95329,0.244587,8.20344e-08
726,14.3653,1,13.3791,2.85985,28.794,40.1961,0.594594,0.463162,0.267995,2.05053,0.221913,6.92726e-08
727,10.5633,1,13.4135,2.93263,27.9933,40.1961,0.587597,0.463162,0.276302,1.89522,0.214258,7.18058e-08
728,-0.133965,1,13.3882,3.34141,28.4397,40.1961,0.572462,0.463162,0.265815,1.92205,0.219839,5.66344e-08
729,-2.89929,1,13.5563,2.97731,28.4213,40.1961,0.563677,0.463162,0.269579,1.98392,0.225029,5.60801e-08
730,-2.82349,1,13.6211,3.48042,28.3705,40.1961,0.566676,0.463162,0.271782,1.88655,0.227815,5.56591e-08
731,-9.49083,1,13.6837,3.24145,28.7191,40.1961,0.559347,0.463162,0.25872,2.03359,0.202699,5.35809e-08
732,-15.1682,1,13.5619,3.08287,28.2628,40.1961,0.535172,0.463162,0.261805,2.06379,0.203137,5.48668e-08
733,-7.77611,1,13.5218,3.15484,27.983,40.1961,0.549738,0.463162,0.260079,2.12746,0.20531,5.66481e-08
734,-1.0214,1,13.5634,3.20703,28.4155,40.1961,0.583517,0.463162,0.253334,2.0096,0.198015,5.62817e-08
735,-8.04516,1,13.5411,3.17389,28.6935,40.1961,0.560399,0.463162,0.259796,2.00306,0.209102,5.27023e-08
736,-3.38507,1,13.4192,2.7834,28.4656,40.1961,0.574693,0.463162,0.253818,2.05722,0.205248,5.46758e-08
737,-4.36225,1,13.4669,2.85755,28.3737,40.1961,0.5794,0.463162,0.263415,1.98504,0.197046,5.24708e-08
738,2.94965,1,13.6237,2.78595,28.6329,40.1961,0.587006,0.463162,0.26362,2.04522,0.214517,5.72224e-08
739,18.3664,1,13.5224,2.72263,28.8664,40.1961,0.630242,0.463162,0.263122,2.23451,0.217574,5.49252e-08
740,11.6437,1,13.4976,3.1848,27.6991,40.1961,0.616545,0.463162,0.286672,2.1088,0.211212,4.93532e-08
741,9.80264,1,13.499,3.33562,28.0177,40.1961,0.682238,0.432704,0.271986,1.96192,0.215403,4.71256e-08
742,2.39423,1,13.3877,3.05334,27.9844,40.1961,0.666363,0.432704,0.276611,2.03282,0.191548,4.44256e-08
743,-4.92849,1,13.2028,3.21575,27.747,40.1961,0.657534,0.432704,0.25716,2.02906,0.183722,4.0509e-08
744,-1.63993,1,13.416,2.48224,28.2572,40.1961,0.669775,0.432704,0.268481,2.22823,0.183815,3.79896e-08
745,-16.6388,1,13.512,2.60682,28.5758,40.1961,0.643446,0.432704,0.257899,2.22062,0.17924,3.16063e-08
746,-18.0611,1,13.4869,3.31616,28.4765,40.1961,0.634595,0.432704,0.26332,1.95277,0.201405,3.16925e-08
747,-19.6054,1,13.461,3.34927,28.3327,40.1961,0.636815,0.432704,0.267083,2.03061,0.210743,2.70999e-08
748,-20.8959,1,13.4815,3.01704,27.9191,40.1961,0.634684,0.432704,0.277686,2.04467,0.201557,2.70181e-08
