pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.03615,0.0275864,-2.14169,0.0556943,-2.14724,0.0258265,All
-1.59309,0.110346,-1.70279,0.111389,-1.674,0.0774796,All
-1.15004,0.441383,-1.26388,0.0556943,-1.20076,0.387398,All
-0.706991,0.248278,-0.824979,0.306319,-0.727514,0.284092,All
-0.263939,0.220692,-0.386075,0.445554,-0.254271,0.309919,All
0.179112,0.606902,0.0528287,0.473402,0.218971,0.516531,All
0.622164,0.248278,0.491733,0.501249,0.692214,0.232439,All
1.06522,0.331037,0.930636,0.362013,1.16546,0.258265,All
1.50827,0.165519,1.36954,0.0835415,1.6387,0.154959,All
1.95132,0.0827593,1.80844,0.111389,2.11194,0.0774796,All
