parameter,value
Cl_pop,13.4828796271878
V1_pop,27.8623769277421
beta_V1_LLP_1,-0.337904187225268
beta_V1_logtCLCRMLMIN,-3.08670927233587
beta_V1_logtPROGDL,-2.14559636116388
Q_pop,23.4
beta_Q_LMP_1,0.970131447257162
beta_Q_logtAGEA,1.21127433155057
beta_Q_logtALBGDL,18.5718719171194
beta_Q_logtPROGDL,-18.2225838686167
V2_pop,3.2996057264697
beta_V2_SEXF_1,4.17767331484293
beta_V2_logtHCM,32.541532031025
omega_Cl,0.257592277906185
omega_V1,0.459828035735347
omega_Q,3.32768254422474e-8
omega_V2,1.70733162538871e-8
a,1.42238129647849
b,0.042557834701128
