iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,686.832,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,674.727,1,22.2105,28.1329,12.3395,0.95,0.285,-0.497677,0.974679,0.974679,0.974679,0.974679
3,657.351,1,19.5162,27.2501,11.1328,0.9025,0.27075,-0.35677,0.95,0.95,0.95,0.95
4,649.474,1,19.1173,28.8798,9.36082,0.857375,0.257212,-0.336294,0.925945,0.925945,0.925945,0.925945
5,637.46,1,18.2528,29.0459,8.40248,0.814506,0.244352,-0.311827,0.9025,0.9025,0.9025,0.9025
6,624.086,1,19.2038,28.3075,7.60186,0.773781,0.232134,-0.353101,0.879648,0.879648,0.879648,0.879648
7,626.749,1,18.959,29.5133,7.70005,0.735092,0.220528,-0.36393,0.857375,0.917981,0.857375,0.857375
8,614.194,1,20.6692,28.7586,8.62309,0.698337,0.209501,-0.430886,0.835666,0.894737,0.835666,0.835666
9,603.453,1,20.8326,29.5965,8.78325,0.66342,0.199026,-0.428248,0.814506,0.872082,0.814506,0.814506
10,597.653,1,18.6882,27.1043,6.58295,0.630249,0.189075,-0.363321,0.793882,0.863096,0.793882,0.793882
11,603.474,1,18.0585,28.1895,6.6926,0.598737,0.179621,-0.336868,0.773781,0.890325,0.773781,0.872878
12,580.604,1,18.4027,26.2413,6.83583,0.5688,0.17064,-0.35683,0.754188,0.867782,0.754188,0.850777
13,573.073,1,18.3708,27.8633,6.71231,0.54036,0.162108,-0.347029,0.735092,0.885291,0.735092,0.829234
14,565.946,1,18.6649,28.731,6.66539,0.513342,0.154003,-0.35329,0.716479,0.982336,0.716479,0.808238
15,562.093,1,18.7792,30.2234,7.23953,0.487675,0.146302,-0.355785,0.698337,0.957463,0.698337,0.787773
16,553.406,1,18.4032,30.3191,7.44772,0.463291,0.138987,-0.335308,0.680655,0.957937,0.680655,0.767826
17,546.167,1,18.1707,29.9048,6.5297,0.440127,0.132038,-0.325575,0.66342,0.989316,0.66342,0.748384
18,540.024,1,18.3047,31.2065,5.94734,0.41812,0.125436,-0.328413,0.646622,0.988929,0.646622,0.835411
19,539.112,1,18.6987,31.5684,6.54933,0.397214,0.119164,-0.343409,0.630249,0.963889,0.630249,0.858627
20,535.436,1,18.517,30.0895,7.09262,0.377354,0.113206,-0.331705,0.614291,1.04933,0.614291,0.87419
21,536.998,1,19.1109,29.7902,7.29918,0.358486,0.107546,-0.36407,0.598737,1.02276,0.598737,0.852055
22,526.14,1,18.9914,30.1774,6.78764,0.340562,0.102168,-0.364518,0.583577,1.13764,0.583577,0.83048
23,523.054,1,18.5285,30.4483,6.91722,0.323534,0.0970601,-0.354252,0.5688,1.20094,0.5688,0.809452
24,519.597,1,18.9347,30.5514,7.63794,0.307357,0.0922071,-0.359086,0.554398,1.32079,0.554398,0.788956
25,506.488,1,18.6713,30.9814,7.39756,0.792161,0.0834605,-0.344821,0.54036,1.28735,0.54036,0.76898
26,499.968,1,18.8192,31.1483,6.43198,0.752553,0.0792875,-0.358528,0.526678,1.31069,0.526678,0.814941
27,495.754,1,18.6273,30.7032,7.01835,0.714926,0.0753231,-0.352952,0.513342,1.2775,0.513342,0.856208
28,495.14,1,18.5965,30.3297,5.78714,0.679179,0.0715569,-0.350902,0.500344,1.43221,0.500344,0.834528
29,499.266,1,19.3064,30.6035,6.05868,0.857673,0.072226,-0.383626,0.487675,1.43882,0.487675,0.879208
30,492.887,1,18.7799,30.4805,6.68625,0.932237,0.0666035,-0.35694,0.475327,1.40238,0.475327,0.881215
31,485.828,1,18.4071,29.6201,6.93799,0.914467,0.0648795,-0.351532,0.463291,1.36687,0.463291,0.876323
32,479.378,1,18.8279,29.0173,7.10646,0.935111,0.0630088,-0.365224,0.45156,1.33226,0.45156,0.85427
33,478.303,1,18.7226,29.6377,7.19129,0.935125,0.0623126,-0.356017,0.440127,1.29853,0.440127,0.858238
34,475.457,1,18.6976,29.5892,7.10856,1.01194,0.0597109,-0.353985,0.428982,1.26565,0.428982,0.852934
35,465.621,1,18.6909,28.7948,8.32888,0.96134,0.0567254,-0.354183,0.41812,1.2336,0.41812,0.872285
36,464.714,1,18.9575,28.9719,7.40979,1.00206,0.0547205,-0.366035,0.407533,1.20237,0.407533,0.92287
37,456.354,1,18.5495,29.3597,7.44319,1.03979,0.0526178,-0.344159,0.397214,1.17192,0.397214,0.922877
38,455.173,1,18.9029,27.9916,8.54354,1.07774,0.0507257,-0.365348,0.387157,1.14225,0.387157,0.899509
39,458.088,1,18.8294,28.0568,8.2776,1.0255,0.0513268,-0.364008,0.377354,1.12187,0.378853,0.879567
40,455.419,1,19.1315,27.8669,8.49139,0.999117,0.0519841,-0.374838,0.367799,1.17239,0.377564,0.857296
41,456.873,1,18.7313,28.2727,8.0179,1.08299,0.0498331,-0.355216,0.358486,1.14271,0.373774,0.854458
42,448.414,1,18.4577,27.9222,7.84087,1.05885,0.0479709,-0.343783,0.349409,1.11377,0.366162,0.936407
43,451.65,1,19.1561,28.166,8.46227,1.03813,0.0498414,-0.37239,0.340562,1.08557,0.387973,0.912697
44,449.175,1,18.6692,28.1232,7.82465,1.01691,0.0504232,-0.353872,0.331938,1.05808,0.378149,0.891326
45,445.377,1,18.9137,27.7526,8.45659,1.01695,0.0515137,-0.36578,0.323534,1.03129,0.368574,0.868757
46,441.462,1,18.5899,27.9346,8.35174,1.0169,0.049066,-0.349437,0.315341,1.00518,0.368205,0.885237
47,434.43,1,18.8147,27.9329,8.56852,1.07056,0.0450516,-0.361859,0.307357,0.979728,0.358882,0.909173
48,432.426,1,18.8994,28.4717,8.42005,0.98997,0.0474493,-0.361487,0.299574,0.954921,0.349795,0.940648
49,435.592,1,18.876,28.6213,8.03527,0.979319,0.0476479,-0.369146,0.291989,0.930742,0.340938,0.972705
50,436.413,1,19.1435,28.6148,7.38789,0.934429,0.0475645,-0.372623,0.284596,1.01185,0.332305,1.01709
51,439.001,1,18.839,28.6762,7.77688,0.973336,0.0464212,-0.355979,0.27739,1.00941,0.333473,1.07564
52,447.152,1,18.9407,28.3993,7.1687,0.973421,0.0500942,-0.362356,0.270366,1.09692,0.336312,1.06016
53,453.482,1,19.1191,28.5296,6.57999,1.01747,0.0523085,-0.37389,0.26352,1.06915,0.327796,1.09515
54,451.968,1,19.0462,28.8416,6.73808,1.04719,0.0485495,-0.371542,0.256848,1.07322,0.326997,1.15649
55,455.186,1,18.5276,28.391,6.53854,1.07289,0.0474411,-0.353209,0.250344,1.10556,0.34593,1.18251
56,458.397,1,18.589,28.9388,5.99878,1.02269,0.0511545,-0.353414,0.244005,1.07756,0.353407,1.28776
57,452.515,1,18.2597,29.3054,5.5358,1.02266,0.0496246,-0.336236,0.241917,1.05028,0.344458,1.26218
58,454.376,1,19.0264,29.7764,5.71601,1.07171,0.0496816,-0.36049,0.241254,1.02368,0.346297,1.27899
59,454.009,1,18.9834,29.8165,5.26083,1.03426,0.050682,-0.365418,0.235745,0.997764,0.341483,1.2466
60,449.463,1,19.1587,29.4518,5.61247,0.998728,0.0510011,-0.374681,0.238043,0.996375,0.335135,1.21504
61,451.192,1,19.1705,29.1554,5.61058,0.998751,0.0516791,-0.376899,0.235082,0.971146,0.356367,1.18427
62,441.957,1,18.8027,29.4148,5.76225,1.03717,0.0480536,-0.361025,0.235915,0.946556,0.347343,1.19408
63,444.661,1,18.6479,29.3004,6.32899,1.10826,0.0468119,-0.348782,0.235798,0.922589,0.338548,1.16384
64,441.104,1,18.7603,29.5952,5.83052,1.03845,0.0468486,-0.354996,0.236223,0.899228,0.336254,1.20129
65,438.307,1,18.8541,29.8396,6.35939,1.06099,0.0438909,-0.360258,0.241622,0.877431,0.32774,1.17598
66,437.675,1,18.7812,30.0385,5.38745,0.993376,0.045308,-0.358607,0.235764,0.855214,0.329181,1.34372
67,447.561,1,18.6126,29.6065,4.85872,1.10858,0.0439427,-0.351723,0.239749,0.878249,0.320846,1.39226
68,452.109,1,18.5924,29.6394,5.13597,1.04734,0.0493774,-0.350494,0.233679,0.883666,0.325906,1.36676
69,449.359,1,18.7359,29.6694,4.63449,1.14042,0.0438256,-0.354267,0.227762,0.901352,0.317654,1.45828
70,451.288,1,19.2298,29.7133,5.31669,1.05584,0.0459752,-0.377392,0.235673,0.933412,0.318752,1.55532
