parameter,value
Cl_pop,13.4919945690488
V1_pop,23.6767857908894
beta_V1_ANTU_1,2.9673903665831
beta_V1_logtCLCRMLMIN,-3.07215790823509
beta_V1_logtPROGDL,-1.9346336964204
beta_V1_logtWTKG,-3.04335950600687
Q_pop,23.4
beta_Q_LMP_1,0.886650779985975
beta_Q_logtAGEA,1.5434231398138
beta_Q_logtALBGDL,18.6688740083257
beta_Q_logtPROGDL,-18.2994196088664
V2_pop,2.93284213283179
beta_V2_SEXF_1,4.38849701853865
beta_V2_logtHCM,34.5826554561042
omega_Cl,0.2576046804499
omega_V1,1.72420428832007
omega_Q,2.8138567488946e-8
omega_V2,4.71099841448842e-8
a,1.41156839084992
b,0.0433715553243697
