standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.76363,0.228509,-3.10772,0.0156497,-2.65321,0.0298,-3.47955,0.0152816,All
-1.48086,0.101559,-2.64896,0,-2.17137,0.0894001,-3.00974,0,All
-1.19809,0.406237,-2.19019,0.0469492,-1.68952,0.0596,-2.53992,0,All
-0.915322,0.355458,-1.73143,0.0625989,-1.20768,0.1937,-2.07011,0.0305631,All
-0.632552,0.355458,-1.27267,0.266045,-0.725833,0.2235,-1.6003,0.137534,All
-0.349782,0.279288,-0.81391,0.219096,-0.243988,0.3725,-1.13048,0.305631,All
-0.0670122,0.126949,-0.355149,0.391243,0.237856,0.5066,-0.660669,0.39732,All
0.215758,0.330068,0.103612,0.359944,0.719701,0.3427,-0.190855,0.427884,All
0.498528,0.330068,0.562374,0.453842,1.20155,0.298,0.278959,0.259786,All
0.781298,0.279288,1.02114,0.250396,1.68339,0.0596,0.748773,0.29035,All
1.06407,0.431627,1.4799,0.187797,2.16523,0.0447,1.21859,0.19866,All
1.34684,0.406237,1.93866,0.0469492,2.64708,0,1.6884,0.19866,All
1.62961,0.177729,2.39742,0.0469492,3.12892,0.0149,2.15821,0.0305631,All
