Cl_pop,1,-0.95386,0.0015438,-0.010196,0.0035579,0.0056739,-0.0083798,0.010297,-0.0041653,0.013366,-0.0018674
beta_Cl_tSCRMGDL,-0.95386,1,0.0062773,-0.0020645,-0.0085916,-0.0051922,0.0052723,-0.011315,0.0090976,-0.014028,0.011136
V1_pop,0.0015438,0.0062773,1,-0.23862,-0.14638,0.0050151,0.22624,-0.16337,0.12667,-0.095975,0.10984
V2_pop,-0.010196,-0.0020645,-0.23862,1,0.088215,-0.010953,-0.086206,0.21382,-0.18886,-0.025609,-0.097327
beta_V2_logtWTKG,0.0035579,-0.0085916,-0.14638,0.088215,1,-0.020044,0.061083,-0.048529,-0.17585,0.25998,-0.26506
omega_Cl,0.0056739,-0.0051922,0.0050151,-0.010953,-0.020044,1,0.0090499,0.003983,-0.025354,0.010205,-0.025027
omega_V1,-0.0083798,0.0052723,0.22624,-0.086206,0.061083,0.0090499,1,-0.36393,-0.26677,0.071277,-0.19194
omega_Q,0.010297,-0.011315,-0.16337,0.21382,-0.048529,0.003983,-0.36393,1,0.051228,-0.033502,0.023137
omega_V2,-0.0041653,0.0090976,0.12667,-0.18886,-0.17585,-0.025354,-0.26677,0.051228,1,-0.14588,0.22935
a,0.013366,-0.014028,-0.095975,-0.025609,0.25998,0.010205,0.071277,-0.033502,-0.14588,1,-0.55228
b,-0.0018674,0.011136,0.10984,-0.097327,-0.26506,-0.025027,-0.19194,0.023137,0.22935,-0.55228,1
