parameter,value,se_sa,rse_sa
Cl_pop,20.3368560643449,3.9980755301153,19.6592605930119
beta_Cl_tSCRMGDL,-0.414954635341349,0.182281595649203,43.9280779450157
V1_pop,24.6134293451954,2.41859152807203,9.826308614505
Q_pop,23.4,,
V2_pop,12.4276288104031,3.99712859454505,32.1632441355111
omega_Cl,0.223081854095228,0.0443525500715371,19.8817381411059
omega_V1,0.307050372239315,0.0753996298469406,24.5561108742686
omega_Q,0.869991249099009,0.306504858129973,35.2307978324378
omega_V2,0.862870630946558,0.284025697362708,32.9163709107975
a,1.95946815677205,0.221761608699907,11.3174387618132
