parameter,value
Cl_pop,13.511329178532
V1_pop,23.9410965095389
beta_V1_logtCLCRMLMIN,-3.22808341621576
Q_pop,23.4
beta_Q_LMP_1,0.806527455365748
beta_Q_logtAGEA,1.33763447083055
beta_Q_logtALBGDL,19.0161577613034
beta_Q_logtPROGDL,-18.667971544684
beta_Q_logtWTKG,-0.518919143077583
V2_pop,2.68031352117378
beta_V2_SEXF_1,4.56577257852542
beta_V2_logtHCM,35.9564765749585
omega_Cl,0.259469278619066
omega_V1,0.273219110877555
omega_Q,5.29356394244328e-8
omega_V2,2.48139977134099e-8
a,1.41521902015359
b,0.0423478298823306
