parameter,value
Cl_pop,13.5284928744516
V1_pop,24.8753242005709
beta_V1_ANTU_1,-0.241536646364549
beta_V1_logtCLCRMLMIN,-1.64591367097466
beta_V1_logtPROGDL,-0.595776300882608
Q_pop,23.4
beta_Q_LMP_1,1.16194574019324
beta_Q_logtALBGDL,20.3469290530586
beta_Q_logtPROGDL,-21.4358027690165
V2_pop,3.00272002706066
beta_V2_SEXF_1,4.52996023205482
beta_V2_logtHCM,36.3152308259675
beta_V2_logtRAL,0.273426627835017
omega_Cl,0.263684853496482
omega_V1,0.100135797646995
omega_Q,4.61492118852184e-8
omega_V2,8.22191152532779e-8
a,1.41697985501477
b,0.0486398414609365
