iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,356.583,1,19.9867,27.069,20.5526,1,-0.367397,1,1,1,1
2,341.335,1,27.0173,31.0411,29.2197,0.974679,-0.727665,0.974679,0.974679,0.974679,1.11081
3,334.7,1,27.1121,34.2216,28.4901,0.95,-0.610202,0.95,1.0364,0.95,1.08269
4,320.039,1,30.1812,36.9273,27.1927,0.925945,-0.694902,0.925945,1.01015,0.925945,1.05527
5,324.155,1,23.5877,38.9541,25.5663,0.9025,-0.52745,0.9025,1.02113,0.9025,1.02855
6,315.067,1,20.7732,36.17,30.5079,0.879648,-0.411159,0.879648,1.03866,0.879648,1.03273
7,313.232,1,22.62,32.2381,33.7456,0.857375,-0.563195,0.857375,1.07781,0.857375,1.0292
8,304.788,1,21.2114,33.0701,36.0763,0.835666,-0.39932,0.835666,1.05052,0.835666,1.00314
9,295.514,1,21.0538,33.4896,28.667,0.814506,-0.411497,0.814506,1.02392,0.814506,0.977743
10,298.768,1,13.9559,27.8572,21.6115,0.793882,-0.118879,0.793882,1.19973,0.793882,0.952986
11,300.488,1,12.5414,27.7197,24.4847,0.773781,-0.0734826,0.773781,1.16935,0.773781,0.970984
12,287.74,1,15.5593,27.2564,24.6615,0.754188,-0.256926,0.754188,1.13974,0.873613,0.946399
13,276.824,1,16.4276,26.3007,21.8613,0.735092,-0.268651,0.735092,1.12317,0.851492,0.922435
14,262.87,1,20.0809,25.5518,24.4663,0.716479,-0.331918,0.716479,1.11561,0.829932,0.899079
15,262.427,1,14.2703,30.549,22.4419,0.698337,-0.116805,0.698337,1.08736,0.808918,0.876313
16,260.237,1,18.6494,35.503,23.389,0.680655,-0.314814,0.680655,1.17124,0.788436,0.872021
17,270.835,1,16.7831,30.1695,22.088,0.66342,-0.189053,0.66342,1.24905,0.768472,0.976722
