parameter,value
Cl_pop,13.5129433746261
V1_pop,25.0388882302265
beta_V1_ANTU_1,-0.187556077785392
beta_V1_SEXF_1,0.0739849008153692
beta_V1_logtCLCRMLMIN,-2.93377592331588
beta_V1_logtPROGDL,-2.11776614728743
Q_pop,23.4
beta_Q_LMP_1,0.943216308897773
beta_Q_logtAGEA,1.70117458836321
beta_Q_logtALBGDL,18.2992420114608
beta_Q_logtPROGDL,-17.7963342741901
V2_pop,3.05354770046974
beta_V2_SEXF_1,4.16272808962021
beta_V2_logtHCM,32.1214111063776
omega_Cl,0.258382776265213
omega_V1,0.35496639219795
omega_Q,1.74029586897929e-8
omega_V2,2.43038330621868e-8
a,1.43268235607634
b,0.0433993359858555
