iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,526.064,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,518.847,1,18.5471,19.1271,17.2797,1.62154,-0.385283,1.46202,1.46202,1.46202,1.46202
3,520.141,1,19.0422,18.917,17.1386,1.65345,-0.402128,1.425,1.425,1.425,1.425
4,525.87,1,18.9445,18.6818,18.8211,1.72415,-0.408526,1.38892,1.38892,1.38892,1.38892
5,529.328,1,18.4437,18.7413,20.2664,1.7668,-0.389369,1.35375,1.35375,1.35375,1.35375
6,521.964,1,18.8887,18.5119,18.5092,1.73526,-0.406104,1.31947,1.31947,1.31947,1.31947
7,524.231,1,19.0562,18.7871,18.4795,1.7744,-0.413476,1.28606,1.28606,1.28606,1.28606
8,518.814,1,19.5943,18.6577,18.2476,1.73269,-0.433068,1.2535,1.2535,1.2535,1.2535
9,514.536,1,19.2296,18.7731,17.2949,1.72028,-0.413436,1.22176,1.22176,1.22176,1.22176
10,515.7,1,19.3034,17.9996,16.5237,1.76876,-0.422068,1.19082,1.19082,1.19082,1.19082
11,514.603,1,18.7424,18.024,16.5154,1.74766,-0.396392,1.16067,1.16067,1.16067,1.16067
12,518.59,1,18.8783,17.7806,15.6497,1.77593,-0.404656,1.13128,1.13128,1.13128,1.16041
13,511.655,1,18.8205,17.5516,14.0934,1.771,-0.393834,1.10264,1.10264,1.10264,1.13103
14,510.029,1,18.7885,16.8876,14.8563,1.76815,-0.391908,1.07472,1.07472,1.07472,1.10239
15,506.527,1,18.3844,17.0513,15.5646,1.7563,-0.37833,1.04751,1.04751,1.04751,1.07448
16,505.275,1,18.4331,17.2291,14.7145,1.73748,-0.375093,1.02098,1.02098,1.02098,1.04727
17,496.645,1,18.7859,17.0583,15.5894,1.69348,-0.398283,0.995131,0.997453,0.995131,1.02076
18,493.285,1,18.9587,16.9707,14.507,1.67268,-0.405218,0.969933,0.972197,0.969933,0.994909
19,497.686,1,19.0156,17.0643,15.1397,1.73947,-0.402484,0.945374,0.94758,0.945374,0.969718
20,492.432,1,18.447,16.9433,15.9703,1.70055,-0.374135,0.921437,0.929325,0.921437,0.945164
21,490.712,1,18.9062,17.2179,14.9794,1.73664,-0.393887,0.898105,0.905794,0.898105,0.921232
22,485.811,1,18.868,16.9574,15.0994,1.69267,-0.394881,0.875365,0.892138,0.875365,0.897906
23,474.84,1,19.1672,17.2203,14.7378,1.65339,-0.41164,0.8532,0.869548,0.8532,0.87517
24,472.535,1,19.3269,17.6595,15.0533,1.67733,-0.414383,0.831597,0.847531,0.831597,0.85301
25,476.913,1,19.1149,17.7511,15.6025,1.71999,-0.403996,0.81054,0.826071,0.81054,0.831412
26,492.767,1,19.6028,18.0057,13.6834,1.86977,-0.416435,0.790017,0.829891,0.790017,0.81036
27,487.421,1,18.9914,17.7967,13.622,1.82243,-0.391523,0.770013,0.821007,0.775062,0.791733
28,488.493,1,19.0931,18.3686,13.4489,1.84125,-0.401713,0.750516,0.800219,0.767578,0.771686
29,485.29,1,18.6662,18.7497,12.8564,1.85588,-0.374546,0.731512,0.779957,0.768992,0.752146
30,486.681,1,18.9432,18.295,13.2935,1.82336,-0.38144,0.71299,0.797042,0.804595,0.77033
31,476.912,1,18.8205,18.2365,14.2286,1.77719,-0.387532,0.694937,0.825998,0.784222,0.750825
32,474.095,1,19.1451,18.0346,13.2468,1.75915,-0.403965,0.677341,0.805083,0.785332,0.731813
33,476.882,1,19.3459,18.0179,13.8737,1.81943,-0.405749,0.66019,0.784698,0.77227,0.713283
34,474.957,1,19.5677,18.0772,14.0225,1.80719,-0.41696,0.643474,0.766287,0.776624,0.695223
35,472.253,1,18.662,18.2603,15.0407,1.7726,-0.383065,0.627181,0.757915,0.761178,0.704103
36,468.595,1,19.663,18.1593,13.7207,1.80674,-0.426283,0.6113,0.738724,0.761158,0.686275
37,460.181,1,19.1406,18.0773,13.6766,1.76099,-0.406526,0.595821,0.74834,0.794096,0.668898
38,468.162,1,18.7353,18.4094,14.6764,1.83054,-0.394397,0.580735,0.729391,0.773989,0.651961
39,465.184,1,19.6159,18.6003,14.3627,1.83247,-0.427835,0.56603,0.711741,0.754391,0.635453
40,466.047,1,19.9246,18.4615,13.7803,1.85797,-0.438707,0.551698,0.75023,0.73529,0.619363
41,465.056,1,19.5735,18.6761,14.1385,1.82656,-0.423988,0.537729,0.778139,0.716672,0.603681
42,456.099,1,19.5035,18.7896,14.095,1.78031,-0.42232,0.524113,0.758436,0.698525,0.588395
43,461.767,1,19.3086,18.1929,13.3081,1.78581,-0.407036,0.510842,0.825423,0.695496,0.573497
44,472.126,1,19.5263,18.3681,13.5286,1.89679,-0.414194,0.497908,0.804523,0.681232,0.598697
45,471.257,1,19.6514,18.6848,13.9922,1.92233,-0.419517,0.4853,0.800645,0.663983,0.583538
46,461.649,1,19.5335,18.7836,14.0013,1.87366,-0.414127,0.473012,0.810406,0.654248,0.568762
47,463.098,1,19.3748,18.9948,14.3992,1.88922,-0.40866,0.461035,0.81266,0.652506,0.554361
48,463.121,1,18.8046,19.3005,14.2444,1.93383,-0.386636,0.449362,0.792083,0.635984,0.540324
