rep,id,eta_Cl,eta_V1,eta_Q2,eta_V2,eta_Q3,eta_V3
1,1,0.289163281245745,-0.415516317634818,0.529583358176685,1.01210644785847,-4.47956718929291e-8,-4.04940121319456e-8
2,1,0.358506473871034,-0.325847114823294,0.364037623348615,1.22090476117769,8.53976587723858e-9,-8.57563711072559e-8
3,1,0.378200731081477,-0.434976330206577,0.599379971597766,0.775641244719563,5.60755754754165e-9,6.44067084888955e-8
4,1,0.284716102575473,-0.795719618493591,0.690292141194744,1.17909916378078,-5.94693397057302e-8,9.98261410070633e-9
5,1,0.270741798294423,-0.377800285358912,0.44083077515612,0.979341940958515,2.89536594703222e-8,3.18453471020249e-8
6,1,0.413674051371668,-0.328672426401398,0.397815654748148,0.858210967843922,1.28531143421831e-7,-1.07894475691629e-7
7,1,0.34212811679375,-0.12250156840721,-0.0105216080953677,1.23764167255285,-1.81742082442369e-8,-5.59776253811504e-8
8,1,0.281656519688966,-0.152442468767899,0.28025926648248,1.15980513104673,2.65242468357059e-8,4.32479331890793e-9
9,1,0.342343981878357,-0.26195804994491,0.363675743787429,0.956778838297229,-4.4472268628903e-8,-6.62563707035999e-8
10,1,0.29546002241929,-0.00460484990736945,0.104437703382591,1.45698465547947,1.37192879394203e-10,1.47532397634221e-8
1,2,0.251296840914086,-0.0204124672325305,-1.36952569919643,0.0653197545841273,5.44144522893138e-8,5.24438897887049e-8
2,2,0.191217643245787,-0.0190759604027844,-1.11742002363697,0.0681987525590811,-2.62411588919147e-8,-9.55980764208602e-9
3,2,0.185616405050914,-0.0272893400778605,-1.20038127812315,0.0816273185073909,9.90941275256998e-8,1.26190401315384e-8
4,2,0.176697748395137,-0.191741969502451,-0.129252628848482,-0.112214872697839,-1.11680621058e-8,2.77935607384538e-8
5,2,0.221691312857481,-0.357050132623915,0.243561913086162,0.108180172086435,-5.5936055013648e-8,-5.70585596560931e-8
6,2,0.158327128887656,-0.17925343121444,-0.152362914402613,-0.109725403266826,6.21075653809577e-8,5.34415475328853e-8
7,2,0.213002332018355,-0.195192905527068,0.0280576642086237,-0.472014539295677,-2.13745966095022e-9,-3.38359118584405e-8
8,2,0.219581931242859,-0.103138077691483,-0.249793131230408,-0.362561962677521,-8.25373729021866e-8,2.94089381487367e-8
9,2,0.216535006862424,-0.156069161734551,-0.485706594901152,-0.517100763248813,3.18831588050751e-8,-1.45028813643889e-8
10,2,0.185550177470434,-0.0415645366411437,-1.00625884323303,0.227069386928034,-6.29034029408663e-8,1.1842319054187e-7
1,3,0.319045144275357,0.181836395567423,0.0054273881611544,-0.543385024386718,5.21594050481366e-8,-6.74732513028741e-8
2,3,0.225190179616068,0.110190426184664,0.387469927993613,0.210801470137982,1.09325728977421e-8,-8.2415335996145e-8
3,3,0.32760280633179,0.057927991810344,0.756568945625344,-0.44874021188237,-7.46777286443082e-8,4.11893951193747e-8
4,3,0.299584023935832,0.227510983475176,0.32040235203196,-0.828603646454268,-3.94049807458674e-8,3.59935395159257e-8
5,3,0.273305146825939,0.114670122589359,0.1712321253323,-0.173714230897381,-6.68781543212122e-8,9.74980147076557e-8
6,3,0.335035516451605,0.317671034345669,-0.977725713870671,-0.585498748698529,-1.85472567172078e-8,-7.83619087286771e-8
7,3,0.339254446528576,0.17431590826834,-0.0135992020628053,-0.733972509366135,-4.15224760251261e-8,7.446030092575e-8
8,3,0.319565919927825,0.00962606508440353,0.542143896267632,-0.219688652455802,-3.97945578129994e-8,2.76484131482022e-8
9,3,0.261060246707112,-0.158934156553684,1.47418478505468,-0.0905193339599779,8.75948323126601e-8,8.66395604656512e-8
