pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.41756,0.144268,-3.12552,0.00587417,-1.58294,0.0886085,All
-0.993963,0.461657,-2.93007,0.0176225,-1.16913,0.38397,All
-0.570369,0.692486,-2.73461,0.0117483,-0.755325,0.502115,All
-0.146774,0.201975,-2.53915,0.0234967,-0.341519,0.413506,All
0.276821,0.40395,-2.3437,0.0234967,0.0722859,0.177217,All
0.700416,0.259682,-2.14824,0.0293708,0.486091,0.472579,All
1.12401,0.173121,-1.95278,0.0528675,0.899897,0.295362,All
1.54761,0.0577071,-1.75732,0.07049,1.3137,0.0886085,All
1.9712,0.0577071,-1.56187,0.0998609,1.72751,0.0886085,All
2.39479,0.144268,-1.36641,0.199722,2.14131,0.147681,All
,,-1.17095,0.152728,,,All
,,-0.975495,0.258463,,,All
,,-0.780038,0.35245,,,All
,,-0.584581,0.311331,,,All
,,-0.389124,0.452311,,,All
,,-0.193666,0.334828,,,All
,,0.00179068,0.393569,,,All
,,0.197248,0.364198,,,All
,,0.392705,0.475808,,,All
,,0.588162,0.35245,,,All
,,0.783619,0.270212,,,All
,,0.979076,0.323079,,,All
,,1.17453,0.152728,,,All
,,1.36999,0.152728,,,All
,,1.56545,0.158603,,,All
,,1.76091,0.0822383,,,All
,,1.95636,0.0646158,,,All
,,2.15182,0.0469933,,,All
,,2.34728,0.0234967,,,All
,,2.54273,0.0293708,,,All
