time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
0.3333,-0.256713,0.3333,-0.141472,0.3333,-0.292894,2.45055,0.179699,1.4012,-0.0158795,2.45055,0.181273,All
0.355099,-0.218498,0.355099,-0.123521,0.355099,-0.251897,2.62312,0.154742,1.52349,-0.019316,2.62312,0.15743,All
0.378324,-0.177782,0.378324,-0.104397,0.378324,-0.208219,2.80784,0.128478,1.65646,-0.02293,2.80784,0.132336,All
0.403068,-0.134404,0.403068,-0.0840218,0.403068,-0.161683,3.00557,0.100364,1.80103,-0.0267594,3.00557,0.105475,All
0.42943,-0.100566,0.42943,-0.0685137,0.42943,-0.125575,3.21722,0.070271,1.95822,-0.0306903,3.21722,0.0767223,All
0.457516,-0.0786351,0.457516,-0.0590651,0.457516,-0.102473,3.44377,0.0424193,2.12913,-0.0349642,3.44377,0.0500975,All
0.484968,-0.0571998,0.484968,-0.0498299,0.484968,-0.0798938,3.68628,0.0175016,2.31496,-0.0395333,3.68628,0.0262597,All
0.487439,-0.0552703,0.487439,-0.0489986,0.487439,-0.0778612,3.87386,6.50865e-05,2.51701,-0.0440797,3.87386,0.00957097,All
0.519319,-0.0303773,0.519319,-0.0382736,0.519319,-0.0516393,3.94587,-0.00610702,2.73669,-0.0488846,3.94587,0.00366112,All
0.553285,-0.00385618,0.553285,-0.0268473,0.553285,-0.0237024,4.22374,-0.0276517,2.97554,-0.0536338,4.22374,-0.0169795,All
0.589472,0.0195296,0.589472,-0.0170337,0.589472,0.000782558,4.52117,-0.0466634,3.21212,-0.0583378,4.52117,-0.0352157,All
0.628025,0.0192117,0.628025,-0.0188076,0.628025,-0.000485219,4.83955,-0.0615186,3.23525,-0.0587976,4.83955,-0.0495005,All
0.636636,0.0191407,0.636636,-0.0192037,0.636636,-0.000768372,5.18035,-0.0774198,3.51761,-0.0638858,5.18035,-0.0647913,All
0.6691,0.0188729,0.6691,-0.0206974,0.6691,-0.00183591,5.29716,-0.0812046,3.82463,-0.0687075,5.29716,-0.0684452,All
0.712862,0.018512,0.712862,-0.0227109,0.712862,-0.00327495,5.54515,-0.0864051,4.15843,-0.0739304,5.54515,-0.0735006,All
0.759486,0.0161208,0.759486,-0.0256784,0.759486,-0.00694378,5.93564,-0.0945939,4.52138,-0.0790296,5.93564,-0.0814609,All
0.788304,0.00978645,0.788304,-0.029503,0.788304,-0.0143797,6.35363,-0.0994915,4.91599,-0.0838208,6.35363,-0.0862932,All
0.809159,0.00520249,0.809159,-0.0322706,0.809159,-0.0197609,6.72047,-0.099526,5.02305,-0.0850606,6.72047,-0.0864638,All
0.862081,-0.00460187,0.862081,-0.0376605,0.862081,-0.0312329,6.80105,-0.0993376,5.34506,-0.0884301,6.80105,-0.0863141,All
