parameter,value,se_sa,rse_sa
Cl_pop,13.5217668327702,0.918987734551633,6.79635838952977
V1_pop,25.1876496551549,0.98147466874826,3.8966504703125
beta_V1_ANTU_1,-0.255426983890961,0.106138625486257,41.5534114170045
beta_V1_logtCLCRMLMIN,-1.41506311937736,0.276405991350839,19.5331210011649
beta_V1_logtPROGDL,-0.611541584385183,0.292499405364986,47.8298471982167
Q_pop,23.4,,
beta_Q_LMP_1,1.02003401890359,2.58341988857365e-7,2.53268012703195e-5
beta_Q_logtAGEA,1.40352326847501,5.54730791715349e-7,3.95241606730245e-5
beta_Q_logtALBGDL,19.1198930610007,nan,nan
beta_Q_logtPROGDL,-18.9651686762949,nan,nan
V2_pop,2.47977623214661,7.75802219245014e-7,3.1285170379e-5
beta_V2_SEXF_1,4.88198126263621,5.9544971616611e-7,1.21968865534845e-5
beta_V2_logtHCM,40.0893545564622,4.27563783573567e-6,1.06652698279635e-5
beta_V2_logtRAL,0.226065328660648,1.35532436337322e-7,5.995277433311e-5
omega_Cl,0.260160855864858,0.0490873003451432,18.8680576799155
omega_V1,0.101955676045304,0.0397115648931318,38.9498323521348
omega_Q,5.27365094644051e-8,6.94699711767095e-8,131.730317160256
omega_V2,6.1305376992485e-8,nan,nan
a,1.34938898674089,0.180349159921277,13.3652461738899
b,0.0418216470702606,0.0114854326968626,27.462889439928
