parameter,value
Cl_pop,13.4665780165562
V1_pop,23.7295324470642
beta_V1_LMP_1,0.0279787083843352
beta_V1_logtCLCRMLMIN,-3.06479829691354
beta_V1_logtPROGDL,-2.13203509532886
Q_pop,23.4
beta_Q_LMP_1,0.933777870407972
beta_Q_logtAGEA,1.24900996332331
beta_Q_logtALBGDL,18.3183384603366
beta_Q_logtPROGDL,-18.106066090003
V2_pop,4.32350037808745
beta_V2_SEXF_1,3.66465053403248
beta_V2_logtHCM,26.6826026592311
omega_Cl,0.258495974035619
omega_V1,0.342624283290674
omega_Q,6.89816413020043e-8
omega_V2,2.99608977876588e-8
a,1.46163668232069
b,0.0421592231648789
