Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-2.78959,0.175129,0.114707,-0.692902,-0.0186548,-0.0206692,-1.8209,-0.145688,-0.0594377,-0.418978,0.776793,0.283705,-0.692902,0.624429,0.143948,-1.8209,-0.548341,-0.671861,-0.418978,0.209278,-0.0166116,-2.78959,0.0521784,0.0797122,-1.8209,0.145104,-0.0675551,-0.418978,0.769389,-0.251644,-2.78959,-0.377034,-0.607753,-0.692902,-0.0320666,-0.284729
-2.7332,0.162048,0.112472,-0.678129,-0.0401829,-0.0200883,-1.78613,-0.14238,-0.0581372,-0.410068,0.794557,0.276231,-0.678129,0.485121,0.139387,-1.78613,-0.486942,-0.660161,-0.410068,0.18211,-0.0160129,-2.7332,0.0659024,0.0783065,-1.78613,0.0954009,-0.0659987,-0.410068,0.682495,-0.247288,-2.7332,-0.414451,-0.596035,-0.678129,-0.123964,-0.279672
-2.6768,0.148966,0.110236,-0.663356,-0.0578591,-0.0195074,-1.75136,-0.137142,-0.0568367,-0.401158,0.803057,0.268756,-0.663356,0.382678,0.134826,-1.75136,-0.451393,-0.648461,-0.401158,0.154565,-0.0154142,-2.6768,0.0796264,0.0769007,-1.75136,0.0635665,-0.0644424,-0.401158,0.594851,-0.242933,-2.6768,-0.451867,-0.584317,-0.663356,-0.195272,-0.274614
-2.62041,0.135885,0.108001,-0.648582,-0.0747574,-0.0189264,-1.7166,-0.131369,-0.0555362,-0.392247,0.790019,0.261281,-0.648582,0.287679,0.130265,-1.7166,-0.422998,-0.636761,-0.392247,0.126285,-0.0148156,-2.62041,0.0933504,0.075495,-1.7166,0.0366775,-0.0628861,-0.392247,0.505687,-0.238578,-2.62041,-0.489284,-0.572598,-0.648582,-0.262422,-0.269557
-2.56401,0.122804,0.105766,-0.633809,-0.0916557,-0.0183455,-1.68183,-0.125597,-0.0542357,-0.383337,0.761755,0.253806,-0.633809,0.192681,0.125704,-1.68183,-0.394603,-0.62506,-0.383337,0.0978036,-0.0142169,-2.56401,0.107074,0.0740893,-1.68183,0.00978855,-0.0613297,-0.383337,0.41596,-0.234222,-2.56401,-0.5267,-0.56088,-0.633809,-0.329572,-0.264499
-2.50762,0.109723,0.10353,-0.619036,-0.108554,-0.0177646,-1.64706,-0.119825,-0.0529352,-0.374426,0.723529,0.246331,-0.619036,0.0976824,0.121143,-1.64706,-0.366208,-0.61336,-0.374426,0.0694089,-0.0136182,-2.50762,0.120798,0.0726836,-1.64706,-0.0171005,-0.0597734,-0.374426,0.326215,-0.229867,-2.50762,-0.564117,-0.549161,-0.619036,-0.396722,-0.259442
-2.45123,0.0966417,0.101295,-0.604263,-0.120119,-0.0171836,-1.6123,-0.114053,-0.0516347,-0.365516,0.676005,0.238857,-0.604263,0.0471478,0.116582,-1.6123,-0.337813,-0.60166,-0.365516,0.0412798,-0.0130195,-2.45123,0.134522,0.0712778,-1.6123,-0.0439895,-0.0582171,-0.365516,0.23675,-0.225512,-2.45123,-0.601533,-0.537443,-0.604263,-0.437216,-0.254384
-2.39483,0.0855904,0.0990593,-0.58949,-0.131396,-0.0166027,-1.57753,-0.108234,-0.0503342,-0.356606,0.618183,0.231382,-0.58949,-0.000978289,0.112021,-1.57753,-0.310168,-0.58996,-0.356606,0.0140438,-0.0124208,-2.39483,0.144518,0.0698721,-1.57753,-0.0703455,-0.0566607,-0.356606,0.148554,-0.221156,-2.39483,-0.622486,-0.525725,-0.58949,-0.476265,-0.249326
-2.33844,0.0799394,0.0968239,-0.574717,-0.139831,-0.0160217,-1.54276,-0.10087,-0.0490337,-0.347695,0.557608,0.223907,-0.574717,-0.0312237,0.10746,-1.54276,-0.308436,-0.57826,-0.347695,-0.0126578,-0.0118221,-2.33844,0.144521,0.0684664,-1.54276,-0.0781401,-0.0551044,-0.347695,0.0611709,-0.216801,-2.33844,-0.600455,-0.514006,-0.574717,-0.502745,-0.244269
-2.28204,0.0754124,0.0945885,-0.559943,-0.144919,-0.0154408,-1.50799,-0.093436,-0.0477333,-0.338785,0.492524,0.216432,-0.559943,-0.0404124,0.102899,-1.50799,-0.308708,-0.56656,-0.338785,-0.0376176,-0.0112234,-2.28204,0.14239,0.0670607,-1.50799,-0.0844184,-0.0535481,-0.338785,-0.0234899,-0.212446,-2.28204,-0.570079,-0.502288,-0.559943,-0.514422,-0.239211
-2.22565,0.0708855,0.0923531,-0.54517,-0.150008,-0.0148599,-1.47323,-0.0858441,-0.0464328,-0.329875,0.426666,0.208958,-0.54517,-0.049601,0.0983383,-1.47323,-0.316051,-0.554859,-0.329875,-0.0614116,-0.0106247,-2.22565,0.140259,0.0656549,-1.47323,-0.0851949,-0.0519917,-0.329875,-0.106294,-0.20809,-2.22565,-0.539703,-0.49057,-0.54517,-0.5261,-0.234154
-2.16925,0.0672931,0.0901176,-0.530397,-0.155097,-0.0142789,-1.43846,-0.0782529,-0.0451323,-0.320964,0.363243,0.201483,-0.530397,-0.0587896,0.0937773,-1.43846,-0.324928,-0.543159,-0.320964,-0.0829012,-0.010026,-2.16925,0.136315,0.0642492,-1.43846,-0.0847191,-0.0504354,-0.320964,-0.185363,-0.203735,-2.16925,-0.502818,-0.478851,-0.530397,-0.537777,-0.229096
-2.11286,0.0654198,0.0878822,-0.515624,-0.160185,-0.013698,-1.40369,-0.0707513,-0.0438318,-0.312054,0.300741,0.194008,-0.515624,-0.0679782,0.0892163,-1.40369,-0.337684,-0.531459,-0.312054,-0.103519,-0.00942732,-2.11286,0.128953,0.0628435,-1.40369,-0.0809317,-0.048879,-0.312054,-0.263021,-0.19938,-2.11286,-0.454895,-0.467133,-0.515624,-0.549454,-0.224039
-2.05647,0.0635861,0.0856468,-0.500851,-0.162392,-0.0131171,-1.36892,-0.0634614,-0.0425313,-0.303144,0.245262,0.186533,-0.500851,-0.0647949,0.0846553,-1.36892,-0.352508,-0.519759,-0.303144,-0.121025,-0.00882863,-2.05647,0.121511,0.0614378,-1.36892,-0.0751068,-0.0473227,-0.303144,-0.335578,-0.195024,-2.05647,-0.406735,-0.455414,-0.500851,-0.550004,-0.218981
-2.00007,0.0626851,0.0834113,-0.486077,-0.161686,-0.0125361,-1.33416,-0.0564288,-0.0412308,-0.294233,0.198417,0.179059,-0.486077,-0.0491089,0.0800943,-1.33416,-0.368385,-0.508059,-0.294233,-0.135649,-0.00822994,-2.00007,0.112012,0.0600321,-1.33416,-0.0679968,-0.0457664,-0.294233,-0.403377,-0.190669,-2.00007,-0.354846,-0.443696,-0.486077,-0.539308,-0.213924
-1.94368,0.0619566,0.0811759,-0.471304,-0.160755,-0.0119552,-1.29939,-0.0498208,-0.0399303,-0.285323,0.160264,0.171584,-0.471304,-0.0328923,0.0755333,-1.29939,-0.384747,-0.496359,-0.285323,-0.147723,-0.00763125,-1.94368,0.102132,0.0586263,-1.29939,-0.0597857,-0.04421,-0.285323,-0.466918,-0.186314,-1.94368,-0.302269,-0.431978,-0.471304,-0.527863,-0.208866
-1.88728,0.0613222,0.0789405,-0.456531,-0.157312,-0.0113743,-1.26462,-0.0439012,-0.0386298,-0.276412,0.135101,0.164109,-0.456531,-0.0107834,0.0709723,-1.26462,-0.400361,-0.484659,-0.276412,-0.155948,-0.00703256,-1.88728,0.0919394,0.0572206,-1.26462,-0.0510412,-0.0426537,-0.276412,-0.523396,-0.181958,-1.88728,-0.250494,-0.420259,-0.456531,-0.508096,-0.203808
-1.83089,0.0609473,0.0767051,-0.441758,-0.152064,-0.0107933,-1.22986,-0.0380359,-0.0373294,-0.267502,0.114728,0.156634,-0.441758,0.0131447,0.0664113,-1.22986,-0.415838,-0.472958,-0.267502,-0.162686,-0.00643386,-1.83089,0.080883,0.0558149,-1.22986,-0.0423179,-0.0410974,-0.267502,-0.576906,-0.177603,-1.83089,-0.200932,-0.408541,-0.441758,-0.483027,-0.198751
-1.7745,0.0605641,0.0744696,-0.426985,-0.146331,-0.0102124,-1.19509,-0.033344,-0.0360289,-0.258592,0.10437,0.149159,-0.426985,0.037462,0.0618503,-1.19509,-0.427959,-0.461258,-0.258592,-0.166074,-0.00583517,-1.7745,0.0698235,0.0544092,-1.19509,-0.034382,-0.039541,-0.258592,-0.622979,-0.173248,-1.7745,-0.151641,-0.396823,-0.426985,-0.456561,-0.193693
-1.7181,0.0599463,0.0722342,-0.412212,-0.138597,-0.00963147,-1.16032,-0.0295205,-0.0347284,-0.249681,0.105766,0.141685,-0.412212,0.0615645,0.0572893,-1.16032,-0.436857,-0.449558,-0.249681,-0.164588,-0.00523648,-1.7181,0.0587604,0.0530034,-1.16032,-0.0276322,-0.0379847,-0.249681,-0.6555,-0.168892,-1.7181,-0.109101,-0.385104,-0.412212,-0.424843,-0.188636
-1.66171,0.0590637,0.0699988,-0.397438,-0.129643,-0.00905054,-1.12555,-0.0257236,-0.0334279,-0.240771,0.108901,0.13421,-0.397438,0.0842238,0.0527283,-1.12555,-0.445639,-0.437858,-0.240771,-0.162356,-0.00463779,-1.66171,0.047946,0.0515977,-1.12555,-0.0209317,-0.0364284,-0.240771,-0.685883,-0.164537,-1.66171,-0.071358,-0.373386,-0.397438,-0.390295,-0.183578
-1.60531,0.0573676,0.0677633,-0.382665,-0.118805,-0.0084696,-1.09079,-0.0234542,-0.0321274,-0.231861,0.112036,0.126735,-0.382665,0.102776,0.0481673,-1.09079,-0.447741,-0.426158,-0.231861,-0.160123,-0.0040391,-1.60531,0.0381353,0.050192,-1.09079,-0.0171405,-0.034872,-0.231861,-0.716266,-0.160182,-1.60531,-0.0456877,-0.361667,-0.382665,-0.351898,-0.178521
-1.54892,0.055232,0.0655279,-0.367892,-0.107602,-0.00788867,-1.05602,-0.0222104,-0.0308269,-0.22295,0.119043,0.11926,-0.367892,0.120307,0.0436063,-1.05602,-0.444839,-0.414458,-0.22295,-0.155284,-0.0034404,-1.54892,0.0288994,0.0487863,-1.05602,-0.0157255,-0.0333157,-0.22295,-0.737065,-0.155826,-1.54892,-0.0261755,-0.349949,-0.367892,-0.312822,-0.173463
