standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.69139,0.20671,-2.72068,0.0171295,-3.22123,0.015386,-1.98988,0.0951601,All
-1.41353,0.180871,-2.30155,0.0685179,-2.75461,0.015386,-1.61265,0.133224,All
-1.13568,0.542613,-1.88242,0.0513884,-2.28798,0.0461579,-1.23542,0.0761281,All
-0.857817,0.284226,-1.46329,0.0685179,-1.82136,0.030772,-0.858186,0.323544,All
-0.57996,0.258387,-1.04416,0.274072,-1.35473,0.184632,-0.480954,0.456769,All
-0.302102,0.310065,-0.625027,0.496755,-0.888106,0.246176,-0.103722,0.418704,All
-0.0242441,0.103355,-0.205897,0.411107,-0.42148,0.507737,0.27351,0.494833,All
0.253614,0.490936,0.213234,0.393978,0.045145,0.369264,0.650742,0.266448,All
0.531471,0.20671,0.632364,0.308331,0.51177,0.400035,1.02797,0.228384,All
0.809329,0.361742,1.0515,0.205554,0.978396,0.261562,1.40521,0.19032,All
1.08719,0.568452,1.47063,0.0856474,1.44502,0.123088,1.78244,0.114192,All
1.36504,0.180871,1.88976,0.119906,1.91165,0.0923159,2.15967,0.038064,All
1.6429,0.180871,2.30889,0.0685179,2.37827,0.015386,2.5369,0.019032,All
