parameter,value
Cl_pop,13.5182726372996
V1_pop,29.1921635792949
beta_V1_ANTU_1,-0.490846631506675
beta_V1_logtCLCRMLMIN,-3.01423936961437
beta_V1_logtPROGDL,-3.77726261470781
Q_pop,23.4
beta_Q_LMP_1,-0.142806609910269
beta_Q_logtAGEA,-0.73866732890186
beta_Q_logtALBGDL,2.86468915628295
V2_pop,2.94263830291598
beta_V2_SEXF_1,4.5072462143688
beta_V2_logtHCM,35.1914768720406
beta_V2_logtRAL,0.258791353145746
omega_Cl,0.258248510151839
omega_V1,0.503496288441742
omega_Q,0.85267895397324
omega_V2,7.99333057804858e-8
a,1.37324403561681
b,0.0510660132554251
