parameter,value,se_sa,rse_sa
Cl_pop,13.4918239875427,0.921028048228918,6.8265643628269
V1_pop,21.1,,
Q_pop,38.1110823629162,14.6904890273922,38.5465017432481
V2_pop,14.3594429952047,3.52374909902369,24.5395946082341
omega_Cl,0.260449936651322,0.0491775725070866,18.8817755686089
omega_V1,0.226248670853383,0.0878263697336507,38.8185130115373
omega_Q,1.02848446883838,0.301234268238816,29.2891411942315
omega_V2,0.791751313394073,0.193806957262045,24.4782615429124
a,1.60027286056024,0.26856939813572,16.7827252935913
b,0.0410162467809136,0.0170738228986103,41.6269752564376
