parameter,value,se_lin,rse_lin
Cl_pop,20.6174953185104,4.0295306965694,19.5442299577082
beta_Cl_tSCRMGDL,-0.414033388280021,0.182296541819017,44.0294302293625
V1_pop,24.1517082966457,2.15454107165387,8.92086408626052
Q_pop,23.4,,
V2_pop,12.69809132294,2.99464183080349,23.5834012738076
omega_Cl,0.223251270562344,0.0426322361388335,19.0960777206096
omega_V1,0.30097848518245,0.0707100326356154,23.4933844499721
omega_Q,0.872403776243932,0.248384265246354,28.4712505848786
omega_V2,0.815474499003481,0.190748604906695,23.3911183169788
a,1.89472527478761,0.223288788260339,11.7847579927052
